Generation 0 - Individual Bot Performance
==================================================
Format: BotID | Profit% | WinRate | Trades | FinalBalance | Fitness | Sharpe | MaxDD | SurvivedGens
  1413 |   +0.00% |  33.33% |      3 | $    100.00 |    6.99 |   0.00 |  9.35% |   0
  1414 |   -8.62% |  60.23% |   2218 | $     91.38 |   -8.96 |  -0.58 | 14.78% |   0
  1415 |  +12.89% |  52.63% |     19 | $    112.89 |   43.54 |   1.30 |  9.92% |   0
  1416 |   +2.21% |  75.00% |      4 | $    102.21 | 10001.33 |   0.44 |  1.77% |   0
  1417 |  +31.67% |  29.95% |   1289 | $    131.67 |   39.56 |   0.62 | 51.13% |   0
  1418 |  -53.89% |  18.94% |   9070 | $     46.11 |  -78.67 |  -0.85 | 63.17% |   0
  1419 |   -4.73% |  17.65% |     17 | $     95.27 |  -28.26 |  -0.06 | 83.32% |   0
  1420 |  +14.22% |  55.00% |     20 | $    114.22 |   47.63 |   0.14 | 100.07% |   0
  1421 |  -37.83% |  18.34% |  20281 | $     62.17 |  -42.64 |  -0.96 | 39.31% |   0
  1422 |  -86.48% |  56.15% |    447 | $     13.52 | -118.25 |  -0.84 | 102.86% |   0
  1423 |  -13.28% |  28.39% |   1402 | $     86.72 |  -31.77 |  -0.19 | 71.30% |   0
  1424 |   -1.06% |  54.55% |     11 | $     98.94 |    3.21 |  -0.14 |  7.39% |   0
  1425 |  -59.37% |  30.48% |   4973 | $     40.63 | -105.06 |  -0.59 | 100.73% |   0
  1426 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1427 |   -2.08% |  20.42% |   1097 | $     97.92 |   41.51 |  -0.06 | 33.80% |   0
  1428 |  -38.58% |  17.13% |   2808 | $     61.42 |  -51.32 |  -0.43 | 90.09% |   0
  1429 |   +8.70% |  80.00% |      5 | $    108.70 | 10009.47 |   1.74 |  0.45% |   0
  1430 |   +0.37% |  59.09% |     22 | $    100.37 | 9995.98 |   0.07 |  2.43% |   0
  1431 |  -31.74% |  20.59% |   2919 | $     68.26 |  -56.40 |  -0.32 | 100.07% |   0
  1432 |  -86.33% |  24.76% |   6494 | $     13.67 | -105.22 |  -0.96 | 90.07% |   0
  1433 |   -1.99% |  55.67% |    503 | $     98.01 |   18.25 |  -0.40 |  3.65% |   0
  1434 | -100.00% |  33.47% |   3319 | $      0.00 | -151.29 |  -0.84 | 119.56% |   0
  1435 |   +4.19% |  42.39% |    184 | $    104.19 | 1831.85 |   0.57 |  7.40% |   0
  1436 | -100.00% |  32.90% |   1620 | $      0.00 | -151.15 |  -0.92 | 108.53% |   0
  1437 |  -92.34% |  20.86% |  13282 | $      7.66 | -138.02 |  -1.02 | 90.20% |   0
  1438 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1439 |  -90.06% |  15.67% |   7270 | $      9.94 | 9848.03 |  -0.90 | 100.07% |   0
  1440 |   -8.44% |  15.79% |     19 | $     91.56 |   -6.19 |  -0.66 | 12.87% |   0
  1441 |   +0.00% |  66.67% |      3 | $    100.00 | 9953.30 |   0.00 | 90.06% |   0
  1442 |   -0.47% |  33.33% |      9 | $     99.53 |   10.40 |  -0.09 |  1.59% |   0
  1443 |   -2.02% |  25.00% |      8 | $     97.98 |   -1.22 |  -0.34 |  5.89% |   0
  1444 |  -60.16% |  28.47% |   8919 | $     39.84 |  -95.79 |  -0.78 | 77.32% |   0
  1445 |   -4.70% |  36.55% |    476 | $     95.30 |   -3.49 |  -0.32 | 14.55% |   0
  1446 |   +0.73% |  56.52% |     23 | $    100.73 |   -0.15 |   0.05 | 15.71% |   0
  1447 |   -7.88% |  30.36% |    685 | $     92.12 |   -7.61 |  -0.50 | 15.79% |   0
  1448 |   -3.33% |  50.00% |      6 | $     96.67 |    3.97 |  -0.48 |  6.88% |   0
  1449 |  -32.97% |  20.93% |   1906 | $     67.03 |  -72.68 |  -0.27 | 120.08% |   0
  1450 |  -70.37% |  39.23% |    209 | $     29.63 | 1240.43 |  -0.96 | 73.44% |   0
  1451 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1452 |  -90.02% |  26.64% |   5939 | $      9.98 | -137.61 |  -0.78 | 115.84% |   0
  1453 |  -12.78% |  26.83% |   2587 | $     87.22 |  -17.25 |  -0.77 | 16.52% |   0
  1454 |   +0.91% |  20.00% |     10 | $    100.91 | 9989.21 |   0.18 |  1.39% |   0
  1455 |  -92.83% |  13.39% |   4615 | $      7.17 | -126.63 |  -0.93 | 100.07% |   0
  1456 |   +1.81% |  50.00% |     26 | $    101.81 |   20.88 |   0.24 |  7.60% |   0
  1457 |  -30.28% |  27.38% |  11369 | $     69.72 |  -43.97 |  -0.80 | 37.90% |   0
  1458 |   -0.23% |  50.00% |     14 | $     99.77 |   22.39 |  -0.04 |  5.84% |   0
  1459 |   -4.93% |  31.68% |   2033 | $     95.07 |   -7.97 |  -0.49 |  9.95% |   0
  1460 |  -23.63% |  32.34% |   1988 | $     76.37 |  -33.94 |  -0.77 | 30.68% |   0
  1461 |   +5.37% |  62.50% |     56 | $    105.37 |   80.54 |   0.42 | 12.79% |   0
  1462 |   -6.61% |   0.00% |      4 | $     93.39 |  -14.95 |  -0.99 |  6.67% |   0
  1463 |   +8.51% |  28.29% |    562 | $    108.51 |   97.02 |   0.37 | 22.71% |   0
  1464 |  -30.46% |  32.08% |   2830 | $     69.54 |  -78.35 |  -0.31 | 98.87% |   0
  1465 |  -90.09% |  17.94% |   6254 | $      9.91 | 9853.41 |  -1.00 | 90.16% |   0
  1466 |   +7.12% |  60.00% |      5 | $    107.12 | 10000.77 |   1.06 |  6.70% |   0
  1467 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1468 |   -9.96% |  27.38% |   2396 | $     90.04 |  -14.84 |  -0.34 | 29.34% |   0
  1469 |   -0.51% |  26.09% |     23 | $     99.49 | 9986.34 |  -0.08 |  6.73% |   0
  1470 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1471 |  -72.26% |  15.33% |  10256 | $     27.74 | -103.42 |  -0.80 | 90.03% |   0
  1472 |  -90.01% |  25.40% |  11666 | $      9.99 | -135.08 |  -1.00 | 90.31% |   0
  1473 |  -14.55% |  56.97% |    588 | $     85.45 |  -12.48 |  -0.61 | 23.74% |   0
  1474 |  -26.46% |  13.07% |   4293 | $     73.54 |    3.90 |  -0.45 | 59.03% |   0
  1475 |  -23.18% |  24.09% |   5339 | $     76.82 |  -32.02 |  -0.67 | 34.48% |   0
  1476 |  -70.76% |  21.22% |  28422 | $     29.24 | -116.39 |  -0.79 | 89.99% |   0
  1477 |   +0.00% |  50.00% |      2 | $    100.00 |   37.99 |   0.00 |  0.07% |   0
  1478 |  -16.82% |  29.63% |   9067 | $     83.18 |  -19.04 |  -0.95 | 17.80% |   0
  1479 |   -5.34% |  13.38% |   5958 | $     94.66 |  -12.89 |  -0.29 | 18.17% |   0
  1480 |  -92.08% |  32.02% |    203 | $      7.92 | -133.04 |  -1.00 | 92.48% |   0
  1481 |   -0.53% |   0.00% |      3 | $     99.47 |   -5.79 |  -0.11 |  0.53% |   0
  1482 |   -8.82% |  23.62% |   2963 | $     91.18 |  -19.49 |  -0.22 | 40.87% |   0
  1483 |  -74.06% |  20.93% |   5428 | $     25.94 |  390.67 |  -0.82 | 90.20% |   0
  1484 |   -8.28% |  27.02% |   2853 | $     91.72 |  -16.70 |  -0.21 | 39.95% |   0
  1485 |   -0.90% |  50.00% |      6 | $     99.10 | 9992.93 |  -0.18 |  2.33% |   0
  1486 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1487 |  -19.41% |  25.12% |   2512 | $     80.59 |  -31.02 |  -0.36 | 53.37% |   0
  1488 |   -8.93% |  32.33% |   1531 | $     91.07 |  -33.29 |  -0.14 | 62.11% |   0
  1489 |   +0.00% |  33.33% |      3 | $    100.00 | 9990.49 |   0.00 |  2.35% |   0
  1490 |  -41.88% |  22.90% |   7232 | $     58.12 |  -67.24 |  -0.74 | 56.94% |   0
  1491 |   -0.77% |   0.00% |      7 | $     99.23 |    3.85 |  -0.15 |  0.77% |   0
  1492 |  -26.34% |  23.92% |   3466 | $     73.66 |  -52.12 |  -0.38 | 70.07% |   0
  1493 |  -13.79% |  27.27% |     11 | $     86.21 |  -20.28 |  -0.89 | 15.53% |   0
  1494 | -100.00% |  54.17% |   2743 | $      0.00 | -162.50 |  -0.73 | 136.68% |   0
  1495 |  -19.91% |  13.33% |     15 | $     80.09 |  -29.55 |  -1.36 | 14.63% |   0
  1496 |   -8.82% |  24.24% |     33 | $     91.18 | 9972.79 |  -0.54 | 16.48% |   0
  1497 |  -88.64% |  20.08% |  12483 | $     11.36 | -105.02 |  -0.98 | 90.07% |   0
  1498 |  -90.12% |  24.47% |   5365 | $      9.88 | -131.48 |  -1.00 | 90.19% |   0
  1499 |   -0.06% |  31.46% |    426 | $     99.94 |  159.01 |  -0.01 |  3.65% |   0
  1500 |  -90.07% |  20.61% |   7579 | $      9.93 |  146.57 |  -0.81 | 111.14% |   0
  1501 |  -11.33% |  31.58% |   2375 | $     88.67 |  -10.55 |  -0.75 | 15.20% |   0
  1502 |   -1.08% |  25.69% |   2180 | $     98.92 |    0.30 |  -0.22 |  4.60% |   0
  1503 |  -12.70% |  24.58% |   3307 | $     87.30 |  -13.21 |  -0.41 | 30.62% |   0
  1504 |   +1.87% |  27.69% |    791 | $    101.87 |  130.31 |   0.18 | 10.35% |   0
  1505 |   -0.97% |  22.43% |   1690 | $     99.03 |    2.95 |  -0.19 |  5.04% |   0
  1506 |   -4.00% |  33.33% |      6 | $     96.00 |    0.88 |  -0.80 |  4.62% |   0
  1507 |  -11.66% |  27.32% |   1508 | $     88.34 |    0.36 |  -0.63 | 18.59% |   0
  1508 |   +0.00% |  33.33% |      3 | $    100.00 | 9991.12 |   0.00 |  1.09% |   0
  1509 |   +6.31% |  71.43% |      7 | $    106.31 | 10005.44 |   1.26 |  0.31% |   0
  1510 |  +10.26% |  45.45% |     22 | $    110.26 |   25.08 |   0.58 | 17.75% |   0
  1511 |  -57.48% |  17.30% |   3469 | $     42.52 |  -88.08 |  -0.64 | 90.06% |   0
  1512 |  -50.75% |  25.49% |   2087 | $     49.25 |  -70.03 |  -0.90 | 56.35% |   0
  1513 |  +17.06% |  35.29% |     17 | $    117.06 | 10003.50 |   1.52 | 11.24% |   0
  1514 |   -2.57% |  16.46% |   2692 | $     97.43 |   -0.12 |  -0.45 |  5.73% |   0
  1515 |   +1.77% |  16.67% |     12 | $    101.77 |   43.86 |   0.29 |  6.06% |   0
  1516 |   +0.00% |  40.00% |      5 | $    100.00 | 9972.14 |   0.00 | 41.71% |   0
  1517 |  +11.70% |  62.50% |      8 | $    111.70 |   78.98 |   0.89 | 13.22% |   0
  1518 |  -90.01% |  31.08% |   4781 | $      9.99 | 9851.18 |  -0.90 | 100.07% |   0
  1519 |   -0.53% |   0.00% |      2 | $     99.47 |   -5.79 |  -0.11 |  0.53% |   0
  1520 |  -17.52% |  20.59% |   2025 | $     82.48 |  -14.95 |  -0.58 | 30.23% |   0
  1521 |  -19.64% |  33.91% |   1097 | $     80.36 | 1295.87 |  -0.75 | 26.13% |   0
  1522 | -100.00% |  21.97% |   4666 | $      0.00 | -186.21 |  -0.58 | 171.21% |   0
  1523 |  -90.07% |  19.16% |   4900 | $      9.93 | -130.07 |  -1.00 | 90.49% |   0
  1524 | -100.00% |  29.83% |   4073 | $      0.00 | -191.51 |  -0.54 | 184.95% |   0
  1525 |   -4.42% |  20.93% |   1328 | $     95.58 |  164.16 |  -0.14 | 32.39% |   0
  1526 |   -3.37% |  50.00% |      6 | $     96.63 | 9951.57 |  -0.04 | 80.11% |   0
  1527 |  -49.51% |  21.23% |   5531 | $     50.49 |  -93.00 |  -0.55 | 89.98% |   0
  1528 |  -33.37% |  27.42% |   9666 | $     66.63 |  -42.43 |  -0.85 | 39.25% |   0
  1529 |   -1.54% |  22.22% |      9 | $     98.46 |   -1.50 |  -0.31 |  2.09% |   0
  1530 |  -90.01% |  26.49% |  13626 | $      9.99 | -126.92 |  -1.00 | 90.10% |   0
  1531 |   -9.46% |  27.34% |   2465 | $     90.54 |   25.46 |  -0.49 | 19.45% |   0
  1532 |  -21.60% |  26.62% |   4095 | $     78.40 |  -28.25 |  -0.78 | 27.82% |   0
  1533 |  -38.95% |  23.09% |   3959 | $     61.05 |  -31.42 |  -0.99 | 39.41% |   0
  1534 | -100.00% |  32.54% |   5110 | $      0.00 | -165.56 |  -0.53 | 189.76% |   0
  1535 |   -2.20% |  23.32% |   1887 | $     97.80 |    4.16 |  -0.40 |  5.48% |   0
  1536 |  -38.37% |  25.99% |   5310 | $     61.63 |  -41.97 |  -0.60 | 63.79% |   0
  1537 |   -1.04% |  22.22% |      9 | $     98.96 |    2.43 |  -0.20 |  5.25% |   0
  1538 |   +0.00% | 100.00% |      1 | $    100.00 |   22.37 |   0.00 |  5.27% |   0
  1539 |   -5.06% |  62.50% |      8 | $     94.94 |    7.39 |  -0.58 |  8.65% |   0
  1540 |   -0.84% |   0.00% |     14 | $     99.16 |   -6.01 |  -0.17 |  0.34% |   0
  1541 |  -69.73% |  20.90% |  36124 | $     30.27 | -106.80 |  -0.96 | 72.50% |   0
  1542 |   -0.37% |  18.18% |     11 | $     99.63 |    8.94 |  -0.07 |  4.31% |   0
  1543 |   -0.37% |  50.00% |     14 | $     99.63 |   21.87 |  -0.06 |  6.59% |   0
  1544 |   +0.00% |   0.00% |      1 | $    100.00 |    4.08 |   0.00 |  1.84% |   0
  1545 |  -18.60% |  26.38% |   5330 | $     81.40 |  -24.96 |  -0.88 | 21.17% |   0
  1546 |  -33.05% |  19.80% |   3950 | $     66.95 |  -63.69 |  -0.38 | 87.02% |   0
  1547 |  -82.46% |  26.37% |   9033 | $     17.54 | -123.75 |  -0.95 | 86.97% |   0
  1548 |  -87.46% |  18.24% |  11022 | $     12.54 | -130.24 |  -0.97 | 90.14% |   0
  1549 |  -17.27% |  61.21% |   2057 | $     82.73 |  -21.86 |  -0.73 | 23.65% |   0
  1550 |  -55.98% |  19.95% |   5680 | $     44.02 |  -92.41 |  -0.62 | 90.11% |   0
  1551 |   -0.33% |   0.00% |      3 | $     99.67 |    4.50 |  -0.07 |  0.33% |   0
  1552 |  -90.06% |  24.65% |   8713 | $      9.94 | -131.27 |  -1.00 | 90.16% |   0
  1553 |   -0.91% |  50.00% |     14 | $     99.09 |   15.88 |  -0.18 |  4.30% |   0
  1554 |  -29.91% |  31.51% |   3837 | $     70.09 |  -43.34 |  -0.70 | 42.74% |   0
  1555 |  -91.32% |  26.67% |   4836 | $      8.68 | -149.17 |  -0.63 | 144.80% |   0
  1556 |   +0.00% |  75.00% |      4 | $    100.00 |   19.88 |   0.00 |  0.24% |   0
  1557 |   +0.00% |   0.00% |      1 | $    100.00 |    4.73 |   0.00 |  0.53% |   0
  1558 |   -3.15% |  21.32% |   1698 | $     96.85 |   -7.32 |  -0.17 | 18.04% |   0
  1559 |   +0.00% | 100.00% |      1 | $    100.00 |   22.49 |   0.00 |  5.03% |   0
  1560 |   -0.62% |  20.00% |     10 | $     99.38 | 9987.98 |  -0.12 |  0.81% |   0
  1561 |   -3.08% |  44.44% |      9 | $     96.92 |   24.06 |  -0.31 |  9.91% |   0
  1562 |  -39.71% |  38.46% |   3250 | $     60.29 |  -62.47 |  -0.70 | 56.39% |   0
  1563 |  -90.06% |  23.13% |  10400 | $      9.94 | 9854.46 |  -1.00 | 90.21% |   0
  1564 |  -13.21% |  12.43% |   2437 | $     86.79 |  375.92 |  -0.29 | 45.93% |   0
  1565 |   -9.68% |  26.16% |   1074 | $     90.32 |   -6.47 |  -0.33 | 29.59% |   0
  1566 |   -3.21% |  16.67% |      6 | $     96.79 |   -7.48 |  -0.62 |  5.21% |   0
  1567 |   +9.79% |  27.17% |    703 | $    109.79 |   -4.13 |   0.22 | 43.88% |   0
  1568 |  -90.11% |  18.46% |   3949 | $      9.89 | 9808.52 |  -0.50 | 180.13% |   0
  1569 |   -0.87% |  25.00% |      4 | $     99.13 | 9988.69 |  -0.17 |  0.87% |   0
  1570 |   -0.98% |  31.03% |     29 | $     99.02 | 9989.30 |  -0.20 |  1.85% |   0
  1571 |   +0.11% |  43.33% |     90 | $    100.11 |   50.62 |   0.01 | 15.85% |   0
  1572 |  -68.02% |  22.49% |   4109 | $     31.98 | -103.37 |  -0.75 | 90.11% |   0
  1573 |   -4.90% |  28.06% |   1725 | $     95.10 |   -8.97 |  -0.32 | 15.10% |   0
  1574 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1575 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1576 |  -29.27% |  15.48% |   4632 | $     70.73 |  -73.04 |  -0.32 | 90.15% |   0
  1577 |  -30.72% |  22.78% |   6747 | $     69.28 |   -7.20 |  -0.58 | 52.58% |   0
  1578 |  -81.51% |  18.19% |  11013 | $     18.49 |  -44.75 |  -0.91 | 90.00% |   0
  1579 |   +0.35% |  33.22% |    307 | $    100.35 |  158.45 |   0.02 | 18.90% |   0
  1580 |   -3.83% |  42.86% |      7 | $     96.17 |   -2.18 |  -0.77 |  3.85% |   0
  1581 |  -14.38% |  15.20% |   1993 | $     85.62 |  522.87 |  -0.42 | 34.05% |   0
  1582 |  -12.87% |  23.78% |   6325 | $     87.13 |  -13.92 |  -0.99 | 13.03% |   0
  1583 |   -0.23% |  50.00% |     12 | $     99.77 |   14.18 |  -0.05 |  1.19% |   0
  1584 |  -78.35% |  25.54% |  21819 | $     21.65 | -118.78 |  -0.95 | 82.36% |   0
  1585 |   -0.44% |  21.78% |   2631 | $     99.56 |   -6.60 |  -0.04 | 11.30% |   0
  1586 |  -50.63% |  32.06% |   3153 | $     49.37 |  -72.65 |  -1.00 | 50.68% |   0
  1587 |   -1.69% |  33.33% |      9 | $     98.31 |   19.12 |  -0.06 | 30.04% |   0
  1588 |   -6.02% |  25.00% |      4 | $     93.98 |  -10.92 |  -0.62 |  9.79% |   0
  1589 |   -3.55% |  25.95% |   1021 | $     96.45 |   -1.98 |  -0.27 | 12.97% |   0
  1590 |  -12.12% |  20.14% |   5471 | $     87.88 |    2.31 |  -0.38 | 31.98% |   0
  1591 |   -4.50% |  51.56% |   3375 | $     95.50 |   -0.80 |  -0.90 |  4.70% |   0
  1592 |   -2.36% |  23.63% |   1807 | $     97.64 |   35.74 |  -0.47 |  4.60% |   0
  1593 |   +7.17% |  40.74% |     27 | $    107.17 |   23.78 |   1.00 |  7.17% |   0
  1594 |  -22.23% |  33.46% |   1351 | $     77.77 |  -21.28 |  -0.85 | 26.07% |   0
  1595 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1596 |   -4.93% |  41.67% |     12 | $     95.07 |   32.45 |  -0.71 |  6.90% |   0
  1597 |   -1.98% |  16.67% |      6 | $     98.02 |   27.98 |  -0.40 |  1.98% |   0
  1598 |  -25.11% |  24.90% |   2996 | $     74.89 |  -33.86 |  -0.84 | 29.89% |   0
  1599 |   -2.01% |  20.00% |      5 | $     97.99 |   69.08 |  -0.40 |  2.01% |   0
  1600 |   -9.03% |  58.54% |    726 | $     90.97 |   75.62 |  -0.58 | 15.47% |   0
  1601 |  -12.25% |  20.67% |   2274 | $     87.75 |  -20.93 |  -0.32 | 38.23% |   0
  1602 |   -6.98% |  42.86% |      7 | $     93.02 |   -6.91 |  -1.00 |  7.01% |   0
  1603 |   -0.97% |   0.00% |     10 | $     99.03 |    3.55 |  -0.19 |  0.97% |   0
  1604 |  -17.00% |  35.41% |   4355 | $     83.00 |  -24.60 |  -0.63 | 26.93% |   0
  1605 |   -6.60% |  50.00% |      8 | $     93.40 |   20.97 |  -0.97 |  6.80% |   0
  1606 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1607 |   +5.35% |  54.05% |    111 | $    105.35 |    1.06 |   0.24 | 22.72% |   0
  1608 |   -0.74% |  18.18% |     11 | $     99.26 |    2.35 |  -0.14 |  5.35% |   0
  1609 |  +10.95% |  27.50% |     40 | $    110.95 |  -42.78 |   0.10 | 108.45% |   0
  1610 |   +6.64% |  37.50% |     16 | $    106.64 |    9.61 |   0.56 | 11.86% |   0
  1611 |   +1.39% |  63.64% |     11 | $    101.39 | 9997.62 |   0.28 |  2.98% |   0
  1612 |  -10.07% |  60.70% |    229 | $     89.93 |  -60.91 |  -0.09 | 116.05% |   0
  1613 |   -5.07% |  10.38% |   3065 | $     94.93 |  156.28 |  -0.82 |  6.20% |   0
  1614 |   +4.42% |  80.00% |      5 | $    104.42 | 10003.05 |   0.88 |  4.75% |   0
  1615 |   -2.14% |  37.41% |    572 | $     97.86 |  217.78 |  -0.43 |  3.82% |   0
  1616 |   -1.44% |  44.44% |      9 | $     98.56 |   23.79 |  -0.29 |  4.39% |   0
  1617 |   +1.84% |  32.87% |    143 | $    101.84 |   46.70 |   0.21 |  8.73% |   0
  1618 |   -4.51% |  30.86% |    687 | $     95.49 |    3.96 |  -0.28 | 16.23% |   0
  1619 |  -90.07% |  17.25% |   4795 | $      9.93 | -171.34 |  -0.56 | 160.11% |   0
  1620 |   -0.46% |  14.29% |      7 | $     99.54 | 9986.93 |  -0.09 |  0.93% |   0
  1621 | -100.00% |  58.29% |   2949 | $      0.00 | -154.54 |  -0.81 | 122.82% |   0
  1622 |   -2.12% |  32.66% |   1329 | $     97.88 |  324.62 |  -0.32 |  6.69% |   0
  1623 |   -8.26% |  16.70% |   1742 | $     91.74 |  317.08 |  -0.29 | 28.73% |   0
  1624 | -100.00% |  20.63% |   3747 | $      0.00 | -193.86 |  -0.53 | 187.85% |   0
  1625 |   +4.68% |  42.31% |     26 | $    104.68 |   27.11 |   0.77 |  6.06% |   0
  1626 |  -90.08% |  20.91% |   5639 | $      9.92 | -147.66 |  -0.64 | 140.53% |   0
  1627 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1628 |   +1.71% |  60.74% |    135 | $    101.71 |    6.99 |   0.20 |  8.74% |   0
  1629 |   -0.35% |  58.58% |    804 | $     99.65 |    2.46 |  -0.03 | 11.94% |   0
  1630 |   +4.98% |  51.72% |     29 | $    104.98 |   28.58 |   0.26 | 19.15% |   0
  1631 |  -53.65% |  28.41% |  14860 | $     46.35 |  -81.09 |  -0.89 | 60.18% |   0
  1632 |  -67.00% |  23.28% |   8616 | $     33.00 | -102.46 |  -0.94 | 71.58% |   0
  1633 |   +3.71% | 100.00% |      2 | $    103.71 | 10008.69 |   0.74 |  0.04% |   0
  1634 |  -90.07% |  21.24% |   6376 | $      9.93 | 9854.10 |  -1.00 | 90.16% |   0
  1635 |   -1.77% |   0.00% |     15 | $     98.23 |    2.33 |  -0.35 |  1.79% |   0
  1636 |  -90.07% |  18.29% |   5521 | $      9.93 | 9853.56 |  -1.00 | 90.07% |   0
  1637 |  -15.32% |  18.28% |   8325 | $     84.68 |    3.87 |  -0.93 | 16.50% |   0
  1638 |  -21.22% |  26.13% |   1351 | $     78.78 | -101.01 |  -0.11 | 200.14% |   0
  1639 |   -5.99% |  14.29% |      7 | $     94.01 | 9978.87 |  -1.00 |  5.99% |   0
  1640 |  -90.07% |  17.78% |   4545 | $      9.93 | -101.37 |  -0.56 | 160.11% |   0
  1641 |   -8.73% |  30.02% |   2222 | $     91.27 |  -11.72 |  -0.34 | 25.55% |   0
  1642 |  -10.85% |  23.25% |   3209 | $     89.15 |   10.83 |  -0.38 | 28.64% |   0
  1643 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1644 |  -26.68% |  35.02% |   4255 | $     73.32 |  -44.71 |  -0.64 | 41.47% |   0
  1645 |  -14.13% |  31.94% |   2060 | $     85.87 |  -20.55 |  -0.64 | 22.23% |   0
  1646 |  -90.09% |  28.64% |   9067 | $      9.91 | 9855.51 |  -1.00 | 90.26% |   0
  1647 |  -80.08% |  22.02% |   4772 | $     19.92 |  -93.61 |  -0.89 | 90.16% |   0
  1648 |  -86.37% |  23.87% |   4248 | $     13.63 |  -92.55 |  -0.70 | 123.78% |   0
  1649 |  -18.51% |  27.15% |   2670 | $     81.49 |  -35.50 |  -0.39 | 47.89% |   0
  1650 |   -0.19% |  56.16% |     73 | $     99.81 |   -5.38 |  -0.01 | 28.88% |   0
  1651 |   -3.64% |  16.67% |      6 | $     96.36 |   25.80 |  -0.73 |  3.65% |   0
  1652 |  -10.46% |  54.84% |    124 | $     89.54 |    4.84 |  -0.50 | 21.03% |   0
  1653 |  -90.01% |  20.01% |  16960 | $      9.99 | -136.04 |  -1.00 | 90.05% |   0
  1654 |  -90.01% |  21.25% |   8091 | $      9.99 |  -94.19 |  -1.00 | 90.07% |   0
  1655 |   -1.54% |  28.57% |      7 | $     98.46 |   30.18 |  -0.17 |  8.88% |   0
  1656 |  -90.17% |  25.00% |     16 | $      9.83 | -135.42 |  -1.00 | 90.50% |   0
  1657 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1658 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  1659 |   -7.45% |  56.35% |    937 | $     92.55 |  -13.41 |  -0.24 | 31.56% |   0
  1660 |   +1.84% |  46.67% |     30 | $    101.84 | 9976.15 |   0.05 | 40.06% |   0
  1661 |   -2.51% |  20.54% |   1212 | $     97.49 |  -15.86 |  -0.08 | 33.34% |   0
  1662 |  -26.72% |  24.64% |   4801 | $     73.28 |  -36.45 |  -0.76 | 35.01% |   0
  1663 |   +6.06% |  38.46% |     13 | $    106.06 |   68.80 |   1.21 |  3.33% |   0
  1664 |  -14.06% |  25.83% |   1510 | $     85.94 |  -42.09 |  -0.16 | 90.33% |   0
  1665 |  -36.83% |  20.29% |   5997 | $     63.17 |  -46.54 |  -0.53 | 69.84% |   0
  1666 |  -92.33% |  16.26% |   6926 | $      7.67 | -162.44 |  -0.67 | 138.06% |   0
  1667 |   +5.71% |  52.38% |     21 | $    105.71 |   42.68 |   0.94 |  6.06% |   0
  1668 |  -16.37% |  21.34% |   2727 | $     83.63 |    3.95 |  -0.31 | 53.26% |   0
  1669 |  -53.74% |  20.95% |   3981 | $     46.26 |  -95.98 |  -0.54 | 100.07% |   0
  1670 |  -51.50% |  33.84% |   6454 | $     48.50 |  -81.40 |  -0.81 | 63.34% |   0
  1671 |  -90.05% |  18.03% |   7387 | $      9.95 | 9853.48 |  -1.00 | 90.16% |   0
  1672 | -100.00% |  29.58% |   2130 | $      0.00 | -149.45 |  -0.93 | 107.25% |   0
  1673 |  -19.16% |  15.33% |  10487 | $     80.84 |  -22.65 |  -0.88 | 21.71% |   0
  1674 |  +15.76% |  28.06% |   1012 | $    115.76 |    0.47 |   0.37 | 42.95% |   0
  1675 |   -0.82% |  46.15% |     13 | $     99.18 |   10.57 |  -0.16 |  1.42% |   0
  1676 |  -90.01% |  27.10% |   8520 | $      9.99 | -134.71 |  -1.00 | 90.24% |   0
  1677 |   +7.86% |  51.16% |     43 | $    107.86 |  -19.96 |   0.09 | 83.50% |   0
  1678 |  -12.98% |  17.77% |   2724 | $     87.02 |   12.70 |  -0.67 | 19.49% |   0
  1679 |   -1.54% |  50.00% |      6 | $     98.46 |    3.72 |  -0.31 |  1.28% |   0
  1680 |   +4.36% |  10.00% |     30 | $    104.36 | 9989.15 |   0.87 |  4.41% |   0
  1681 |   -0.78% |  24.74% |   2037 | $     99.22 |    5.67 |  -0.14 |  5.66% |   0
