Generation 0 - Individual Bot Performance
==================================================
Format: BotID | Profit% | WinRate | Trades | FinalBalance | Fitness | Sharpe | MaxDD | SurvivedGens
  5940 |   +0.00% |  33.33% |      3 | $    100.00 |   20.32 |   0.00 |  0.01% |   0
  5941 |  -84.63% |  32.24% |    794 | $     15.37 | -120.83 |  -0.96 | 88.26% |   0
  5942 |   +5.63% |  32.25% |   1656 | $    105.63 |   -0.81 |   0.33 | 17.10% |   0
  5943 |   -9.17% |  17.33% |   5678 | $     90.83 |    3.75 |  -0.79 | 11.62% |   0
  5944 |  -73.58% |  21.37% |   6425 | $     26.42 |   40.81 |  -0.82 | 90.03% |   0
  5945 |   -1.59% |   0.00% |      3 | $     98.41 |    2.62 |  -0.32 |  1.59% |   0
  5946 |  -93.01% |  23.98% |   5526 | $      6.99 | -114.16 |  -0.87 | 107.41% |   0
  5947 |   -5.63% |  50.38% |    266 | $     94.37 |  609.91 |  -0.41 | 13.61% |   0
  5948 |   -0.50% |  51.02% |    343 | $     99.50 |    1.75 |  -0.06 |  7.98% |   0
  5949 |  -19.67% |  13.06% |   4274 | $     80.33 |   17.82 |  -0.44 | 44.77% |   0
  5950 |   -0.45% |   0.00% |      1 | $     99.55 |    4.32 |  -0.09 |  0.45% |   0
  5951 |  -10.86% |  25.13% |   3923 | $     89.14 |   -8.93 |  -0.72 | 15.19% |   0
  5952 |   +3.42% |  52.38% |     21 | $    103.42 |   50.80 |   0.68 |  3.30% |   0
  5953 |   -0.89% |  29.41% |     17 | $     99.11 | 9984.92 |  -0.09 | 10.15% |   0
  5954 |   -3.97% |  18.97% |   3105 | $     96.03 |   22.58 |  -0.56 |  7.08% |   0
  5955 |   +0.69% |  76.92% |     13 | $    100.69 | 10000.61 |   0.14 |  0.94% |   0
  5956 |  -83.15% |  31.84% |   5603 | $     16.85 | -124.47 |  -0.97 | 85.36% |   0
  5957 |  -17.08% |  22.66% |   1655 | $     82.92 |  -44.69 |  -0.21 | 82.29% |   0
  5958 |  -55.65% |  27.63% |   3703 | $     44.35 | -128.75 |  -0.28 | 200.14% |   0
  5959 |   +7.56% |  42.86% |      7 | $    107.56 | 9996.57 |   0.83 |  9.14% |   0
  5960 |  +15.49% |  55.33% |    338 | $    115.49 |   69.45 |   0.22 | 70.29% |   0
  5961 |   -3.76% |  30.77% |     13 | $     96.24 |   20.51 |  -0.46 |  8.24% |   0
  5962 |  -27.62% |  21.46% |   4041 | $     72.38 |  -24.09 |  -0.47 | 58.43% |   0
  5963 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  5964 |   -0.85% |  28.57% |     14 | $     99.15 |   -0.60 |  -0.17 |  0.94% |   0
  5965 |   -1.07% |  25.07% |    714 | $     98.93 |  142.39 |  -0.21 |  2.35% |   0
  5966 |   +0.00% |  66.67% |      3 | $    100.00 | 9964.56 |   0.00 | 67.55% |   0
  5967 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  5968 |   -5.72% |  37.97% |     79 | $     94.28 |  197.08 |  -0.43 | 13.27% |   0
  5969 |  -90.11% |  22.35% |   8251 | $      9.89 | 9854.29 |  -1.00 | 90.13% |   0
  5970 | -100.00% |  35.64% |   2194 | $      0.00 | -156.58 |  -0.80 | 125.14% |   0
  5971 |  -10.08% |  22.74% |   8391 | $     89.92 |    8.54 |  -0.77 | 13.12% |   0
  5972 |  -93.85% |  16.70% |   6492 | $      6.15 | -132.62 |  -1.04 | 90.07% |   0
  5973 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  5974 |   -5.19% |  33.33% |      3 | $     94.81 |   25.85 |  -1.00 |  5.19% |   0
  5975 |  -90.02% |  17.68% |  12955 | $      9.98 | -133.44 |  -1.00 | 90.12% |   0
  5976 |   -5.56% |  50.00% |     10 | $     94.44 |   63.76 |  -0.65 |  8.60% |   0
  5977 |   -6.10% |  25.00% |      8 | $     93.90 |   18.08 |  -0.50 | 12.22% |   0
  5978 |  -90.07% |  22.17% |  12394 | $      9.93 | -135.68 |  -1.00 | 90.09% |   0
  5979 |   +2.46% |  69.23% |     13 | $    102.46 |    8.85 |   0.49 |  4.92% |   0
  5980 |  -35.26% |  20.69% |  29162 | $     64.74 |  -61.93 |  -0.68 | 51.86% |   0
  5981 |   -2.59% |  18.22% |   1427 | $     97.41 |  478.04 |  -0.04 | 69.11% |   0
  5982 |  -66.11% |  36.87% |    651 | $     33.89 |  -64.84 |  -0.87 | 76.05% |   0
  5983 |   +0.87% |  42.86% |      7 | $    100.87 |    0.85 |   0.12 |  7.19% |   0
  5984 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  5985 |   +0.00% |   0.00% |      1 | $    100.00 |    2.34 |   0.00 |  5.33% |   0
  5986 |   +0.00% |  33.33% |      3 | $    100.00 |    9.14 |   0.00 |  5.06% |   0
  5987 |  -16.52% |  24.30% |   5510 | $     83.48 |  -24.00 |  -0.52 | 31.89% |   0
  5988 |  -33.23% |  14.71% |   5050 | $     66.77 |  -89.63 |  -0.28 | 116.89% |   0
  5989 |   +0.00% |  25.00% |      4 | $    100.00 | 9989.85 |   0.00 |  0.30% |   0
  5990 |  -30.93% |  25.87% |   5376 | $     69.07 |  -48.71 |  -0.62 | 49.87% |   0
  5991 | -100.00% |  52.63% |    475 | $      0.00 |   50.60 |  -0.98 | 102.31% |   0
  5992 | -100.00% |  27.49% |   3110 | $      0.00 | -133.29 |  -0.60 | 165.78% |   0
  5993 |   -0.92% |  29.32% |   1859 | $     99.08 |  -32.42 |  -0.01 | 88.30% |   0
  5994 |  -70.18% |  21.25% |   4334 | $     29.82 |  -86.94 |  -0.78 | 90.19% |   0
  5995 |  -85.98% |  18.25% |   5086 | $     14.02 | -125.34 |  -0.95 | 90.59% |   0
  5996 |  -54.47% |  24.72% |  29961 | $     45.53 |  -83.48 |  -0.94 | 58.25% |   0
  5997 |  -63.80% |  18.18% |  11336 | $     36.20 |  -94.09 |  -0.88 | 72.65% |   0
  5998 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  5999 |   +0.00% |  50.00% |      2 | $    100.00 |   36.88 |   0.00 |  0.01% |   0
  6000 |   +0.00% |  66.67% |      3 | $    100.00 | 9953.30 |   0.00 | 90.06% |   0
  6001 |   -4.92% |  59.07% |   3587 | $     95.08 |   -1.68 |  -0.66 |  7.44% |   0
  6002 |   -2.38% |  25.00% |      4 | $     97.62 | 9986.43 |  -0.48 |  2.38% |   0
  6003 |  -51.39% |  21.19% |   2926 | $     48.61 |  -56.22 |  -0.37 | 140.10% |   0
  6004 |  -46.44% |  27.43% |   5505 | $     53.56 |  -64.78 |  -0.91 | 51.20% |   0
  6005 |  -10.13% |  21.43% |   4806 | $     89.87 |   -2.69 |  -0.93 | 10.92% |   0
  6006 |   -5.64% |  53.33% |     30 | $     94.36 |   -5.23 |  -0.34 | 16.75% |   0
  6007 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  6008 |  -10.49% |  25.12% |   1238 | $     89.51 |  -18.42 |  -0.29 | 36.58% |   0
  6009 |   +0.00% |  66.67% |      3 | $    100.00 | 9953.30 |   0.00 | 90.06% |   0
  6010 |  -19.75% |  24.04% |   2637 | $     80.25 |  -38.03 |  -0.39 | 51.28% |   0
  6011 |   -4.20% |  30.36% |   1456 | $     95.80 |   -5.64 |  -0.46 |  9.09% |   0
  6012 |   -9.96% |  46.97% |     66 | $     90.04 |   -0.33 |  -0.63 | 15.74% |   0
  6013 | -100.00% |  24.14% |   3728 | $      0.00 | -148.20 |  -0.89 | 112.60% |   0
  6014 |  -91.34% |  16.96% |   7614 | $      8.66 | 9851.39 |  -1.00 | 91.34% |   0
  6015 |   +1.65% |  62.50% |      8 | $    101.65 |   20.98 |   0.33 |  3.39% |   0
  6016 |  -38.86% |  25.54% |  21821 | $     61.14 |  -58.65 |  -0.95 | 41.08% |   0
  6017 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  6018 |   +0.00% |  66.67% |      3 | $    100.00 | 9948.30 |   0.00 | 100.07% |   0
  6019 |  -13.69% |  18.54% |   1985 | $     86.31 |  -28.22 |  -0.40 | 34.14% |   0
  6020 |   +7.00% |  52.94% |     17 | $    107.00 |  115.13 |   0.78 |  9.01% |   0
  6021 |   -5.37% |  58.96% |    575 | $     94.63 |    7.42 |  -0.69 |  7.82% |   0
  6022 |  -37.24% |  21.19% |   2199 | $     62.76 |  -69.44 |  -0.37 | 100.07% |   0
  6023 |   -1.66% |  32.02% |   1852 | $     98.34 |   -4.13 |  -0.21 |  7.91% |   0
  6024 |   -2.04% |   0.00% |      3 | $     97.96 |    1.94 |  -0.41 |  2.04% |   0
  6025 |   -0.98% |  25.00% |      4 | $     99.02 |    7.56 |  -0.20 |  2.93% |   0
  6026 |   -5.86% |  18.44% |   2662 | $     94.14 |    7.38 |  -0.23 | 25.42% |   0
  6027 |  -13.41% |  28.79% |   1723 | $     86.59 |  -11.08 |  -0.87 | 15.40% |   0
  6028 |   +7.25% |  46.67% |     30 | $    107.25 |  163.60 |   0.66 | 11.02% |   0
  6029 |  -93.41% |  24.47% |   5288 | $      6.59 | -138.57 |  -1.04 | 90.12% |   0
  6030 |  -16.21% |  31.94% |   2323 | $     83.79 |  -19.43 |  -0.63 | 25.75% |   0
  6031 |  -90.19% |  18.80% |   4852 | $      9.81 | -136.17 |  -1.00 | 90.27% |   0
  6032 |   -6.90% |  48.57% |     35 | $     93.10 |  108.75 |  -0.14 | 50.26% |   0
  6033 |  -68.78% |  59.32% |     59 | $     31.22 |  -93.28 |  -0.93 | 73.77% |   0
  6034 |   -3.08% |   0.00% |      3 | $     96.92 |   -9.62 |  -0.62 |  3.08% |   0
  6035 |  -11.94% |  40.62% |   1098 | $     88.06 |  -13.26 |  -0.79 | 15.02% |   0
  6036 |  -21.98% |  17.75% |   2890 | $     78.02 |  -12.04 |  -0.29 | 75.16% |   0
  6037 |  -16.02% |  26.49% |   1899 | $     83.98 |  -14.56 |  -0.90 | 17.74% |   0
  6038 |   -4.24% |  59.32% |    526 | $     95.76 |    8.40 |  -0.51 |  8.31% |   0
  6039 |  +26.40% |  32.80% |    189 | $    126.40 |  900.99 |   0.79 | 33.61% |   0
  6040 |   +3.57% |  22.22% |     18 | $    103.57 | 9990.97 |   0.71 |  4.09% |   0
  6041 |   -0.70% |   5.26% |     19 | $     99.30 |    4.45 |  -0.14 |  1.81% |   0
  6042 |  -13.16% |  22.51% |   4123 | $     86.84 |  -14.23 |  -0.82 | 16.04% |   0
  6043 |   -7.68% |  16.67% |      6 | $     92.32 |  -59.38 |  -0.08 | 100.07% |   0
  6044 |   -2.34% |  16.67% |      6 | $     97.66 |   -6.45 |  -0.47 |  4.89% |   0
  6045 |   -3.39% |  21.05% |     19 | $     96.61 |   11.73 |  -0.47 |  7.15% |   0
  6046 |  -28.05% |  26.83% |   3477 | $     71.95 |  -40.39 |  -0.96 | 29.33% |   0
  6047 |   -9.09% |  59.07% |    518 | $     90.91 |   -5.03 |  -0.68 | 13.39% |   0
  6048 | -100.00% |  57.96% |   1772 | $      0.00 | -162.16 |  -0.73 | 137.51% |   0
  6049 |   +0.00% |  66.67% |      3 | $    100.00 | 9953.30 |   0.00 | 90.06% |   0
  6050 |  -46.25% |  27.38% |  12574 | $     53.75 |  -64.66 |  -0.94 | 49.33% |   0
  6051 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  6052 |   -0.57% |  42.86% |      7 | $     99.43 |    2.57 |  -0.11 |  0.86% |   0
  6053 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  6054 |  -90.10% |  22.84% |   4296 | $      9.90 | 9849.43 |  -0.90 | 100.07% |   0
  6055 |  -22.79% |  27.30% |  14307 | $     77.21 |  -29.76 |  -0.89 | 25.47% |   0
  6056 |   +2.78% |  20.24% |   1265 | $    102.78 |   -4.52 |   0.14 | 19.54% |   0
  6057 |   -4.56% |   0.00% |      6 | $     95.44 |  -11.84 |  -0.91 |  4.56% |   0
  6058 | -100.00% |  19.45% |   4056 | $      0.00 | -185.64 |  -0.58 | 171.88% |   0
  6059 |  -48.28% |  19.00% |   3826 | $     51.72 |  -68.84 |  -0.48 | 100.07% |   0
  6060 |   +1.89% |  25.57% |    884 | $    101.89 |    2.26 |   0.37 |  5.09% |   0
  6061 |   -3.33% |  25.00% |      4 | $     96.67 |   -5.42 |  -0.67 |  4.17% |   0
  6062 |  -90.03% |  15.47% |   8074 | $      9.97 | -137.00 |  -1.00 | 90.11% |   0
  6063 |   -0.30% |  30.00% |     10 | $     99.70 |   31.71 |  -0.03 |  9.42% |   0
  6064 |  -50.89% |  20.67% |   4204 | $     49.11 |  -76.07 |  -0.57 | 89.97% |   0
  6065 |  -25.32% |  29.52% |   2327 | $     74.68 |  -59.25 |  -0.28 | 89.80% |   0
  6066 |   -2.56% |  33.33% |      6 | $     97.44 | 9944.07 |  -0.03 | 90.06% |   0
  6067 |  -20.95% |  20.85% |   1434 | $     79.05 |  -86.60 |  -0.13 | 160.11% |   0
  6068 |  -90.15% |  22.24% |   4560 | $      9.85 | -150.98 |  -0.56 | 160.11% |   0
  6069 |   +0.00% |  50.00% |      2 | $    100.00 |   37.41 |   0.00 |  0.05% |   0
  6070 |  -14.67% |  26.43% |   1691 | $     85.33 |  -21.74 |  -0.62 | 23.56% |   0
  6071 |  -21.77% |  22.61% |   2601 | $     78.23 |  -53.31 |  -0.24 | 90.10% |   0
  6072 |   -1.61% |  40.00% |      5 | $     98.39 |   25.98 |  -0.30 |  5.35% |   0
  6073 |  -16.49% |  24.96% |   3229 | $     83.51 |  -20.57 |  -0.98 | 16.78% |   0
  6074 | -100.00% |  29.33% |   1988 | $      0.00 | -145.12 |  -0.96 | 103.77% |   0
  6075 |  -56.19% |  32.17% |   5418 | $     43.81 |  -87.93 |  -0.85 | 66.34% |   0
  6076 |  -11.98% |   0.00% |     17 | $     88.02 |  -22.98 |  -1.00 | 11.98% |   0
  6077 |  -12.33% |  30.93% |    886 | $     87.67 |  -18.50 |  -0.26 | 47.29% |   0
  6078 |  -58.51% |  23.91% |   4827 | $     41.49 |  -85.81 |  -0.79 | 74.49% |   0
  6079 | -100.00% |  54.73% |    148 | $      0.00 | -164.92 |  -0.62 | 161.44% |   0
  6080 | -100.00% |  26.78% |   4261 | $      0.00 | -188.93 |  -0.56 | 179.25% |   0
  6081 |   -6.67% |  25.28% |   3184 | $     93.33 |   -1.25 |  -0.98 |  6.80% |   0
  6082 |   +0.00% |   0.00% |    465 | $    100.00 |   -7.00 |   0.00 |  4.00% |   0
  6083 |  -86.90% |  60.48% |   3112 | $     13.10 | -123.83 |  -0.98 | 88.35% |   0
  6084 |   +0.70% |  60.00% |     10 | $    100.70 | 9997.53 |   0.14 |  0.35% |   0
  6085 |   -3.26% |  70.00% |     30 | $     96.74 |   -4.30 |  -0.16 | 20.09% |   0
  6086 |   +6.80% |  20.26% |    380 | $    106.80 | 1107.81 |   0.70 |  9.70% |   0
  6087 |   +0.00% |  66.67% |      3 | $    100.00 | 9958.31 |   0.00 | 80.06% |   0
  6088 |   +0.00% |  75.00% |      8 | $    100.00 | 9997.17 |   0.00 |  5.67% |   0
  6089 | -100.00% |  32.16% |   1141 | $      0.00 |   -1.18 |  -0.68 | 147.72% |   0
  6090 |  -48.00% |  27.53% |   6323 | $     52.00 |  -76.32 |  -0.75 | 64.13% |   0
  6091 |   -1.92% |  41.48% |   1996 | $     98.08 |    4.12 |  -0.33 |  5.88% |   0
  6092 |   -4.61% |  16.67% |      6 | $     95.39 |   24.33 |  -0.92 |  4.62% |   0
  6093 |  -62.31% |  17.27% |   3469 | $     37.69 |  -97.92 |  -0.62 | 100.07% |   0
  6094 |  -52.85% |  25.93% |   2680 | $     47.15 |  -69.22 |  -0.97 | 54.38% |   0
  6095 |   +3.20% |  42.16% |   1295 | $    103.20 |  -86.56 |   0.02 | 186.87% |   0
  6096 |  -17.79% |  19.02% |   5867 | $     82.21 |  -28.98 |  -0.51 | 34.91% |   0
  6097 |   +5.80% |  55.56% |      9 | $    105.80 |  145.58 |   1.16 |  3.49% |   0
  6098 |   -0.51% |  24.57% |   1445 | $     99.49 |    3.60 |  -0.02 | 24.59% |   0
  6099 |   +2.30% |  67.31% |     52 | $    102.30 |   -0.92 |   0.09 | 25.93% |   0
  6100 |   -0.86% |   9.09% |     11 | $     99.14 |   -4.94 |  -0.17 |  1.79% |   0
  6101 |  -18.82% |  18.60% |   9762 | $     81.18 |  -22.64 |  -0.91 | 20.78% |   0
  6102 |   +1.22% |  75.00% |      4 | $    101.22 |   20.59 |   0.24 |  1.25% |   0
  6103 |  -43.40% |  15.02% |  13481 | $     56.60 | -101.10 |  -0.39 | 111.42% |   0
  6104 |   -1.44% |  30.00% |     10 | $     98.56 |    6.86 |  -0.27 |  5.41% |   0
  6105 |  -28.79% |  38.33% |   3269 | $     71.21 |  -43.08 |  -0.64 | 45.27% |   0
  6106 |   -8.28% |  26.92% |     26 | $     91.72 | 9975.12 |  -0.59 | 13.96% |   0
  6107 |   +0.06% |  14.29% |      7 | $    100.06 |   -1.97 |   0.01 |  0.34% |   0
  6108 |  -90.15% |  18.99% |   6560 | $      9.85 | -136.43 |  -1.00 | 90.15% |   0
  6109 |  -79.58% |  25.54% |  21818 | $     20.42 | -119.99 |  -0.97 | 82.32% |   0
  6110 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  6111 |   -6.91% |  37.27% |    499 | $     93.09 |   16.53 |  -0.28 | 24.77% |   0
  6112 |   +7.65% |  46.15% |     26 | $    107.65 |   26.21 |   1.08 |  7.09% |   0
  6113 |   +2.50% |  19.91% |   1125 | $    102.50 |   87.27 |   0.02 | 160.11% |   0
  6114 |  -87.32% |  22.06% |   4922 | $     12.68 | -123.67 |  -0.97 | 90.16% |   0
  6115 |  -10.57% |  25.43% |   2340 | $     89.43 |  -16.95 |  -0.40 | 26.45% |   0
  6116 |  -67.12% |  19.48% |   4395 | $     32.88 |  -93.62 |  -0.91 | 74.15% |   0
  6117 | -100.00% |  20.63% |   4173 | $      0.00 | 9797.62 |  -0.55 | 183.02% |   0
  6118 | -100.00% |  27.17% |   3758 | $      0.00 | -161.81 |  -0.71 | 141.02% |   0
  6119 |   +0.17% |  70.59% |     17 | $    100.17 | 9989.26 |   0.01 | 20.06% |   0
  6120 | -100.00% |  38.21% |    123 | $      0.00 |  -47.98 |  -0.95 | 105.66% |   0
  6121 | -100.00% |  57.96% |   1765 | $      0.00 | -163.26 |  -0.72 | 139.71% |   0
  6122 |  -21.49% |  42.04% |    823 | $     78.51 |  -23.99 |  -0.72 | 30.00% |   0
  6123 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  6124 |   -7.72% |   6.06% |     33 | $     92.28 | 9974.64 |  -1.00 |  7.72% |   0
  6125 |   -1.85% |   0.00% |     17 | $     98.15 |    2.22 |  -0.37 |  1.85% |   0
  6126 |  -55.73% |  17.46% |   5557 | $     44.27 |  -99.63 |  -0.62 | 90.00% |   0
  6127 |  -85.41% |  17.07% |   4757 | $     14.59 | -120.33 |  -0.95 | 90.15% |   0
  6128 |   +5.33% |  22.52% |    808 | $    105.33 |   -4.53 |   0.21 | 25.95% |   0
  6129 |   -4.19% |  24.14% |     29 | $     95.81 | 9980.61 |  -0.42 | 10.05% |   0
  6130 |   +0.00% |   0.00% |      2 | $    100.00 |   -5.03 |   0.00 |  0.07% |   0
  6131 |  -10.97% |  16.54% |   2708 | $     89.03 |  -26.00 |  -0.27 | 40.72% |   0
  6132 |  -92.77% |  19.46% |   9102 | $      7.23 | -134.26 |  -0.99 | 94.00% |   0
  6133 |   +0.00% |   0.00% |      4 | $    100.00 |    4.80 |   0.00 |  0.40% |   0
  6134 |  -10.92% |  25.19% |   5701 | $     89.08 |  -15.48 |  -0.80 | 13.71% |   0
  6135 |  -90.08% |  25.58% |   5801 | $      9.92 | -125.21 |  -1.00 | 90.49% |   0
  6136 |   -2.15% |  21.73% |   1003 | $     97.85 |  161.63 |  -0.05 | 42.24% |   0
  6137 |  -90.34% |  15.42% |   7204 | $      9.66 |  -84.79 |  -1.00 | 90.34% |   0
  6138 |   +4.35% |  85.71% |      7 | $    104.35 | 10004.86 |   0.87 |  3.26% |   0
  6139 |   -7.68% |  50.00% |      6 | $     92.32 |    7.70 |  -1.54 |  0.07% |   0
  6140 |  -90.03% |  25.48% |  20562 | $      9.97 | -134.94 |  -1.00 | 90.03% |   0
  6141 |  -90.10% |  15.48% |   7546 | $      9.90 | -136.12 |  -1.00 | 90.23% |   0
  6142 |   -6.46% |  65.91% |    176 | $     93.54 |   -2.29 |  -0.67 |  9.68% |   0
  6143 |   -4.13% |  25.10% |   1932 | $     95.87 |   -2.95 |  -0.32 | 12.88% |   0
  6144 | -100.00% |  60.25% |   2493 | $      0.00 | -153.83 |  -0.82 | 122.18% |   0
  6145 |  -39.55% |  13.24% |   9307 | $     60.45 |  -77.81 |  -0.49 | 80.99% |   0
  6146 |  -44.18% |  33.38% |   5162 | $     55.82 |  -66.70 |  -0.91 | 48.39% |   0
  6147 |   -3.36% |  30.28% |   2269 | $     96.64 |   10.76 |  -0.67 |  4.93% |   0
  6148 |  -83.90% |  30.45% |   1767 | $     16.10 |   90.75 |  -0.88 | 95.85% |   0
  6149 |   -4.26% |  33.33% |      3 | $     95.74 |   29.55 |  -0.85 |  4.26% |   0
  6150 |  -86.61% |  25.80% |  15114 | $     13.39 | -127.29 |  -0.96 | 90.09% |   0
  6151 |  -35.27% |  22.80% |  19980 | $     64.73 |  -61.52 |  -0.68 | 51.63% |   0
  6152 |   -5.96% |  64.15% |    106 | $     94.04 |    1.48 |  -0.48 | 12.52% |   0
  6153 |   -0.50% |  12.50% |      8 | $     99.50 |   28.25 |  -0.10 |  1.01% |   0
  6154 |  -43.71% |  15.67% |   6611 | $     56.29 |  -84.96 |  -0.51 | 85.16% |   0
  6155 |  +14.78% |  44.00% |     25 | $    114.78 |   34.32 |   1.18 | 12.51% |   0
  6156 |  -90.25% |  17.68% |   4705 | $      9.75 | -136.45 |  -1.00 | 90.52% |   0
  6157 |  -89.54% |  13.24% |   3815 | $     10.46 | -191.21 |  -0.45 | 200.14% |   0
  6158 |  -38.12% |  17.25% |   3663 | $     61.88 |  -80.80 |  -0.42 | 90.00% |   0
  6159 |   -2.14% |  29.46% |   1395 | $     97.86 |   44.29 |  -0.23 |  9.45% |   0
  6160 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  6161 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  6162 |  -27.24% |  15.92% |   7906 | $     72.76 |   -8.81 |  -0.74 | 36.92% |   0
  6163 |  -23.25% |  18.78% |   2747 | $     76.75 |  -42.92 |  -0.30 | 76.46% |   0
  6164 |   -1.86% |  40.00% |      5 | $     98.14 | 9990.21 |  -0.37 |  1.86% |   0
  6165 |   -0.76% |   6.25% |     16 | $     99.24 | 9985.09 |  -0.15 |  0.79% |   0
  6166 |  -59.66% |  34.33% |   4702 | $     40.34 |  -86.99 |  -0.95 | 62.64% |   0
  6167 |  +15.97% |  47.37% |     19 | $    115.97 |   40.29 |   1.39 | 11.53% |   0
  6168 |   -8.17% |  20.00% |     15 | $     91.83 |   -4.60 |  -0.75 | 10.87% |   0
  6169 | -100.00% |  37.57% |    559 | $      0.00 | -145.36 |  -0.93 | 107.23% |   0
  6170 |   +0.28% |  65.00% |     20 | $    100.28 | 9994.30 |   0.04 |  7.97% |   0
  6171 |  -23.35% |  39.16% |    383 | $     76.65 |  -21.58 |  -0.73 | 31.91% |   0
  6172 |  -33.96% |  32.55% |   7579 | $     66.04 |  -50.39 |  -0.81 | 41.72% |   0
  6173 |   -3.57% |  14.29% |      7 | $     96.43 |  183.87 |  -0.71 |  3.57% |   0
  6174 |  -26.16% |  23.72% |   4908 | $     73.84 |  -32.73 |  -0.57 | 45.71% |   0
  6175 |   +0.97% |  23.08% |     13 | $    100.97 | 9989.68 |   0.19 |  1.82% |   0
  6176 |   +3.44% |  54.55% |     11 | $    103.44 |    5.67 |   0.47 |  7.36% |   0
  6177 |  -16.07% |  30.11% |   2036 | $     83.93 |  -56.63 |  -0.17 | 94.10% |   0
  6178 |   -2.40% |  41.18% |     17 | $     97.60 |   17.56 |  -0.25 |  9.59% |   0
  6179 |  -12.88% |  29.93% |   7321 | $     87.12 |  -14.43 |  -0.89 | 14.41% |   0
  6180 |  -30.53% |  22.91% |   4679 | $     69.47 |  -63.04 |  -0.39 | 78.16% |   0
  6181 |  -16.54% |  25.62% |   2705 | $     83.46 |  -44.15 |  -0.23 | 71.33% |   0
  6182 |  -34.55% |  29.72% |  13812 | $     65.45 |  -53.07 |  -0.88 | 39.13% |   0
  6183 |   -0.08% |  33.33% |      9 | $     99.92 | 9988.29 |  -0.01 |  6.60% |   0
  6184 |   +0.76% |  29.70% |   1643 | $    100.76 |   -0.19 |   0.03 | 30.20% |   0
  6185 |   -8.71% |  58.66% |   2240 | $     91.29 |  -10.92 |  -0.49 | 17.87% |   0
  6186 |   +0.30% |  78.57% |     14 | $    100.30 | 10000.67 |   0.06 |  0.69% |   0
  6187 |   -3.49% |  22.22% |      9 | $     96.51 |   -2.12 |  -0.70 |  4.76% |   0
  6188 |   -2.92% |  42.86% |      7 | $     97.08 |    9.17 |  -0.58 |  2.95% |   0
  6189 |   -0.13% |  23.91% |   1029 | $     99.87 |   80.70 |  -0.01 | 14.80% |   0
  6190 |   -0.74% |  18.18% |     11 | $     99.26 |    2.20 |  -0.13 |  5.66% |   0
  6191 |  -24.67% |  60.48% |   3112 | $     75.33 |  -33.70 |  -0.76 | 32.56% |   0
  6192 |   -4.82% |  21.94% |   1600 | $     95.18 |  142.25 |  -0.14 | 33.85% |   0
  6193 |  -93.85% |  16.70% |   6492 | $      6.15 | -132.62 |  -1.04 | 90.07% |   0
  6194 |   -2.69% |  12.96% |     54 | $     97.31 | 9981.33 |  -0.38 |  7.14% |   0
  6195 |   -3.11% |   0.00% |      2 | $     96.89 |    0.33 |  -0.62 |  3.11% |   0
  6196 |  -42.38% |  25.19% |   7395 | $     57.62 |  -50.72 |  -0.75 | 56.87% |   0
  6197 |   -4.39% |  50.00% |      6 | $     95.61 |    2.25 |  -0.54 |  8.19% |   0
  6198 |   -0.21% |  42.86% |      7 | $     99.79 | 9993.16 |  -0.04 |  0.39% |   0
  6199 |   -2.21% |  43.75% |     16 | $     97.79 | 9987.97 |  -0.31 |  7.14% |   0
  6200 |   +2.81% |  59.38% |     32 | $    102.81 | 9995.64 |   0.35 |  8.10% |   0
  6201 |   +0.00% |   0.00% |      2 | $    100.00 |   -5.01 |   0.00 |  0.01% |   0
  6202 |  -16.14% |  31.95% |   2535 | $     83.86 |  -25.30 |  -0.58 | 28.01% |   0
  6203 |  -59.43% |  20.29% |   7843 | $     40.57 |  -94.26 |  -0.87 | 68.49% |   0
  6204 |   -0.68% |  25.00% |      4 | $     99.32 |    8.11 |  -0.14 |  2.43% |   0
  6205 |   +4.04% |  40.00% |     65 | $    104.04 | 3304.18 |   0.62 |  6.56% |   0
  6206 |  -76.14% |  52.14% |    468 | $     23.86 | -104.62 |  -0.85 | 89.95% |   0
  6207 |   -0.16% |  20.00% |      5 | $     99.84 |    8.34 |  -0.03 |  0.98% |   0
  6208 |   +4.84% |  20.36% |   1213 | $    104.84 |  122.17 |   0.05 | 90.06% |   0
