bar,open,high,low,close,volume,gpu,cpu,diff
316,85632.3,85754.7,85625.5,85739.9,3221.0,-53.0078125,-53.0078125,0.0
317,85747.2,85816.0,85691.2,85715.2,4803.0,-49.34375,-49.34375,0.0
318,85722.2,85737.1,85632.0,85659.7,3118.0,-50.3359375,-50.3359375,0.0
319,85661.6,85687.8,85644.3,85668.9,5380.0,-49.8125,-49.8125,0.0
320,85664.7,85768.7,85664.7,85768.7,3704.0,-40.875,-40.875,0.0
321,85775.8,85825.9,85674.0,85674.0,4334.0,-40.9609375,-40.9609375,0.0
322,85661.1,85722.1,85629.1,85722.1,3253.0,-36.71875,-36.71875,0.0
323,85718.0,85751.9,85661.0,85667.1,3712.0,-37.3671875,-37.3671875,0.0
324,85667.1,85696.1,85603.6,85696.1,4164.0,-35.1328125,-35.1328125,0.0
325,85682.4,85804.0,85669.9,85767.0,16307.0,-27.328125,-27.328125,0.0
326,85759.8,85850.0,85747.8,85850.0,3203.0,-14.28125,-14.28125,0.0
327,85854.0,85901.0,85835.9,85835.9,3468.0,-5.015625,-5.015625,0.0
328,85832.3,85889.4,85832.3,85889.4,4198.0,6.5625,6.5625,0.0
329,85890.3,85902.1,85825.9,85852.1,3332.0,12.578125,12.578125,0.0
330,85852.1,85930.9,85852.1,85878.5,3155.0,19.2578125,19.2578125,0.0
331,85874.2,85874.2,85692.2,85700.0,4425.0,10.03125,10.03125,0.0
332,85699.9,85699.9,85474.5,85474.5,8504.0,-15.296875,-15.296875,0.0
333,85473.9,85526.3,85420.3,85486.2,9694.0,-34.03125,-34.03125,0.0
334,85501.5,85604.9,85480.8,85572.9,10546.0,-41.40625,-41.40625,0.0
335,85568.5,85583.0,85450.0,85493.9,6985.0,-53.015625,-53.015625,0.0
336,85489.0,85582.8,85474.2,85555.8,32121.0,-56.5703125,-56.5703125,0.0
337,85555.7,85555.7,85450.0,85476.3,4223.0,-65.046875,-65.046875,0.0
338,85480.4,85523.9,85469.1,85472.7,7586.0,-71.2421875,-71.2421875,0.0
339,85469.1,85523.7,85427.6,85442.0,8565.0,-77.7265625,-77.7265625,0.0
340,85442.0,85567.2,85442.0,85514.8,5399.0,-76.1171875,-76.1171875,0.0
341,85512.3,85561.3,85399.6,85561.3,6553.0,-70.28125,-70.28125,0.0
342,85553.0,85729.4,85524.2,85654.8,5704.0,-57.4453125,-57.4453125,0.0
343,85654.9,85931.1,85654.9,85913.5,16924.0,-26.09375,-26.09375,0.0
344,85914.5,86012.0,85878.8,85878.8,10279.0,-4.0078125,-4.0078125,0.0
345,85883.0,85996.5,85883.0,85948.5,6728.0,18.90625,18.90625,0.0
346,85950.9,85979.7,85879.3,85879.3,3159.0,31.125,31.125,0.0
347,85875.2,85875.2,85723.7,85741.6,6791.0,29.3515625,29.3515625,0.0
348,85745.6,85828.9,85745.6,85783.2,3525.0,30.9453125,30.9453125,0.0
349,85762.6,85807.2,85753.7,85778.3,2848.0,31.453125,31.453125,0.0
350,85768.1,85816.5,85768.1,85816.5,4345.0,34.5390625,34.5390625,0.0
351,85816.6,85888.1,85804.1,85871.0,3167.0,40.9140625,40.9140625,0.0
352,85863.5,85912.7,85846.6,85887.0,7238.0,46.71875,46.71875,0.0
353,85889.3,85957.3,85854.7,85957.3,2948.0,56.34375,56.34375,0.0
354,85957.2,86040.2,85954.5,86032.3,5187.0,69.2265625,69.2265625,0.0
355,86032.3,86077.6,86003.0,86058.2,4787.0,80.59375,80.59375,0.0
356,86056.2,86121.1,86056.1,86056.2,4706.0,88.421875,88.421875,0.0
357,86067.6,86115.4,86056.1,86056.1,3744.0,93.5390625,93.5390625,0.0
358,86056.0,86056.0,85994.5,86026.6,2311.0,94.125,94.125,0.0
359,86026.5,86060.7,86012.3,86059.4,3384.0,96.125,96.125,0.0
360,86052.5,86089.3,86026.7,86087.3,3147.0,98.828125,98.828125,0.0
361,86087.2,86164.4,86012.3,86022.5,4912.0,94.6484375,94.6484375,0.0
362,86015.4,86086.4,85968.9,86082.1,4110.0,95.046875,95.046875,0.0
363,86062.7,86078.7,86027.4,86062.1,2589.0,92.6875,92.6875,0.0
364,86068.1,86117.8,86020.7,86040.4,3568.0,88.0546875,88.0546875,0.0
365,86040.5,86048.8,85957.1,85980.7,3070.0,78.65625,78.65625,0.0
366,85978.0,86169.3,85967.8,86135.8,4361.0,82.765625,82.765625,0.0
367,86135.8,86248.1,86031.1,86060.6,6480.0,79.046875,79.046875,0.0
368,86056.3,86067.4,86014.9,86014.9,2417.0,71.5859375,71.5859375,0.0
369,86010.6,86130.3,86010.6,86121.1,5066.0,73.3984375,73.3984375,0.0
370,86116.7,86126.7,86075.7,86095.0,4595.0,71.8984375,71.8984375,0.0
371,86092.5,86129.6,86060.8,86069.6,2470.0,67.875,67.875,0.0
372,86075.4,86081.5,86056.1,86062.0,5649.0,63.34375,63.34375,0.0
373,86056.0,86119.4,86048.2,86119.4,3238.0,63.6484375,63.6484375,0.0
374,86128.0,86220.8,86122.8,86216.6,5249.0,70.9140625,70.9140625,0.0
375,86204.5,86322.9,86183.2,86192.3,9061.0,73.8671875,73.8671875,0.0
376,86192.2,86192.2,86142.7,86170.0,2753.0,73.5546875,73.5546875,0.0
377,86182.3,86340.0,86182.3,86301.2,7937.0,82.9453125,82.9453125,0.0
378,86305.9,86338.2,86290.0,86290.0,3039.0,88.4609375,88.4609375,0.0
379,86286.2,86309.2,86236.0,86258.9,5341.0,89.2890625,89.2890625,0.0
380,86257.3,86338.3,86244.4,86303.6,3256.0,92.484375,92.484375,0.0
381,86303.6,86309.6,86250.7,86302.4,2599.0,93.84375,93.84375,0.0
382,86303.6,86344.9,86277.8,86340.4,4060.0,96.8671875,96.8671875,0.0
383,86338.3,86344.8,86258.4,86286.1,3108.0,93.8046875,93.8046875,0.0
384,86286.4,86309.7,86252.1,86309.7,2156.0,92.2109375,92.2109375,0.0
385,86314.0,86344.9,86299.6,86344.9,3074.0,92.7265625,92.7265625,0.0
386,86344.8,86344.8,86286.7,86324.9,5096.0,90.4765625,90.4765625,0.0
387,86334.8,86338.0,86254.7,86263.5,5631.0,82.7890625,82.7890625,0.0
388,86267.7,86292.5,86240.0,86256.2,2701.0,75.234375,75.234375,0.0
389,86254.1,86254.1,86193.9,86207.5,2405.0,64.5703125,64.5703125,0.0
390,86207.6,86266.1,86207.6,86266.1,6706.0,60.1640625,60.1640625,0.0
391,86267.1,86301.8,86220.0,86237.4,3000.0,53.7265625,53.7265625,0.0
392,86238.3,86307.1,86219.1,86219.1,4243.0,46.6171875,46.6171875,0.0
393,86217.2,86256.4,86160.5,86238.5,3859.0,42.0625,42.0625,0.0
394,86242.7,86250.0,86205.0,86214.2,3779.0,36.0703125,36.0703125,0.0
395,86205.6,86205.6,86062.1,86062.1,8078.0,18.8359375,18.8359375,0.0
396,86062.1,86067.8,86017.3,86036.8,5860.0,3.1015625,3.1015625,0.0
397,86033.7,86033.7,85869.9,85932.9,9270.0,-17.5546875,-17.5546875,0.0
398,85932.5,85949.1,85905.2,85905.2,2510.0,-35.7421875,-35.7421875,0.0
399,85902.4,85918.0,85846.1,85853.2,5250.0,-53.734375,-53.734375,0.0
400,85864.9,85889.3,85829.6,85867.5,2686.0,-66.078125,-66.078125,0.0
401,85855.7,85940.4,85855.7,85928.9,6484.0,-70.1015625,-70.1015625,0.0
402,85926.0,85937.7,85894.7,85927.0,2066.0,-72.6015625,-72.6015625,0.0
403,85928.6,86085.2,85894.1,86085.2,17823.0,-61.1171875,-61.1171875,0.0
404,86085.1,86225.3,86025.6,86058.2,69246.0,-53.578125,-53.578125,0.0
405,86058.2,86058.2,85965.0,85970.3,4219.0,-54.0703125,-54.0703125,0.0
406,85969.8,86053.8,85968.7,86053.8,2784.0,-47.171875,-47.171875,0.0
407,86054.0,86116.5,86018.3,86113.2,1520.0,-36.4921875,-36.4921875,0.0
408,86112.1,86142.0,86038.7,86071.7,3330.0,-31.0234375,-31.0234375,0.0
409,86071.6,86087.8,86033.8,86065.8,3745.0,-26.859375,-26.859375,0.0
410,86070.7,86154.0,86070.7,86154.0,2658.0,-16.2578125,-16.2578125,0.0
411,86158.8,86187.3,86136.3,86136.3,1825.0,-9.171875,-9.171875,0.0
412,86136.1,86157.2,86093.9,86127.3,2414.0,-4.234375,-4.234375,0.0
413,86123.1,86146.9,86092.1,86096.5,2241.0,-2.7734375,-2.7734375,0.0
414,86107.5,86107.5,86049.8,86084.9,3268.0,-2.5234375,-2.5234375,0.0
415,86070.8,86144.4,86070.8,86139.5,1926.0,2.0546875,2.0546875,0.0
416,86139.4,86208.2,86112.7,86112.7,2857.0,3.484375,3.484375,0.0
417,86129.9,86198.7,86124.3,86198.7,2111.0,11.421875,11.421875,0.0
418,86200.0,86219.3,86138.3,86138.3,2441.0,12.6953125,12.6953125,0.0
419,86135.0,86216.6,86133.7,86188.1,3033.0,17.5234375,17.5234375,0.0
420,86192.4,86234.1,86161.2,86211.7,3270.0,22.984375,22.984375,0.0
421,86211.6,86254.0,86118.7,86118.7,3784.0,19.5859375,19.5859375,0.0
422,86120.6,86120.6,85981.3,86023.5,3653.0,9.1015625,9.1015625,0.0
423,86038.5,86096.8,86002.0,86002.0,4179.0,-0.9296875,-0.9296875,0.0
424,85999.1,86081.7,85999.1,86061.1,2863.0,-4.0625,-4.0625,0.0
425,86060.1,86084.1,86005.2,86012.3,3312.0,-10.3671875,-10.3671875,0.0
426,86012.4,86124.6,85990.8,86002.0,5335.0,-16.0078125,-16.0078125,0.0
427,85997.7,86007.1,85951.4,85959.4,2851.0,-23.6484375,-23.6484375,0.0
428,85959.3,85959.3,85800.9,85849.9,5078.0,-38.09375,-38.09375,0.0
429,85857.6,85951.9,85857.6,85947.3,1962.0,-41.2109375,-41.2109375,0.0
430,85956.3,86015.1,85938.5,85938.6,5221.0,-43.875,-43.875,0.0
431,85932.1,85932.1,85836.9,85881.4,6432.0,-50.03125,-50.03125,0.0
432,85891.7,86089.3,85891.7,85985.1,7549.0,-46.0078125,-46.0078125,0.0
433,85991.3,86020.3,85972.0,85972.0,3266.0,-43.3828125,-43.3828125,0.0
434,85966.9,85993.7,85933.9,85973.8,3496.0,-40.6875,-40.6875,0.0
435,85961.0,85970.4,85883.3,85888.5,3662.0,-44.9140625,-44.9140625,0.0
436,85888.0,85888.0,85852.1,85869.9,2574.0,-49.1953125,-49.1953125,0.0
437,85861.3,85874.5,85800.0,85845.3,2784.0,-53.953125,-53.953125,0.0
438,85850.4,85866.5,85758.0,85774.0,10196.0,-62.7578125,-62.7578125,0.0
439,85770.5,85770.5,85695.5,85742.7,8930.0,-71.4296875,-71.4296875,0.0
440,85742.6,85742.6,85650.0,85692.3,5327.0,-81.4375,-81.4375,0.0
441,85692.3,85763.5,85692.3,85763.5,3544.0,-82.6640625,-82.6640625,0.0
442,85763.4,85831.0,85748.6,85819.0,4699.0,-78.2578125,-78.2578125,0.0
443,85823.3,85843.9,85761.2,85765.4,4608.0,-78.1875,-78.1875,0.0
444,85765.3,85780.9,85723.6,85729.4,3187.0,-80.1171875,-80.1171875,0.0
445,85727.3,85764.0,85685.6,85692.1,5761.0,-83.6875,-83.6875,0.0
446,85691.1,85804.9,85654.5,85783.9,3678.0,-78.2109375,-78.2109375,0.0
447,85784.8,85822.1,85700.1,85700.1,5072.0,-79.7109375,-79.7109375,0.0
448,85700.0,85700.0,85650.0,85657.6,3991.0,-83.375,-83.375,0.0
449,85657.6,85657.6,85601.1,85619.1,7419.0,-88.3671875,-88.3671875,0.0
450,85619.6,85649.6,85600.0,85600.0,3742.0,-92.7890625,-92.7890625,0.0
451,85600.0,85667.6,85600.0,85655.6,2979.0,-90.7578125,-90.7578125,0.0
452,85641.1,85641.1,85606.0,85606.0,3229.0,-92.09375,-92.09375,0.0
453,85600.0,85710.8,85588.3,85681.6,8372.0,-86.0546875,-86.0546875,0.0
454,85677.5,85732.0,85669.1,85717.2,3388.0,-77.5078125,-77.5078125,0.0
455,85713.0,85839.8,85713.0,85747.9,13622.0,-67.4765625,-67.4765625,0.0
456,85755.1,85777.9,85710.1,85727.9,4033.0,-60.4453125,-60.4453125,0.0
457,85714.0,85727.9,85639.6,85686.6,4296.0,-57.546875,-57.546875,0.0
458,85687.3,85687.3,85548.0,85615.8,5345.0,-60.265625,-60.265625,0.0
459,85613.0,85663.5,85533.1,85663.5,7573.0,-57.90625,-57.90625,0.0
460,85666.8,85782.0,85618.0,85618.0,8897.0,-59.0234375,-59.0234375,0.0
461,85621.1,85630.4,85570.6,85627.3,3147.0,-58.484375,-58.484375,0.0
462,85635.8,85697.5,85627.4,85655.6,3532.0,-55.1328125,-55.1328125,0.0
463,85652.8,85659.1,85604.3,85659.1,4554.0,-51.6015625,-51.6015625,0.0
464,85669.4,85729.7,85650.1,85672.0,3026.0,-47.21875,-47.21875,0.0
465,85663.3,85706.7,85610.2,85610.2,5217.0,-48.1796875,-48.1796875,0.0
466,85608.2,85635.8,85570.2,85622.3,3904.0,-47.421875,-47.421875,0.0
467,85629.1,85700.6,85614.6,85677.6,4544.0,-41.875,-41.875,0.0
468,85677.6,85714.4,85666.9,85705.9,2819.0,-34.7890625,-34.7890625,0.0
469,85705.9,85723.0,85666.1,85666.3,2148.0,-32.0,-32.0,0.0
470,85666.2,85703.8,85638.3,85682.5,3588.0,-28.15625,-28.15625,0.0
471,85680.5,85730.5,85654.1,85696.0,4799.0,-23.75,-23.75,0.0
472,85689.5,85709.4,85627.8,85627.8,5447.0,-25.4609375,-25.4609375,0.0
473,85625.0,85655.8,85555.5,85559.8,4459.0,-31.9453125,-31.9453125,0.0
474,85564.9,85657.3,85564.9,85618.3,5351.0,-31.9921875,-31.9921875,0.0
475,85617.3,85669.2,85602.1,85648.0,2294.0,-29.296875,-29.296875,0.0
476,85647.9,85647.9,85543.9,85583.7,4378.0,-31.984375,-31.984375,0.0
477,85586.0,85586.0,85548.5,85573.6,3724.0,-34.5234375,-34.5234375,0.0
478,85573.0,85629.0,85552.6,85624.7,6905.0,-32.046875,-32.046875,0.0
479,85624.7,85624.7,85566.8,85578.8,4323.0,-33.3984375,-33.3984375,0.0
480,85576.0,85636.0,85562.7,85631.7,6170.0,-29.859375,-29.859375,0.0
481,85615.4,85650.7,85588.0,85604.5,5528.0,-28.9140625,-28.9140625,0.0
482,85604.4,85608.2,85542.0,85590.6,11641.0,-28.953125,-28.953125,0.0
483,85590.6,85656.1,85501.2,85629.1,8618.0,-25.5859375,-25.5859375,0.0
484,85619.6,85666.1,85604.8,85666.1,11701.0,-19.703125,-19.703125,0.0
485,85680.0,85762.5,85631.2,85631.2,19912.0,-17.6484375,-17.6484375,0.0
486,85630.2,85630.2,85558.1,85577.5,8144.0,-20.125,-20.125,0.0
487,85599.6,85620.5,85485.0,85518.3,4472.0,-26.5546875,-26.5546875,0.0
488,85520.4,85536.4,85455.1,85462.1,3761.0,-35.7734375,-35.7734375,0.0
489,85469.1,85527.2,85457.5,85527.2,5913.0,-37.3984375,-37.3984375,0.0
490,85516.7,85541.7,85474.8,85499.5,4240.0,-40.453125,-40.453125,0.0
491,85499.5,85512.8,85477.6,85496.9,3884.0,-42.59375,-42.59375,0.0
492,85496.9,85516.1,85487.7,85516.1,2319.0,-42.25,-42.25,0.0
493,85512.7,85536.2,85505.6,85509.6,2976.0,-42.0234375,-42.0234375,0.0
494,85514.9,85535.1,85438.1,85513.3,7962.0,-41.0703125,-41.0703125,0.0
495,85521.4,85528.7,85482.0,85504.2,7172.0,-40.578125,-40.578125,0.0
496,85504.1,85504.1,85387.9,85458.0,18297.0,-43.4140625,-43.4140625,0.0
497,85447.9,85491.8,85408.0,85417.6,5314.0,-48.3671875,-48.3671875,0.0
498,85429.0,85483.7,85403.2,85461.9,2438.0,-48.1640625,-48.1640625,0.0
499,85461.9,85513.3,85409.2,85414.0,2979.0,-51.2734375,-51.2734375,0.0
500,85408.2,85408.2,85161.3,85164.3,39030.0,-73.046875,-73.046875,0.0
501,85160.1,85331.3,85155.4,85173.1,30477.0,-88.5703125,-88.5703125,0.0
502,85168.9,85258.7,85168.9,85220.2,7878.0,-95.9609375,-95.9609375,0.0
503,85235.2,85317.8,85183.1,85287.0,7815.0,-95.3359375,-95.3359375,0.0
504,85289.0,85333.4,85262.8,85309.2,6174.0,-91.9921875,-91.9921875,0.0
505,85313.5,85363.1,85289.8,85333.1,5400.0,-86.4140625,-86.4140625,0.0
506,85333.0,85333.0,85271.7,85271.7,2489.0,-85.953125,-85.953125,0.0
507,85271.8,85323.1,85250.0,85312.8,4338.0,-81.3359375,-81.3359375,0.0
508,85314.8,85351.5,85282.4,85288.7,2753.0,-78.7109375,-78.7109375,0.0
509,85294.6,85294.6,85197.3,85197.3,11465.0,-83.0546875,-83.0546875,0.0
510,85208.0,85302.4,85180.7,85225.4,21586.0,-83.265625,-83.265625,0.0
511,85233.8,85245.6,85111.1,85164.5,18436.0,-87.34375,-87.34375,0.0
512,85156.0,85156.0,84600.0,84823.2,231593.0,-116.7734375,-116.7734375,0.0
513,84823.2,84845.1,83173.2,83177.4,590196.0,-269.78125,-269.78125,0.0
514,83177.4,83627.0,81277.3,83373.4,754291.0,-370.953125,-370.953125,0.0
515,83371.8,83867.6,83225.0,83770.1,179103.0,-414.34375,-414.34375,0.0
516,83761.6,83783.0,83156.9,83492.3,111964.0,-465.78125,-465.78125,0.0
517,83492.3,84050.5,83441.5,83955.1,58244.0,-463.8515625,-463.8515625,0.0
518,83955.3,84024.7,83683.2,83978.0,66531.0,-455.2265625,-455.2265625,0.0
519,83986.2,84147.0,83954.7,84055.5,37277.0,-437.09375,-437.09375,0.0
520,84058.4,84486.0,83945.4,84261.5,47252.0,-401.484375,-401.484375,0.0
521,84261.4,84480.4,84261.4,84371.1,38379.0,-360.2578125,-360.2578125,0.0
522,84371.2,84436.2,84079.0,84251.8,25485.0,-333.375,-333.375,0.0
523,84251.8,84439.8,84130.6,84414.2,33484.0,-295.5546875,-295.5546875,0.0
524,84413.2,84460.5,84326.4,84340.9,25856.0,-268.40625,-268.40625,0.0
525,84340.9,84366.2,84005.9,84104.9,21710.0,-262.8984375,-262.8984375,0.0
526,84104.8,84108.3,83916.0,83972.3,26099.0,-266.1640625,-266.1640625,0.0
527,83972.3,84125.8,83823.2,84004.7,42567.0,-263.109375,-263.109375,0.0
528,84000.4,84076.4,83764.7,83946.5,24317.0,-262.359375,-262.359375,0.0
529,83948.4,83962.7,83800.6,83923.2,12939.0,-260.640625,-260.640625,0.0
530,83923.3,84363.1,83896.8,84276.2,35765.0,-228.1640625,-228.1640625,0.0
531,84271.9,84271.9,84119.9,84125.6,8578.0,-212.1328125,-212.1328125,0.0
532,84125.6,84214.1,84125.6,84201.1,7444.0,-191.1328125,-191.1328125,0.0
533,84206.6,84230.6,83950.7,84025.7,13118.0,-186.4921875,-186.4921875,0.0
534,84025.6,84046.8,83888.0,83892.8,13711.0,-191.328125,-191.328125,0.0
535,83892.9,83942.0,83773.1,83924.9,18049.0,-190.3828125,-190.3828125,0.0
536,83930.0,84106.7,83911.3,84093.5,17280.0,-174.015625,-174.015625,0.0
537,84093.5,84106.8,83890.5,83890.5,12428.0,-175.4140625,-175.4140625,0.0
538,83890.5,84011.9,83836.9,84000.0,12719.0,-165.7734375,-165.7734375,0.0
539,83999.9,84104.6,83965.8,84031.3,23635.0,-153.828125,-153.828125,0.0
540,84027.0,84062.7,83935.3,83956.4,10085.0,-148.6953125,-148.6953125,0.0
541,83954.4,84113.1,83954.4,84077.6,8905.0,-133.3125,-133.3125,0.0
542,84071.4,84106.1,83906.4,83943.9,8605.0,-130.40625,-130.40625,0.0
543,83943.9,83977.6,83786.0,83829.0,14854.0,-135.8046875,-135.8046875,0.0
544,83828.9,83834.2,83682.8,83769.5,25721.0,-143.2421875,-143.2421875,0.0
545,83753.6,84164.5,83737.6,84164.5,19937.0,-115.921875,-115.921875,0.0
546,84166.5,84403.6,84152.8,84233.0,27365.0,-87.7265625,-87.7265625,0.0
547,84222.5,84290.3,84123.7,84247.0,19768.0,-63.5234375,-63.5234375,0.0
548,84248.0,84306.9,84207.2,84235.9,8087.0,-44.71875,-44.71875,0.0
549,84229.8,84299.8,84133.2,84277.6,6664.0,-26.15625,-26.15625,0.0
550,84276.6,84300.0,84145.9,84204.3,6741.0,-17.15625,-17.15625,0.0
551,84197.3,84496.8,84197.3,84421.5,10103.0,7.4140625,7.4140625,0.0
552,84412.1,84619.0,84398.1,84521.6,14509.0,34.5625,34.5625,0.0
553,84521.1,84690.3,84521.1,84637.8,8961.0,64.7109375,64.7109375,0.0
554,84628.4,84635.7,84452.7,84481.3,14046.0,75.109375,75.109375,0.0
555,84493.9,84667.9,84477.9,84667.9,7251.0,97.2890625,97.2890625,0.0
556,84675.9,84698.7,84520.8,84541.7,10289.0,103.484375,103.484375,0.0
557,84550.2,84617.9,84520.8,84568.8,10589.0,109.328125,109.328125,0.0
558,84573.0,84583.0,84431.4,84437.8,19801.0,102.203125,102.203125,0.0
559,84437.8,84500.3,84329.1,84345.4,20059.0,88.0859375,88.0859375,0.0
560,84345.5,84547.8,84322.4,84523.8,12934.0,90.25,90.25,0.0
561,84512.0,84575.5,84351.8,84454.9,17389.0,85.421875,85.421875,0.0
562,84463.3,84559.9,84418.1,84488.0,6071.0,83.3046875,83.3046875,0.0
563,84483.7,84575.3,84410.1,84568.3,16707.0,87.109375,87.109375,0.0
564,84566.0,84633.5,84500.0,84500.1,6184.0,83.65625,83.65625,0.0
565,84505.0,84508.1,84367.5,84380.3,5297.0,70.4375,70.4375,0.0
566,84380.2,84382.3,84259.6,84263.9,13940.0,49.9921875,49.9921875,0.0
567,84267.2,84388.4,84245.3,84335.2,13017.0,39.09375,39.09375,0.0
568,84333.1,84359.2,84254.9,84281.2,5456.0,25.8046875,25.8046875,0.0
569,84299.1,84302.4,84183.8,84222.4,6337.0,10.3984375,10.3984375,0.0
570,84218.2,84288.9,84185.7,84259.6,17105.0,1.1796875,1.1796875,0.0
571,84256.1,84401.5,84256.1,84368.0,3991.0,2.59375,2.59375,0.0
572,84356.6,84422.5,84348.0,84416.0,3753.0,7.5,7.5,0.0
573,84412.6,84423.2,84229.5,84233.8,7003.0,-3.2734375,-3.2734375,0.0
574,84241.4,84258.3,84025.8,84087.2,20531.0,-23.3671875,-23.3671875,0.0
575,84092.5,84117.3,83974.2,84081.9,12807.0,-39.265625,-39.265625,0.0
576,84074.3,84074.3,83921.5,83966.6,11815.0,-60.4765625,-60.4765625,0.0
577,83961.5,84018.2,83932.4,83996.5,7262.0,-74.015625,-74.015625,0.0
578,83990.5,84098.4,83954.6,84026.7,16272.0,-81.375,-81.375,0.0
579,84031.0,84091.9,83981.0,83997.6,4046.0,-88.5390625,-88.5390625,0.0
580,83996.6,83996.6,83856.6,83871.3,10885.0,-103.21875,-103.21875,0.0
581,83862.0,83979.0,83819.5,83926.6,18306.0,-109.125,-109.125,0.0
582,83926.6,83954.9,83751.1,83780.1,10925.0,-124.1953125,-124.1953125,0.0
583,83780.9,83881.9,83754.6,83777.5,17305.0,-134.796875,-134.796875,0.0
584,83779.5,83873.5,83750.0,83805.9,31807.0,-139.3046875,-139.3046875,0.0
585,83796.8,83874.7,83724.6,83741.9,29439.0,-146.3515625,-146.3515625,0.0
586,83742.0,83828.0,83732.8,83768.1,8394.0,-148.1171875,-148.1171875,0.0
587,83770.4,83983.2,83770.4,83963.1,9143.0,-132.2578125,-132.2578125,0.0
588,83963.1,83990.8,83844.3,83872.8,6328.0,-125.53125,-125.53125,0.0
589,83864.7,83890.0,83728.7,83728.7,8651.0,-130.3203125,-130.3203125,0.0
590,83724.6,83753.9,83626.6,83653.1,15237.0,-138.625,-138.625,0.0
591,83675.5,83764.3,83633.8,83699.0,17326.0,-139.8828125,-139.8828125,0.0
592,83691.8,83697.5,83576.0,83692.0,14180.0,-139.8359375,-139.8359375,0.0
593,83700.4,83828.0,83700.4,83768.1,20744.0,-132.140625,-132.140625,0.0
594,83774.0,83820.8,83635.4,83701.0,9920.0,-129.953125,-129.953125,0.0
595,83695.9,83786.6,83679.7,83783.8,10010.0,-120.15625,-120.15625,0.0
596,83788.0,83862.9,83781.0,83817.1,13303.0,-108.453125,-108.453125,0.0
597,83817.2,83858.6,83785.7,83799.7,6080.0,-99.4375,-99.4375,0.0
598,83799.7,83824.4,83707.4,83715.0,7485.0,-97.9921875,-97.9921875,0.0
599,83715.0,83733.2,83636.1,83636.1,6127.0,-102.0390625,-102.0390625,0.0
600,83636.1,83795.2,83636.1,83779.9,4312.0,-92.578125,-92.578125,0.0
601,83786.9,83894.1,83751.7,83868.9,21353.0,-77.015625,-77.015625,0.0
602,83864.7,83915.9,83809.1,83887.5,8606.0,-62.453125,-62.453125,0.0
603,83887.4,83939.8,83877.6,83920.3,3860.0,-47.7109375,-47.7109375,0.0
604,83924.6,83989.8,83863.2,83921.5,6033.0,-35.53125,-35.53125,0.0
605,83922.5,83976.3,83825.6,83833.7,6568.0,-32.5859375,-32.5859375,0.0
606,83833.7,83873.5,83730.9,83853.3,9538.0,-28.34375,-28.34375,0.0
607,83863.5,83867.6,83690.1,83711.3,9399.0,-36.0234375,-36.0234375,0.0
608,83705.2,83764.7,83688.8,83724.5,6364.0,-40.578125,-40.578125,0.0
609,83722.3,83730.0,83650.2,83656.4,5595.0,-49.1171875,-49.1171875,0.0
610,83652.4,83737.5,83580.0,83737.5,9843.0,-48.7734375,-48.7734375,0.0
611,83749.4,83902.4,83749.4,83829.3,23824.0,-40.625,-40.625,0.0
612,83840.7,83880.9,83738.1,83790.5,7625.0,-36.875,-36.875,0.0
613,83782.5,83786.6,83653.4,83706.2,9009.0,-40.2421875,-40.2421875,0.0
614,83693.7,83716.8,83686.1,83706.8,4030.0,-42.375,-42.375,0.0
615,83703.1,83773.7,83700.3,83723.0,4499.0,-42.2734375,-42.2734375,0.0
616,83728.8,83766.6,83605.2,83614.7,5211.0,-50.34375,-50.34375,0.0
617,83619.8,83712.5,83605.4,83707.3,5081.0,-48.7109375,-48.7109375,0.0
618,83707.2,83715.0,83605.6,83625.1,5532.0,-53.4296875,-53.4296875,0.0
619,83632.5,83681.5,83608.1,83633.7,2527.0,-55.8359375,-55.8359375,0.0
620,83641.5,83675.1,83404.8,83509.7,28966.0,-66.9765625,-66.9765625,0.0
621,83511.7,83610.5,83364.6,83364.7,13554.0,-86.5078125,-86.5078125,0.0
622,83363.6,83493.4,83313.0,83425.7,7002.0,-95.9609375,-95.9609375,0.0
623,83425.8,83497.8,83352.9,83358.4,21014.0,-107.640625,-107.640625,0.0
624,83361.2,83398.6,83304.6,83324.3,14907.0,-118.2890625,-118.2890625,0.0
625,83324.3,83355.3,83284.7,83334.3,8920.0,-124.484375,-124.484375,0.0
626,83346.7,83346.7,83150.8,83181.1,41793.0,-140.140625,-140.140625,0.0
627,83174.1,83320.8,83146.9,83226.1,12694.0,-147.21875,-147.21875,0.0
628,83218.3,83238.8,83062.5,83062.5,21836.0,-164.1328125,-164.1328125,0.0
629,83058.7,83203.9,83058.7,83076.1,23222.0,-174.4375,-174.4375,0.0
630,83074.2,83231.8,83050.5,83069.4,17291.0,-181.0546875,-181.0546875,0.0
631,83049.5,83095.4,82865.7,83040.7,43387.0,-186.4609375,-186.4609375,0.0
632,83036.6,83045.0,82700.0,82806.5,37530.0,-207.2578125,-207.2578125,0.0
633,82778.9,82940.5,82747.1,82860.2,18664.0,-216.8984375,-216.8984375,0.0
634,82869.4,82985.0,82860.8,82870.9,23699.0,-221.1328125,-221.1328125,0.0
635,82871.0,82984.9,82840.1,82974.5,20211.0,-213.6640625,-213.6640625,0.0
636,82974.5,82985.0,82827.6,82841.9,11346.0,-215.953125,-215.953125,0.0
