bar,open,high,low,close,volume,gpu_value,cpu_value,diff
62,86777.1,86912.6,86772.8,86888.4,31143.0,-344218.38,-64868.0,279350.38
63,86890.1,86910.7,86847.2,86877.6,6761.0,-258556.78,-71629.0,186927.78
64,86880.8,86880.8,86707.1,86707.1,6576.0,-344223.88,-78205.0,266018.88
65,86703.9,87030.3,86664.3,87004.3,7093.0,-258333.58,-71112.0,187221.58
66,87003.4,87029.3,86934.7,86960.8,9135.0,-343835.06,-80247.0,263588.06
67,86961.3,87031.1,86961.3,87016.8,6887.0,-258365.97,-73360.0,185005.97
68,87018.6,87098.9,86982.8,87042.9,4779.0,-172451.47,-68581.0,103870.47
69,87042.8,87089.4,86993.0,87040.7,3567.0,-86688.87,-72148.0,14540.867
70,87052.8,87151.8,87042.7,87146.3,5135.0,-731.66406,-67013.0,66281.336
71,87136.8,87202.0,87082.7,87141.6,9808.0,85294.836,-76821.0,162115.84
72,87141.5,87171.3,87077.6,87103.5,9815.0,171362.94,-86636.0,257998.94
73,87120.2,87156.4,87092.1,87139.0,6378.0,85352.336,-80258.0,165610.34
74,87127.1,87285.6,87127.1,87285.6,10418.0,-775.66406,-69840.0,69064.336
75,87286.3,87347.0,87230.6,87262.4,6640.0,85510.54,-76480.0,161990.53
76,87267.2,87304.4,87227.4,87265.9,7803.0,171796.94,-68677.0,240473.94
77,87258.1,87397.0,87246.9,87381.6,5966.0,85542.836,-62711.0,148253.84
78,87379.2,87416.2,87350.2,87382.5,8104.0,-699.8672,-54607.0,53907.133
79,87385.3,87385.3,87203.1,87206.5,8375.0,-86602.266,-62982.0,23620.266
80,87197.9,87269.5,87184.0,87255.9,5466.0,-172687.38,-57516.0,115171.375
81,87257.0,87259.1,87077.1,87085.8,11182.0,-86615.77,-68698.0,17917.773
82,87078.5,87191.7,87067.9,87178.3,8493.0,-508.27344,-60205.0,59696.727
83,87179.5,87211.0,87081.9,87101.3,4100.0,85626.73,-64305.0,149931.72
84,87101.5,87165.0,87084.1,87164.6,4103.0,-372.375,-60202.0,59829.625
85,87159.0,87263.8,87159.0,87263.8,7991.0,-86229.98,-52211.0,34018.977
86,87263.8,87364.8,87257.3,87257.3,12821.0,-263.07812,-65032.0,64768.92
87,87254.8,87272.0,87194.2,87201.1,4852.0,-86033.58,-69884.0,16149.578
88,87196.9,87344.5,87196.1,87273.3,9019.0,-171798.88,-60865.0,110933.875
89,87273.3,87299.0,87234.8,87282.5,4458.0,-257456.47,-56407.0,201049.47
90,87282.4,87294.7,87186.6,87234.4,13604.0,-343133.97,-70011.0,273122.97
91,87234.5,87344.6,87234.5,87254.1,5698.0,-257520.97,-64313.0,193207.97
92,87254.0,87260.8,87090.8,87090.8,4446.0,-343190.38,-68759.0,274431.38
93,87088.6,87156.5,87058.1,87150.2,4771.0,-257484.47,-63988.0,193496.47
94,87146.9,87224.5,87120.0,87136.1,7039.0,-343049.38,-71027.0,272022.38
95,87147.1,87212.5,87021.3,87200.3,6592.0,-428674.06,-64435.0,364239.06
96,87208.9,87303.3,87188.9,87287.3,7835.0,-343054.47,-56600.0,286454.47
97,87292.2,87397.9,87289.2,87386.0,6161.0,-428523.56,-50439.0,378084.56
98,87393.5,87497.2,87393.5,87484.7,9223.0,-514038.47,-41216.0,472822.47
99,87479.7,87499.9,87346.1,87346.1,5379.0,-599500.4,-46595.0,552905.4
100,87346.2,87399.9,87346.2,87374.0,3442.0,-684789.4,-43153.0,641636.4
101,87368.5,87480.9,87358.2,87448.0,4521.0,-599494.75,-38632.0,560862.75
102,87444.3,87446.4,87365.9,87396.3,4579.0,-682672.1,-43211.0,639461.1
103,87418.0,87425.2,87303.7,87303.7,4357.0,-766658.3,-47568.0,719090.3
104,87298.5,87299.3,87195.9,87228.9,6647.0,-682245.1,-54215.0,628030.1
105,87225.0,87274.1,87190.0,87274.1,6185.0,-766193.5,-48030.0,718163.5
106,87269.8,87339.4,87262.9,87336.5,2842.0,-682167.9,-45188.0,636979.9
107,87332.8,87389.0,87309.1,87343.0,3113.0,-766167.75,-42075.0,724092.75
108,87343.0,87361.8,87296.6,87357.5,5787.0,-682338.9,-36288.0,646050.9
109,87367.3,87367.3,87300.2,87324.3,2920.0,-598109.06,-39208.0,558901.06
110,87324.1,87420.1,87299.5,87391.6,3281.0,-513480.66,-35927.0,477553.66
111,87387.3,87426.6,87367.6,87367.6,3299.0,-429042.88,-39226.0,389816.88
112,87370.5,87434.3,87366.8,87434.3,5919.0,-513608.88,-33307.0,480301.88
113,87441.1,87441.1,87327.1,87348.1,4270.0,-597908.0,-37577.0,560331.0
114,87348.0,87402.0,87325.2,87387.7,2276.0,-513666.6,-35301.0,478365.6
115,87379.9,87435.9,87357.2,87418.0,3605.0,-597697.6,-31696.0,566001.6
116,87412.0,87412.0,87284.7,87319.5,3262.0,-681477.1,-34958.0,646519.1
117,87323.4,87333.8,87269.7,87269.7,3139.0,-597612.44,-38097.0,559515.44
118,87268.0,87268.0,87192.3,87228.9,4089.0,-681386.44,-42186.0,639200.44
119,87233.8,87283.9,87226.1,87283.9,1985.0,-597671.44,-40201.0,557470.44
120,87283.9,87334.5,87282.3,87327.1,2113.0,-513746.84,-38088.0,475658.84
121,87327.1,87342.2,87293.3,87342.2,2732.0,-597469.1,-35356.0,562113.1
122,87346.3,87440.5,87267.0,87267.0,4450.0,-513775.44,-39806.0,473969.44
123,87267.0,87291.5,87154.6,87233.4,12040.0,-597407.94,-51846.0,545561.94
124,87229.9,87343.2,87223.0,87322.4,6250.0,-680769.1,-45596.0,635173.1
125,87321.5,87395.6,87312.0,87383.6,3558.0,-763827.8,-42038.0,721789.8
126,87388.6,87466.1,87370.7,87449.7,5254.0,-846697.2,-36784.0,809913.2
127,87450.7,87466.7,87295.4,87343.6,16226.0,-763960.2,-53010.0,710950.2
128,87356.8,87381.6,87285.9,87330.1,8568.0,-846455.3,-61578.0,784877.3
129,87339.4,87339.4,87218.9,87218.9,4133.0,-763849.0,-65711.0,698138.0
130,87202.4,87283.3,87168.3,87237.2,3723.0,-846097.8,-61988.0,784109.8
131,87239.7,87262.3,87175.9,87235.0,3241.0,-763711.94,-65229.0,698482.94
132,87247.9,87259.9,87183.5,87198.4,4240.0,-845660.8,-69469.0,776191.8
133,87205.2,87233.0,87176.7,87185.5,1926.0,-927673.44,-71395.0,856278.44
134,87182.6,87182.6,87080.3,87157.2,6053.0,-845505.1,-77448.0,768057.1
135,87147.5,87234.0,87147.5,87233.0,3708.0,-927383.44,-73740.0,853643.44
136,87229.2,87275.8,87143.6,87155.3,7892.0,-845390.8,-81632.0,763758.8
137,87155.4,87198.1,87005.4,87017.6,15190.0,-763371.44,-96822.0,666549.44
138,87018.5,87075.7,87005.2,87075.7,9681.0,-680821.06,-87141.0,593680.06
139,87068.2,87068.2,86884.7,86918.4,9446.0,-597980.44,-96587.0,501393.44
140,86923.9,86925.9,86830.4,86912.9,6178.0,-680564.25,-102765.0,577799.25
141,86915.6,87056.8,86915.6,87049.1,8672.0,-763097.9,-94093.0,669004.9
142,87049.1,87251.5,87049.1,87242.7,7613.0,-680348.0,-86480.0,593868.0
143,87227.2,87331.2,87227.2,87306.4,14326.0,-597586.0,-72154.0,525432.0
144,87306.3,87306.3,87113.3,87159.9,50306.0,-514689.4,-122460.0,392229.4
145,87164.3,87203.0,87143.6,87181.7,14310.0,-431393.8,-108150.0,323243.8
146,87183.5,87394.7,87183.5,87356.0,7122.0,-514395.8,-101028.0,413367.8
147,87368.6,87397.5,87249.7,87268.0,3750.0,-431405.8,-104778.0,326627.8
148,87266.5,87266.5,87183.7,87217.1,3825.0,-514564.8,-108603.0,405961.8
149,87200.8,87325.8,87200.8,87286.3,5999.0,-597538.94,-102604.0,494934.94
150,87278.5,87324.1,87270.8,87315.4,3828.0,-514579.84,-98776.0,415803.84
151,87315.5,87327.8,87211.1,87211.1,2126.0,-597218.44,-100902.0,496316.44
152,87207.4,87207.4,87079.5,87094.4,6031.0,-679728.3,-106933.0,572795.3
153,87111.9,87161.5,87092.5,87128.8,4104.0,-762007.7,-102829.0,659178.7
154,87116.6,87131.4,87081.3,87081.3,2055.0,-679721.2,-104884.0,574837.2
155,87080.0,87080.0,86926.0,86933.7,4617.0,-762030.56,-109501.0,652529.56
156,86946.5,87017.3,86910.8,87017.3,4854.0,-844383.9,-104647.0,739736.9
157,87023.3,87069.6,86971.3,87004.0,3525.0,-926391.7,-108172.0,818219.7
158,87004.9,87153.3,87004.9,87103.2,7838.0,-1.0086624e+06,-100334.0,908328.4
159,87098.0,87153.9,87067.0,87098.1,2920.0,-1.0906128e+06,-103254.0,987358.75
160,87101.9,87141.3,87089.1,87089.1,6354.0,-1.171762e+06,-109608.0,1.062154e+06
161,87088.1,87152.0,87075.8,87148.2,2718.0,-1.2524858e+06,-106890.0,1.1455958e+06
162,87148.2,87220.1,87142.5,87220.1,3075.0,-1.1708829e+06,-103815.0,1.0670679e+06
163,87226.1,87260.8,87217.8,87243.1,2324.0,-1.088115e+06,-101491.0,986624.0
164,87250.2,87250.2,87197.9,87236.4,2364.0,-1.0052409e+06,-103855.0,901385.9
165,87239.3,87340.2,87231.4,87340.1,3636.0,-922157.56,-100219.0,821938.56
166,87331.3,87331.3,87163.4,87212.3,16197.0,-838592.9,-116416.0,722176.9
167,87209.9,87275.8,87209.9,87275.7,6730.0,-921820.9,-109686.0,812134.9
168,87266.9,87281.3,87238.0,87241.9,3204.0,-838534.4,-112890.0,725644.4
169,87240.0,87266.2,87151.5,87151.5,3662.0,-754873.75,-116552.0,638321.75
170,87144.2,87230.2,87144.2,87230.2,2223.0,-671120.4,-114329.0,556791.4
171,87221.2,87257.5,87178.1,87211.1,3237.0,-587040.56,-117566.0,469474.56
172,87215.6,87223.3,87083.0,87083.0,6893.0,-670794.25,-124459.0,546335.25
173,87081.0,87085.5,86996.2,87006.1,7449.0,-754202.4,-131908.0,622294.4
174,87003.5,87043.2,87003.5,87043.1,6087.0,-837654.9,-125821.0,711833.9
175,87048.4,87072.2,87023.0,87055.9,3957.0,-753717.2,-121864.0,631853.2
176,87062.6,87110.1,87036.0,87042.7,3693.0,-669588.4,-125557.0,544031.4
177,87048.3,87113.2,87048.3,87113.2,3309.0,-585237.7,-122248.0,462989.7
178,87113.2,87170.8,87084.3,87104.6,2723.0,-501006.0,-124971.0,376035.0
179,87104.6,87104.6,87035.5,87052.0,4439.0,-585188.8,-129410.0,455778.8
180,87046.0,87068.7,87030.2,87033.0,1778.0,-669103.0,-131188.0,537915.0
181,87034.8,87046.3,87000.5,87004.0,2719.0,-585029.1,-133907.0,451122.12
182,87001.9,87003.2,86893.3,86893.3,8052.0,-501181.94,-141959.0,359222.94
183,86893.3,86991.3,86885.6,86970.4,5381.0,-584790.44,-136578.0,448212.44
184,86976.8,86988.5,86935.2,86935.2,6084.0,-500965.03,-142662.0,358303.03
185,86935.1,86936.0,86728.6,86737.0,15394.0,-584520.1,-158056.0,426464.12
186,86737.0,86809.0,86600.0,86688.9,33820.0,-500250.8,-191876.0,308374.8
187,86691.1,86839.5,86691.1,86833.1,5536.0,-415453.72,-186340.0,229113.72
188,86830.6,86913.0,86830.6,86846.2,7789.0,-330638.44,-178551.0,152087.44
189,86839.2,86842.7,86651.1,86659.8,12443.0,-415279.03,-190994.0,224285.03
190,86672.6,86716.7,86653.2,86716.7,4318.0,-330099.53,-186676.0,143423.53
191,86721.4,86721.4,86618.2,86643.8,3803.0,-415222.3,-190479.0,224743.31
192,86646.7,86660.6,86403.9,86496.2,24834.0,-499778.3,-215313.0,284465.3
193,86500.8,86584.7,86418.7,86453.0,17044.0,-415338.0,-232357.0,182981.0
194,86455.9,86497.4,86401.9,86444.9,7346.0,-499493.2,-239703.0,259790.19
195,86440.1,86555.3,86408.2,86526.5,4643.0,-583560.3,-235060.0,348500.3
196,86526.5,86618.0,86492.5,86541.7,8116.0,-667623.3,-226944.0,440679.3
197,86535.9,86535.9,86402.0,86402.1,4754.0,-751321.94,-231698.0,519623.94
198,86410.8,86438.8,86176.2,86180.7,17726.0,-667780.75,-249424.0,418356.75
199,86180.7,86411.4,86180.7,86403.0,18165.0,-750956.4,-231259.0,519697.38
200,86403.7,86516.5,86308.2,86516.5,9042.0,-833986.75,-222217.0,611769.75
201,86520.8,86776.4,86520.8,86756.3,28362.0,-750795.75,-193855.0,556940.75
202,86747.8,86747.8,86580.5,86610.5,10924.0,-833653.44,-204779.0,628874.44
203,86610.4,86780.8,86590.9,86748.0,15765.0,-750687.6,-189014.0,561673.6
204,86748.0,86786.9,86667.8,86706.6,4021.0,-833450.1,-193035.0,640415.1
205,86703.3,86798.4,86669.7,86731.1,5333.0,-916293.25,-187702.0,728591.25
206,86722.3,86722.3,86635.2,86676.4,11247.0,-833330.1,-198949.0,634381.1
207,86694.1,86698.7,86556.8,86579.7,4820.0,-750733.1,-203769.0,546964.1
208,86571.2,86596.5,86552.1,86578.7,3897.0,-667767.8,-207666.0,460101.8
209,86574.5,86660.9,86495.6,86495.6,9383.0,-584583.2,-217049.0,367534.2
210,86495.8,86508.7,86253.3,86398.1,9546.0,-667759.9,-226595.0,441164.88
211,86398.1,86542.0,86398.1,86528.6,8732.0,-583998.75,-217863.0,366135.75
212,86531.9,86568.2,86352.6,86352.8,9250.0,-667417.75,-227113.0,440304.75
213,86377.2,86444.9,86317.1,86433.1,8618.0,-583639.25,-218495.0,365144.25
214,86428.1,86534.8,86383.7,86524.9,4693.0,-499171.06,-213802.0,285369.06
215,86525.0,86670.4,86509.6,86589.1,7676.0,-414368.66,-206126.0,208242.66
216,86578.0,86640.7,86530.3,86562.6,5424.0,-329443.75,-211550.0,117893.75
217,86559.3,86609.8,86391.6,86395.6,13155.0,-244138.05,-224705.0,19433.047
218,86404.0,86468.1,86379.2,86466.4,3063.0,-329300.94,-221642.0,107658.94
219,86466.4,86488.8,86301.9,86347.8,9455.0,-414661.94,-231097.0,183564.94
220,86357.6,86492.7,86353.3,86484.3,4486.0,-329315.44,-226611.0,102704.44
221,86475.5,86483.5,86409.6,86432.5,7786.0,-414400.44,-234397.0,180003.44
222,86432.5,86488.2,86357.0,86447.1,5794.0,-328989.62,-228603.0,100386.625
223,86438.5,86438.5,86282.0,86331.4,7853.0,-414128.62,-236456.0,177672.62
224,86328.9,86352.0,85852.6,85882.9,137327.0,-499326.62,-373783.0,125543.625
225,85887.1,86099.9,85852.2,86006.9,21941.0,-584607.6,-351842.0,232765.62
226,86007.0,86190.6,86007.0,86186.3,11137.0,-669513.44,-340705.0,328808.44
227,86187.5,86250.8,86051.9,86138.2,10003.0,-754411.25,-350708.0,403703.25
228,86153.7,86259.6,86135.6,86209.9,8193.0,-838831.94,-342515.0,496316.94
229,86209.9,86234.3,86131.4,86162.9,4426.0,-922741.44,-346941.0,575800.44
230,86167.4,86250.8,86140.2,86152.9,9285.0,-1.0063646e+06,-356226.0,650138.6
231,86169.3,86169.3,85990.9,86043.0,9036.0,-1.0898579e+06,-365262.0,724595.9
232,86033.5,86036.6,85656.5,85703.8,56064.0,-1.00633206e+06,-421326.0,585006.06
233,85703.9,85852.2,85703.9,85767.8,27207.0,-922259.44,-394119.0,528140.44
234,85762.0,85850.4,85727.8,85815.1,7963.0,-838059.25,-386156.0,451903.25
235,85832.0,85832.0,85600.1,85702.0,20876.0,-753525.6,-407032.0,346493.62
236,85701.9,85803.3,85600.1,85627.9,31337.0,-837991.1,-438369.0,399622.12
237,85624.6,85683.4,85558.8,85574.3,29383.0,-753061.75,-467752.0,285309.75
238,85574.0,85631.1,85473.9,85502.9,21038.0,-668283.9,-488790.0,179493.88
239,85529.6,85593.1,85345.5,85439.8,37207.0,-752896.7,-525997.0,226899.69
240,85439.7,85659.3,85427.1,85647.1,10836.0,-837585.7,-515161.0,322424.7
241,85625.5,85680.6,85510.3,85680.6,6731.0,-752962.9,-508430.0,244532.88
242,85680.5,85680.9,85575.1,85613.4,6608.0,-668447.9,-515038.0,153409.88
243,85626.1,85699.9,85549.1,85575.0,10137.0,-583876.9,-525175.0,58701.875
244,85598.0,85715.5,85572.4,85672.9,7328.0,-498991.97,-517847.0,18855.031
245,85673.0,85999.4,85673.0,85932.5,15574.0,-414109.75,-502273.0,88163.25
246,85934.9,86054.4,85926.3,85992.9,11959.0,-498756.75,-490314.0,8442.75
247,86000.8,86040.4,85902.2,85936.9,8689.0,-413906.75,-499003.0,85096.25
248,85937.8,86035.6,85926.0,86014.1,10299.0,-498352.25,-488704.0,9648.25
249,86025.2,86025.2,85833.7,85839.4,5731.0,-582740.44,-494435.0,88305.44
250,85839.5,85941.5,85839.4,85930.4,4302.0,-666857.44,-490133.0,176724.44
251,85921.9,85930.2,85830.6,85879.7,6486.0,-751045.6,-496619.0,254426.62
252,85896.6,85930.0,85835.3,85912.9,4643.0,-666724.8,-491976.0,174748.81
253,85912.0,85912.0,85813.0,85827.0,2945.0,-750657.94,-494921.0,255736.94
254,85829.2,85829.2,85720.1,85774.1,4394.0,-666536.44,-499315.0,167221.44
255,85783.3,85943.9,85783.3,85942.9,5970.0,-750387.06,-493345.0,257042.06
256,85925.4,85974.4,85701.9,85718.3,10857.0,-834100.4,-504202.0,329898.38
257,85718.3,85718.7,85533.6,85565.1,10773.0,-917746.06,-514975.0,402771.06
258,85565.1,85646.5,85544.6,85624.6,4371.0,-1.00144525e+06,-510604.0,490841.25
259,85624.7,85642.1,85466.0,85526.5,10898.0,-917272.75,-521502.0,395770.75
260,85510.1,85640.6,85480.2,85621.2,6778.0,-833088.75,-514724.0,318364.75
261,85621.2,85773.2,85621.2,85727.2,7407.0,-748494.44,-507317.0,241177.44
262,85729.2,85785.5,85703.8,85785.5,9769.0,-832880.06,-497548.0,335332.06
263,85785.6,85804.4,85650.4,85658.2,8415.0,-748348.7,-505963.0,242385.69
264,85657.3,85657.3,85495.8,85533.1,4775.0,-832822.2,-510738.0,322084.2
265,85534.1,85579.5,85432.9,85462.1,9237.0,-917379.7,-519975.0,397404.7
266,85469.8,85567.3,85445.9,85535.4,10767.0,-1.0019735e+06,-509208.0,492765.5
267,85533.0,85579.6,85487.1,85487.2,2838.0,-917539.3,-512046.0,405493.3
268,85481.1,85625.0,85474.8,85612.1,6635.0,-832663.3,-505411.0,327252.3
269,85604.5,85711.2,85604.5,85687.9,6297.0,-747719.8,-499114.0,248605.81
270,85687.5,85792.8,85609.7,85792.8,6186.0,-662724.8,-492928.0,169796.81
271,85800.0,85853.5,85674.6,85701.6,7363.0,-577521.7,-500291.0,77230.69
272,85704.4,85796.4,85675.8,85759.0,4660.0,-492184.5,-495631.0,3446.5
273,85759.1,85772.3,85654.9,85654.9,4528.0,-577493.2,-500159.0,77334.19
274,85663.4,85663.4,85579.3,85613.0,4202.0,-492152.88,-504361.0,12208.125
275,85617.9,85650.0,85577.4,85630.5,2748.0,-577299.9,-501613.0,75686.875
276,85642.8,85944.7,85642.2,85944.6,6701.0,-491936.28,-494912.0,2975.7188
277,85933.7,85994.8,85778.8,85800.3,9326.0,-577216.56,-504238.0,72978.56
278,85794.2,85898.8,85778.1,85867.2,8023.0,-662362.7,-496215.0,166147.69
279,85855.5,85914.1,85800.5,85871.9,6588.0,-577258.9,-489627.0,87631.875
280,85866.2,86031.3,85852.7,85988.0,11707.0,-662037.4,-477920.0,184117.38
281,85988.0,86090.0,85977.8,86068.3,5521.0,-746923.9,-472399.0,274524.88
282,86062.7,86078.8,86009.1,86047.9,4429.0,-831362.0,-476828.0,354534.0
283,86058.4,86129.3,86037.8,86071.8,4974.0,-746935.5,-471854.0,275081.5
284,86067.5,86108.6,86045.0,86058.0,3915.0,-831503.5,-475769.0,355734.5
285,86058.0,86125.1,86053.1,86063.0,4532.0,-916068.6,-471237.0,444831.62
286,86062.2,86062.2,85998.7,85998.7,2655.0,-1.0005456e+06,-473892.0,526653.6
287,85999.1,86071.6,85999.0,86045.6,4464.0,-916214.3,-469428.0,446786.3
288,86053.5,86057.0,85921.6,85951.1,5981.0,-828174.7,-475409.0,352765.7
289,85957.7,85994.0,85936.4,85974.5,3532.0,-915893.4,-471877.0,444016.38
290,85967.0,85997.2,85936.1,85997.2,6763.0,-1.00354256e+06,-465114.0,538428.56
291,85997.2,86001.5,85941.1,85958.6,3057.0,-915952.44,-468171.0,447781.44
292,85971.0,86022.3,85971.0,85995.9,4989.0,-1.00342806e+06,-463182.0,540246.06
293,85983.3,85996.5,85935.9,85962.2,5489.0,-1.0907085e+06,-468671.0,622037.5
294,85966.3,85986.7,85891.4,85922.4,8574.0,-1.1779954e+06,-477245.0,700750.4
295,85918.2,85984.1,85918.2,85975.6,6319.0,-1.2648898e+06,-470926.0,793963.75
296,85962.7,85986.5,85945.6,85961.5,4096.0,-1.1777714e+06,-475022.0,702749.4
297,85962.6,86028.1,85961.3,86020.9,4533.0,-1.2647176e+06,-470489.0,794228.6
298,86019.2,86020.8,85968.5,85968.5,2496.0,-1.3515146e+06,-472985.0,878529.6
299,85964.2,85964.2,85817.3,85832.3,3535.0,-1.2648614e+06,-476520.0,788341.4
300,85817.3,85865.2,85798.6,85861.3,10066.0,-1.1779806e+06,-466454.0,711526.6
301,85863.3,85863.3,85794.8,85802.0,9386.0,-1.0908912e+06,-475840.0,615051.25
302,85800.1,85864.7,85765.8,85810.0,5590.0,-1.0036056e+06,-470250.0,533355.6
303,85810.1,85859.5,85810.1,85828.0,3362.0,-916220.3,-466888.0,449332.3
304,85822.3,85860.8,85822.1,85831.6,5387.0,-1.0033853e+06,-461501.0,541884.3
305,85822.8,85888.9,85697.6,85697.6,6473.0,-916086.3,-467974.0,448112.3
306,85695.3,85766.4,85656.3,85766.1,10213.0,-1.0033108e+06,-457761.0,545549.8
307,85766.5,85852.0,85671.8,85693.6,3404.0,-915810.94,-461165.0,454645.94
308,85702.2,85723.8,85620.9,85622.9,5585.0,-1.00311025e+06,-466750.0,536360.25
309,85644.7,85647.0,85622.9,85623.0,3111.0,-1.0904775e+06,-463639.0,626838.5
310,85631.0,85665.0,85631.0,85636.9,4084.0,-1.0030755e+06,-459555.0,543520.5
311,85636.1,85707.5,85636.1,85703.2,4418.0,-1.0903594e+06,-455137.0,635222.4
312,85707.8,85771.7,85707.8,85711.1,2704.0,-1.0030162e+06,-452433.0,550583.2
313,85711.1,85769.9,85687.0,85752.4,4256.0,-915676.8,-448177.0,467499.8
