BotID,Cycle,EntryPrice,ExitPrice,EntryBar,ExitBar,Leverage,PnL,Direction,ChunkID,OutOfCycle,Signature
2,1,26138.9004,26579.7363,10286,10287,125.0,-2.59,LONG,0,0,10286:10287:LONG:-259
2,2,27132.5996,27590.1953,20366,20367,125.0,-3.11,LONG,0,0,20366:20367:LONG:-311
2,3,29500.0,29002.4805,30446,30447,125.0,-2.59,SHORT,0,0,30446:30447:SHORT:-259
2,4,25797.6992,26232.7812,40526,40527,125.0,-3.11,LONG,0,0,40526:40527:LONG:-311
2,6,29263.3008,29756.8301,60686,60687,125.0,-2.79,LONG,0,0,60686:60687:LONG:-279
2,7,25587.0,25155.4727,70766,70767,125.0,-2.89,SHORT,0,0,70766:70767:SHORT:-289
2,8,27073.0,26616.4121,80846,80847,125.0,-2.59,SHORT,0,0,80846:80847:SHORT:-259
2,9,29024.6992,28535.1953,90926,90927,125.0,-2.69,SHORT,0,0,90926:90927:SHORT:-269
2,0,29902.3008,29397.9961,207,208,125.0,-3.23,SHORT,0,0,207:208:SHORT:-323
2,1,26151.5996,26592.6504,10287,10288,125.0,-2.5,LONG,0,0,10287:10288:LONG:-250
2,3,29502.9004,30000.4707,30447,30448,125.0,-2.5,LONG,0,0,30447:30448:LONG:-250
2,4,25851.9004,25415.9062,40527,40528,125.0,-3.0,SHORT,0,0,40527:40528:SHORT:-300
2,5,27684.5,27217.5996,50607,50608,125.0,-2.89,SHORT,0,0,50607:50608:SHORT:-289
2,6,29236.3008,28743.2285,60687,60688,125.0,-2.69,SHORT,0,0,60687:60688:SHORT:-269
2,0,29895.0996,30399.2852,208,209,125.0,-3.11,LONG,0,0,208:209:LONG:-311
2,1,26154.9004,26596.0059,10288,10289,125.0,-2.41,LONG,0,0,10288:10289:LONG:-241
2,2,27124.8008,27582.2637,20368,20369,125.0,-3.0,LONG,0,0,20368:20369:LONG:-300
2,3,29535.3008,30033.418,30448,30449,125.0,-2.41,LONG,0,0,30448:30449:LONG:-241
2,4,25928.6992,25491.4102,40528,40529,125.0,-2.89,SHORT,0,0,40528:40529:SHORT:-289
2,5,27652.5996,28118.9648,50608,50609,125.0,-2.79,LONG,0,0,50608:50609:LONG:-279
2,6,29255.3008,29748.6953,60688,60689,125.0,-2.59,LONG,0,0,60688:60689:LONG:-259
2,7,25599.6992,25167.959,70768,70769,125.0,-2.79,SHORT,0,0,70768:70769:SHORT:-279
2,9,28981.8008,29470.582,90928,90929,125.0,-2.59,LONG,0,0,90928:90929:LONG:-259
2,0,29895.0996,30399.2852,209,210,125.0,-3.0,LONG,0,0,209:210:LONG:-300
2,1,26153.5,26594.582,10289,10290,125.0,-2.32,LONG,0,0,10289:10290:LONG:-232
2,2,27131.9004,27589.4844,20369,20370,125.0,-2.89,LONG,0,0,20369:20370:LONG:-289
2,3,29485.3008,29982.5742,30449,30450,125.0,-2.32,LONG,0,0,30449:30450:LONG:-232
2,4,25871.4004,25435.0781,40529,40530,125.0,-2.79,SHORT,0,0,40529:40530:SHORT:-279
2,6,29300.8008,28806.6406,60689,60690,125.0,-2.5,SHORT,0,0,60689:60690:SHORT:-250
2,7,25607.0996,25175.2344,70769,70770,125.0,-2.69,SHORT,0,0,70769:70770:SHORT:-269
2,9,28946.3008,28458.1191,90929,90930,125.0,-2.5,SHORT,0,0,90929:90930:SHORT:-250
2,0,29892.8008,30396.9473,210,211,125.0,-2.89,LONG,0,0,210:211:LONG:-289
2,1,26153.0,26594.0742,10290,10291,125.0,-2.24,LONG,0,0,10290:10291:LONG:-224
2,2,27130.6992,26673.1387,20370,20371,125.0,-2.79,SHORT,0,0,20370:20371:SHORT:-279
2,3,29460.8008,29957.6621,30450,30451,125.0,-2.24,LONG,0,0,30450:30451:LONG:-224
2,4,25929.1992,25491.9004,40530,40531,125.0,-2.69,SHORT,0,0,40530:40531:SHORT:-269
2,6,29347.5,28852.5527,60690,60691,125.0,-2.41,SHORT,0,0,60690:60691:SHORT:-241
2,7,25593.0,25161.373,70770,70771,125.0,-2.59,SHORT,0,0,70770:70771:SHORT:-259
2,0,29897.5996,30401.8262,211,212,125.0,-2.79,LONG,0,0,211:212:LONG:-279
2,1,26154.3008,26595.3965,10291,10292,125.0,-2.16,LONG,0,0,10291:10292:LONG:-216
2,2,27133.0,27590.6016,20371,20372,125.0,-2.69,LONG,0,0,20371:20372:LONG:-269
2,3,29389.0996,29884.75,30451,30452,125.0,-2.16,LONG,0,0,30451:30452:LONG:-216
2,4,25905.3008,25468.4062,40531,40532,125.0,-2.59,SHORT,0,0,40531:40532:SHORT:-259
2,6,29339.5996,28844.7852,60691,60692,125.0,-2.32,SHORT,0,0,60691:60692:SHORT:-232
2,7,25616.9004,25184.8691,70771,70772,125.0,-2.5,SHORT,0,0,70771:70772:SHORT:-250
2,9,28873.1992,29360.1504,90931,90932,125.0,-2.41,LONG,0,0,90931:90932:LONG:-241
2,0,29892.8008,30396.9473,212,213,125.0,-2.69,LONG,0,0,212:213:LONG:-269
2,1,26150.6992,26591.7344,10292,10293,125.0,-2.08,LONG,0,0,10292:10293:LONG:-208
2,2,27135.0,26677.3652,20372,20373,125.0,-2.59,SHORT,0,0,20372:20373:SHORT:-259
2,3,29414.1992,29910.2734,30452,30453,125.0,-2.08,LONG,0,0,30452:30453:LONG:-208
2,4,25876.0,25439.5996,40532,40533,125.0,-2.5,SHORT,0,0,40532:40533:SHORT:-250
2,6,29317.9004,28823.4512,60692,60693,125.0,-2.24,SHORT,0,0,60692:60693:SHORT:-224
2,7,25632.6992,25200.4023,70772,70773,125.0,-2.41,SHORT,0,0,70772:70773:SHORT:-241
2,9,28886.9004,29374.082,90932,90933,125.0,-2.32,LONG,0,0,90932:90933:LONG:-232
2,0,29894.3008,30398.4727,213,214,125.0,-2.59,LONG,0,0,213:214:LONG:-259
2,1,26146.3008,26587.2617,10293,10294,125.0,-2.01,LONG,0,0,10293:10294:LONG:-201
2,2,27139.0,26681.2988,20373,20374,125.0,-2.5,SHORT,0,0,20373:20374:SHORT:-250
2,3,29397.9004,29893.6992,30453,30454,125.0,-2.01,LONG,0,0,30453:30454:LONG:-201
2,4,25837.5996,25401.8457,40533,40534,125.0,-2.41,SHORT,0,0,40533:40534:SHORT:-241
2,6,29334.4004,28839.6738,60693,60694,125.0,-2.16,SHORT,0,0,60693:60694:SHORT:-216
2,7,25625.9004,25193.7168,70773,70774,125.0,-2.32,SHORT,0,0,70773:70774:SHORT:-232
2,9,28862.9004,28376.125,90933,90934,125.0,-2.24,SHORT,0,0,90933:90934:SHORT:-224
2,0,29892.8008,30396.9473,214,215,125.0,-2.5,LONG,0,0,214:215:LONG:-250
2,1,26139.1992,26580.041,10294,10295,125.0,-1.94,LONG,0,0,10294:10295:LONG:-194
2,2,27147.9004,26690.0488,20374,20375,125.0,-2.41,SHORT,0,0,20374:20375:SHORT:-241
2,3,29396.5996,29892.377,30454,30455,125.0,-1.93,LONG,0,0,30454:30455:LONG:-193
2,4,25858.1992,26294.3008,40534,40535,125.0,-2.32,LONG,0,0,40534:40535:LONG:-232
2,6,29330.0,28835.3477,60694,60695,125.0,-2.08,SHORT,0,0,60694:60695:SHORT:-208
2,7,25622.6992,25190.5703,70774,70775,125.0,-2.24,SHORT,0,0,70774:70775:SHORT:-224
2,8,26812.5996,27264.7969,80854,80855,125.0,-2.5,LONG,0,0,80854:80855:LONG:-250
2,9,28851.3008,28364.7207,90934,90935,125.0,-2.16,SHORT,0,0,90934:90935:SHORT:-216
2,0,29894.0996,30398.2676,215,216,125.0,-2.41,LONG,0,0,215:216:LONG:-241
2,1,26120.1992,26560.7207,10295,10296,125.0,-1.87,LONG,0,0,10295:10296:LONG:-187
2,2,27152.8008,26694.8672,20375,20376,125.0,-2.32,SHORT,0,0,20375:20376:SHORT:-232
2,3,29380.3008,29875.8027,30455,30456,125.0,-1.87,LONG,0,0,30455:30456:LONG:-187
2,4,25827.0,25391.4258,40535,40536,125.0,-2.24,SHORT,0,0,40535:40536:SHORT:-224
2,5,27929.8008,27458.7617,50615,50616,125.0,-2.69,SHORT,0,0,50615:50616:SHORT:-269
2,6,29329.9004,28835.25,60695,60696,125.0,-2.01,SHORT,0,0,60695:60696:SHORT:-201
2,7,25591.5,25159.8965,70775,70776,125.0,-2.16,SHORT,0,0,70775:70776:SHORT:-216
2,8,26788.4004,26336.6113,80855,80856,125.0,-2.41,SHORT,0,0,80855:80856:SHORT:-241
2,9,28858.3008,29345.0,90935,90936,125.0,-2.08,LONG,0,0,90935:90936:LONG:-208
2,1,26128.0,26568.6523,10296,10297,125.0,-1.8,LONG,0,0,10296:10297:LONG:-180
2,2,27142.4004,26684.6426,20376,20377,125.0,-2.24,SHORT,0,0,20376:20377:SHORT:-224
2,3,29377.9004,29873.3633,30456,30457,125.0,-1.8,LONG,0,0,30456:30457:LONG:-180
2,4,25783.0,25348.168,40536,40537,125.0,-2.16,SHORT,0,0,40536:40537:SHORT:-216
2,5,28000.0,28472.2246,50616,50617,125.0,-2.59,LONG,0,0,50616:50617:LONG:-259
2,6,29300.8008,28806.6406,60696,60697,125.0,-1.94,SHORT,0,0,60696:60697:SHORT:-194
2,7,25572.0,25140.7266,70776,70777,125.0,-2.08,SHORT,0,0,70776:70777:SHORT:-208
2,9,28871.1992,29358.1152,90936,90937,125.0,-2.01,LONG,0,0,90936:90937:LONG:-201
2,1,26135.6992,26576.4805,10297,10298,125.0,-1.73,LONG,0,0,10297:10298:LONG:-173
2,2,27145.6992,26687.8848,20377,20378,125.0,-2.16,SHORT,0,0,20377:20378:SHORT:-216
2,3,29363.4004,29858.6172,30457,30458,125.0,-1.73,LONG,0,0,30457:30458:LONG:-173
2,4,25797.0,26232.0703,40537,40538,125.0,-2.08,LONG,0,0,40537:40538:LONG:-208
2,5,28006.1992,28478.5273,50617,50618,125.0,-2.5,LONG,0,0,50617:50618:LONG:-250
2,6,29330.8008,28836.1348,60697,60698,125.0,-1.87,SHORT,0,0,60697:60698:SHORT:-187
2,7,25588.5996,26020.1543,70777,70778,125.0,-2.01,LONG,0,0,70777:70778:LONG:-201
2,9,28856.5,28369.832,90937,90938,125.0,-1.94,SHORT,0,0,90937:90938:SHORT:-194
2,1,26128.3008,26568.959,10298,10299,125.0,-1.67,LONG,0,0,10298:10299:LONG:-167
2,2,27147.6992,26689.8516,20378,20379,125.0,-2.08,SHORT,0,0,20378:20379:SHORT:-208
2,3,29351.0,29846.0078,30458,30459,125.0,-1.67,LONG,0,0,30458:30459:LONG:-167
2,4,25809.8008,26245.0859,40538,40539,125.0,-2.01,LONG,0,0,40538:40539:LONG:-201
2,5,27972.0996,27500.3477,50618,50619,125.0,-2.41,SHORT,0,0,50618:50619:SHORT:-241
2,6,29305.0996,28810.8672,60698,60699,125.0,-1.8,SHORT,0,0,60698:60699:SHORT:-180
2,7,25566.4004,25135.2207,70778,70779,125.0,-1.94,SHORT,0,0,70778:70779:SHORT:-194
2,1,26137.1992,26578.0059,10299,10300,125.0,-1.61,LONG,0,0,10299:10300:LONG:-161
2,2,27136.5,26678.8418,20379,20380,125.0,-2.01,SHORT,0,0,20379:20380:SHORT:-201
2,3,29370.6992,29866.0391,30459,30460,125.0,-1.61,LONG,0,0,30459:30460:LONG:-161
2,4,25802.3008,25367.1426,40539,40540,125.0,-1.93,SHORT,0,0,40539:40540:SHORT:-193
2,5,27831.4004,28300.7812,50619,50620,125.0,-2.32,LONG,0,0,50619:50620:LONG:-232
2,6,29275.0,28781.2754,60699,60700,125.0,-1.73,SHORT,0,0,60699:60700:SHORT:-173
2,7,25565.5,25134.3359,70779,70780,125.0,-1.87,SHORT,0,0,70779:70780:SHORT:-187
2,0,29915.3008,29410.7773,220,221,125.0,-2.32,SHORT,0,0,220:221:SHORT:-232
2,1,26137.6992,26578.5156,10300,10301,125.0,-1.55,LONG,0,0,10300:10301:LONG:-155
2,2,27130.3008,26672.7461,20380,20381,125.0,-1.94,SHORT,0,0,20380:20381:SHORT:-194
2,3,29370.3008,29865.6348,30460,30461,125.0,-1.55,LONG,0,0,30460:30461:LONG:-155
2,4,25810.4004,26245.6953,40540,40541,125.0,-1.87,LONG,0,0,40540:40541:LONG:-187
2,5,27882.8008,28353.0488,50620,50621,125.0,-2.24,LONG,0,0,50620:50621:LONG:-224
2,6,29266.1992,28772.623,60700,60701,125.0,-1.67,SHORT,0,0,60700:60701:SHORT:-167
2,7,25561.0,25129.9121,70780,70781,125.0,-1.8,SHORT,0,0,70780:70781:SHORT:-180
2,9,28890.1992,28402.9629,90940,90941,125.0,-1.87,SHORT,0,0,90940:90941:SHORT:-187
2,0,29918.0,30422.5703,221,222,125.0,-2.24,LONG,0,0,221:222:LONG:-224
2,1,26150.8008,26591.8379,10301,10302,125.0,-1.5,LONG,0,0,10301:10302:LONG:-150
2,3,29375.1992,29870.6152,30461,30462,125.0,-1.5,LONG,0,0,30461:30462:LONG:-150
2,4,25924.1992,25486.9863,40541,40542,125.0,-1.8,SHORT,0,0,40541:40542:SHORT:-180
2,5,27905.5996,28376.2305,50621,50622,125.0,-2.16,LONG,0,0,50621:50622:LONG:-216
2,6,29271.5996,29765.2695,60701,60702,125.0,-1.61,LONG,0,0,60701:60702:LONG:-161
2,7,25585.8008,26017.3086,70781,70782,125.0,-1.73,LONG,0,0,70781:70782:LONG:-173
2,9,28933.5,28445.5352,90941,90942,125.0,-1.8,SHORT,0,0,90941:90942:SHORT:-180
2,0,29916.0996,29411.5625,222,223,125.0,-2.16,SHORT,0,0,222:223:SHORT:-216
2,1,26142.0,25701.1133,10302,10303,125.0,-1.44,SHORT,0,0,10302:10303:SHORT:-144
2,2,27130.0996,27587.6523,20382,20383,125.0,-1.87,LONG,0,0,20382:20383:LONG:-187
2,3,29362.1992,29857.3965,30462,30463,125.0,-1.44,LONG,0,0,30462:30463:LONG:-144
2,4,25961.8008,25523.9531,40542,40543,125.0,-1.73,SHORT,0,0,40542:40543:SHORT:-173
2,5,27861.5,28331.3887,50622,50623,125.0,-2.08,LONG,0,0,50622:50623:LONG:-208
2,7,25564.0996,25132.959,70782,70783,125.0,-1.67,SHORT,0,0,70782:70783:SHORT:-167
2,8,26722.8008,26272.1191,80862,80863,125.0,-2.32,SHORT,0,0,80862:80863:SHORT:-232
2,9,28893.3008,28406.0137,90942,90943,125.0,-1.73,SHORT,0,0,90942:90943:SHORT:-173
2,3,29398.8008,29894.6152,30463,30464,125.0,-1.39,LONG,0,0,30463:30464:LONG:-139
2,4,25888.0,25451.3965,40543,40544,125.0,-1.67,SHORT,0,0,40543:40544:SHORT:-167
2,5,27894.9004,28365.3516,50623,50624,125.0,-2.01,LONG,0,0,50623:50624:LONG:-201
2,6,29290.3008,29784.2852,60703,60704,125.0,-1.55,LONG,0,0,60703:60704:LONG:-155
2,7,25584.6992,26016.1895,70783,70784,125.0,-1.61,LONG,0,0,70783:70784:LONG:-161
2,8,26708.1992,26257.7637,80863,80864,125.0,-2.24,SHORT,0,0,80863:80864:SHORT:-224
2,9,28865.5,28378.6816,90943,90944,125.0,-1.67,SHORT,0,0,90943:90944:SHORT:-167
2,1,26144.0,25703.0801,10304,10305,125.0,-1.39,SHORT,0,0,10304:10305:SHORT:-139
2,3,29387.5,28891.877,30464,30465,125.0,-1.34,SHORT,0,0,30464:30465:SHORT:-134
2,4,25853.6992,25417.6738,40544,40545,125.0,-1.61,SHORT,0,0,40544:40545:SHORT:-161
2,5,27926.3008,28397.2812,50624,50625,125.0,-1.93,LONG,0,0,50624:50625:LONG:-193
2,6,29299.3008,28805.166,60704,60705,125.0,-1.5,SHORT,0,0,60704:60705:SHORT:-150
2,7,25595.5996,25163.9277,70784,70785,125.0,-1.55,SHORT,0,0,70784:70785:SHORT:-155
2,8,26684.0996,26234.0703,80864,80865,125.0,-2.16,SHORT,0,0,80864:80865:SHORT:-216
2,9,28899.5,28412.1074,90944,90945,125.0,-1.61,SHORT,0,0,90944:90945:SHORT:-161
2,2,27105.9004,27563.0449,20385,20386,125.0,-1.8,LONG,0,0,20385:20386:LONG:-180
2,3,29382.3008,28886.7656,30465,30466,125.0,-1.29,SHORT,0,0,30465:30466:SHORT:-129
2,4,25850.0996,25414.1367,40545,40546,125.0,-1.55,SHORT,0,0,40545:40546:SHORT:-155
2,5,27916.6992,27445.8828,50625,50626,125.0,-1.87,SHORT,0,0,50625:50626:SHORT:-187
2,6,29324.0,28829.4492,60705,60706,125.0,-1.44,SHORT,0,0,60705:60706:SHORT:-144
2,7,25593.9004,25162.2578,70785,70786,125.0,-1.5,SHORT,0,0,70785:70786:SHORT:-150
2,8,26686.5,27136.5723,80865,80866,125.0,-2.08,LONG,0,0,80865:80866:LONG:-208
2,9,28904.5,28417.0234,90945,90946,125.0,-1.55,SHORT,0,0,90945:90946:SHORT:-155
2,2,27125.5,27582.9746,20386,20387,125.0,-1.73,LONG,0,0,20386:20387:LONG:-173
2,3,29367.6992,28872.4102,30466,30467,125.0,-1.25,SHORT,0,0,30466:30467:SHORT:-125
2,4,25860.8008,26296.9473,40546,40547,125.0,-1.5,LONG,0,0,40546:40547:LONG:-150
2,5,27892.0,28362.4023,50626,50627,125.0,-1.8,LONG,0,0,50626:50627:LONG:-180
2,7,25594.0,25162.3555,70786,70787,125.0,-1.44,SHORT,0,0,70786:70787:SHORT:-144
2,8,26645.0996,26195.7285,80866,80867,125.0,-2.01,SHORT,0,0,80866:80867:SHORT:-201
2,9,28958.8008,28470.4082,90946,90947,125.0,-1.5,SHORT,0,0,90946:90947:SHORT:-150
2,2,27105.0996,26647.9707,20387,20388,125.0,-1.67,SHORT,0,0,20387:20388:SHORT:-167
2,3,29360.5,28865.332,30467,30468,125.0,-1.2,SHORT,0,0,30467:30468:SHORT:-120
2,4,25809.9004,25374.6152,40547,40548,125.0,-1.44,SHORT,0,0,40547:40548:SHORT:-144
2,5,27901.0,28371.5547,50627,50628,125.0,-1.73,LONG,0,0,50627:50628:LONG:-173
2,7,25606.5,25174.6445,70787,70788,125.0,-1.39,SHORT,0,0,70787:70788:SHORT:-139
2,8,26679.0996,26229.1543,80867,80868,125.0,-1.94,SHORT,0,0,80867:80868:SHORT:-194
2,9,28930.1992,28442.2891,90947,90948,125.0,-1.44,SHORT,0,0,90947:90948:SHORT:-144
2,2,27128.0,26670.4844,20388,20389,125.0,-1.61,SHORT,0,0,20388:20389:SHORT:-161
2,3,29358.0996,28862.9727,30468,30469,125.0,-1.16,SHORT,0,0,30468:30469:SHORT:-116
2,5,27901.3008,28371.8594,50628,50629,125.0,-1.67,LONG,0,0,50628:50629:LONG:-167
2,6,29066.6992,29556.9121,60708,60709,125.0,-1.39,LONG,0,0,60708:60709:LONG:-139
2,7,25560.5,25129.4199,70788,70789,125.0,-1.34,SHORT,0,0,70788:70789:SHORT:-134
2,8,26656.1992,26206.6406,80868,80869,125.0,-1.87,SHORT,0,0,80868:80869:SHORT:-187
2,9,28929.1992,28441.3066,90948,90949,125.0,-1.39,SHORT,0,0,90948:90949:SHORT:-139
2,0,29941.1992,30446.1621,229,230,125.0,-2.08,LONG,0,0,229:230:LONG:-208
2,2,27139.0996,26681.3965,20389,20390,125.0,-1.55,SHORT,0,0,20389:20390:SHORT:-155
2,3,29299.1992,29793.334,30469,30470,125.0,-1.12,LONG,0,0,30469:30470:LONG:-112
2,5,27854.0996,28323.8633,50629,50630,125.0,-1.61,LONG,0,0,50629:50630:LONG:-161
2,6,29080.6992,29571.1484,60709,60710,125.0,-1.34,LONG,0,0,60709:60710:LONG:-134
2,8,26624.8008,26175.7715,80869,80870,125.0,-1.8,SHORT,0,0,80869:80870:SHORT:-180
2,9,28959.0,28470.6035,90949,90950,125.0,-1.34,SHORT,0,0,90949:90950:SHORT:-134
2,0,29957.8008,30463.043,230,231,125.0,-2.01,LONG,0,0,230:231:LONG:-201
2,1,26165.1992,25723.9219,10310,10311,125.0,-1.34,SHORT,0,0,10310:10311:SHORT:-134
2,2,27139.1992,26681.4941,20390,20391,125.0,-1.5,SHORT,0,0,20390:20391:SHORT:-150
2,3,29325.5996,29820.1797,30470,30471,125.0,-1.08,LONG,0,0,30470:30471:LONG:-108
2,5,27831.4004,28300.7812,50630,50631,125.0,-1.55,LONG,0,0,50630:50631:LONG:-155
2,6,29104.4004,29595.25,60710,60711,125.0,-1.29,LONG,0,0,60710:60711:LONG:-129
2,7,25518.6992,25949.0762,70790,70791,125.0,-1.29,LONG,0,0,70790:70791:LONG:-129
2,8,26665.1992,26215.4883,80870,80871,125.0,-1.73,SHORT,0,0,80870:80871:SHORT:-173
2,9,28981.9004,28493.1191,90950,90951,125.0,-1.29,SHORT,0,0,90950:90951:SHORT:-129
2,1,26163.1992,25721.9551,10311,10312,125.0,-1.29,SHORT,0,0,10311:10312:SHORT:-129
2,2,27132.4004,26674.8105,20391,20392,125.0,-1.44,SHORT,0,0,20391:20392:SHORT:-144
2,3,29308.9004,28814.6035,30471,30472,125.0,-1.04,SHORT,0,0,30471:30472:SHORT:-104
2,5,27849.6992,28319.3887,50631,50632,125.0,-1.5,LONG,0,0,50631:50632:LONG:-150
2,6,29141.4004,29632.873,60711,60712,125.0,-1.25,LONG,0,0,60711:60712:LONG:-125
2,7,25505.8008,25075.6426,70791,70792,125.0,-1.25,SHORT,0,0,70791:70792:SHORT:-125
2,8,26618.1992,26169.2812,80871,80872,125.0,-1.67,SHORT,0,0,80871:80872:SHORT:-167
2,9,28969.1992,28480.6309,90951,90952,125.0,-1.25,SHORT,0,0,90951:90952:SHORT:-125
2,1,26160.5,25719.3008,10312,10313,125.0,-1.25,SHORT,0,0,10312:10313:SHORT:-125
2,2,27113.5,26656.2285,20392,20393,125.0,-1.39,SHORT,0,0,20392:20393:SHORT:-139
2,3,29314.8008,29809.1992,30472,30473,125.0,-1.0,LONG,0,0,30472:30473:LONG:-100
2,5,27891.5996,28361.9961,50632,50633,125.0,-1.44,LONG,0,0,50632:50633:LONG:-144
2,6,29157.1992,29648.9395,60712,60713,125.0,-1.2,LONG,0,0,60712:60713:LONG:-120
2,7,25563.9004,25132.7637,70792,70793,125.0,-1.2,SHORT,0,0,70792:70793:SHORT:-120
2,8,26701.4004,26251.0801,80872,80873,125.0,-1.61,SHORT,0,0,80872:80873:SHORT:-161
2,9,28952.6992,28464.4102,90952,90953,125.0,-1.2,SHORT,0,0,90952:90953:SHORT:-120
2,1,26148.6992,26589.7012,10313,10314,125.0,-1.2,LONG,0,0,10313:10314:LONG:-120
2,2,27126.0996,26668.6152,20393,20394,125.0,-1.34,SHORT,0,0,20393:20394:SHORT:-134
2,3,29298.4004,29792.5215,30473,30474,125.0,-1.0,LONG,0,0,30473:30474:LONG:-100
2,5,27906.9004,28377.5547,50633,50634,125.0,-1.39,LONG,0,0,50633:50634:LONG:-139
2,6,29188.0,28695.7422,60713,60714,125.0,-1.16,SHORT,0,0,60713:60714:SHORT:-116
2,7,25602.0996,25170.3184,70793,70794,125.0,-1.16,SHORT,0,0,70793:70794:SHORT:-116
2,8,26679.1992,26229.252,80873,80874,125.0,-1.55,SHORT,0,0,80873:80874:SHORT:-155
2,9,28943.1992,28455.0703,90953,90954,125.0,-1.16,SHORT,0,0,90953:90954:SHORT:-116
2,0,29972.3008,29466.8164,234,235,125.0,-1.94,SHORT,0,0,234:235:SHORT:-194
2,1,26134.6992,26575.4648,10314,10315,125.0,-1.16,LONG,0,0,10314:10315:LONG:-116
2,2,27128.4004,26670.877,20394,20395,125.0,-1.29,SHORT,0,0,20394:20395:SHORT:-129
2,3,29279.9004,29773.709,30474,30475,125.0,-1.0,LONG,0,0,30474:30475:LONG:-100
2,6,29167.3008,28675.3926,60714,60715,125.0,-1.12,SHORT,0,0,60714:60715:SHORT:-112
2,7,25601.0,25169.2363,70794,70795,125.0,-1.12,SHORT,0,0,70794:70795:SHORT:-112
2,8,26670.6992,26220.8965,80874,80875,125.0,-1.5,SHORT,0,0,80874:80875:SHORT:-150
