BotID,Cycle,EntryPrice,ExitPrice,EntryBar,ExitBar,Leverage,PnL,Direction,ChunkID,OutOfCycle,Signature
1,4,26320.1992,26366.0,43989,44097,19.0,-0.05,SHORT,0,0,43989:44097:SHORT:-5
1,4,26143.6992,26366.0,44012,44097,19.0,-0.18,SHORT,0,0,44012:44097:SHORT:-18
1,4,26366.0,26532.0,44097,44100,19.0,0.11,LONG,0,0,44097:44100:LONG:11
1,4,26500.0,26532.0,44099,44100,19.0,0.01,LONG,0,0,44099:44100:LONG:1
1,3,29833.5996,29651.0996,33847,34027,19.0,-0.13,LONG,0,0,33847:34027:LONG:-13
1,3,29873.0,29651.0996,33853,34027,19.0,-0.16,LONG,0,0,33853:34027:LONG:-16
1,0,29153.4004,29074.6992,3631,3832,19.0,-0.07,LONG,0,0,3631:3832:LONG:-7
1,0,29212.0996,29074.6992,3632,3832,19.0,-0.1,LONG,0,0,3632:3832:LONG:-10
1,3,29651.0996,29531.5,34027,34084,19.0,0.06,SHORT,0,0,34027:34084:SHORT:6
1,3,29593.3008,29531.5,34079,34084,19.0,0.03,SHORT,0,0,34079:34084:SHORT:3
1,4,26532.0,26394.0996,44100,44181,19.0,0.08,SHORT,0,0,44100:44181:SHORT:8
1,4,26428.6992,26394.0996,44101,44181,19.0,0.01,SHORT,0,0,44101:44181:SHORT:1
1,0,29074.6992,29070.5,3832,3872,19.0,-0.01,SHORT,0,0,3832:3872:SHORT:-1
1,3,29531.5,29527.8008,34084,34124,19.0,-0.02,LONG,0,0,34084:34124:LONG:-2
1,0,29070.5,29074.0,3872,3891,19.0,-0.01,LONG,0,0,3872:3891:LONG:-1
1,0,29085.9004,29074.0,3873,3891,19.0,-0.02,LONG,0,0,3873:3891:LONG:-2
1,1,25873.6992,25866.0996,13950,13980,19.0,-0.02,LONG,0,0,13950:13980:LONG:-2
1,0,29074.0,29012.5996,3891,3920,19.0,0.03,SHORT,0,0,3891:3920:SHORT:3
1,3,29527.8008,29546.0,34124,34160,19.0,-0.03,SHORT,0,0,34124:34160:SHORT:-3
1,0,29055.1992,29012.5996,3897,3920,19.0,0.01,SHORT,0,0,3897:3920:SHORT:1
1,3,29610.1992,29546.0,34158,34160,19.0,0.03,SHORT,0,0,34158:34160:SHORT:3
1,1,25848.6992,25870.5,13983,14006,19.0,0.0,LONG,0,0,13983:14006:LONG:0
1,1,25856.0996,25837.5,14007,14009,19.0,-0.03,LONG,0,0,14007:14009:LONG:-3
1,1,25818.0,25829.3008,14012,14015,19.0,-0.01,LONG,0,0,14012:14015:LONG:-1
1,3,29546.0,29718.0996,34160,34176,19.0,0.1,LONG,0,0,34160:34176:LONG:10
1,3,29718.0996,29475.0996,34176,34184,19.0,0.14,SHORT,0,0,34176:34184:SHORT:14
1,2,27091.6992,26900.0,23892,24110,19.0,-0.15,LONG,0,0,23892:24110:LONG:-15
1,2,26937.6992,26900.0,23894,24110,19.0,-0.04,LONG,0,0,23894:24110:LONG:-4
1,2,26900.0,26893.3008,24110,24112,19.0,-0.01,SHORT,0,0,24110:24112:SHORT:-1
1,0,29012.5996,29037.0,3920,3956,19.0,0.0,LONG,0,0,3920:3956:LONG:0
1,0,29011.3008,29037.0,3921,3956,19.0,0.0,LONG,0,0,3921:3956:LONG:0
1,2,26893.3008,26932.3008,24112,24120,19.0,0.01,LONG,0,0,24112:24120:LONG:1
1,0,29037.0,29065.5996,3956,3976,19.0,-0.03,SHORT,0,0,3956:3976:SHORT:-3
1,4,26394.0996,26703.0996,44181,44311,19.0,0.21,LONG,0,0,44181:44311:LONG:21
1,4,26462.6992,26703.0996,44231,44311,19.0,0.16,LONG,0,0,44231:44311:LONG:16
1,0,29065.5996,29090.0,3976,3995,19.0,0.0,LONG,0,0,3976:3995:LONG:0
1,2,26932.3008,26819.0,24120,24185,19.0,0.07,SHORT,0,0,24120:24185:SHORT:7
1,2,26829.8008,26819.0,24173,24185,19.0,-0.01,SHORT,0,0,24173:24185:SHORT:-1
1,1,25910.3008,25890.0,14029,14111,19.0,-0.03,LONG,0,0,14029:14111:LONG:-3
1,1,25889.0,25890.0,14030,14111,19.0,-0.01,LONG,0,0,14030:14111:LONG:-1
1,0,29090.0,29067.6992,3995,4033,19.0,0.0,SHORT,0,0,3995:4033:SHORT:0
1,0,29075.8008,29067.6992,4030,4033,19.0,-0.01,SHORT,0,0,4030:4033:SHORT:-1
1,2,26819.0,26906.6992,24185,24237,19.0,0.05,LONG,0,0,24185:24237:LONG:5
1,2,26843.3008,26906.6992,24217,24237,19.0,0.03,LONG,0,0,24217:24237:LONG:3
1,2,26906.6992,26890.0,24237,24238,19.0,-0.0,SHORT,0,0,24237:24238:SHORT:0
1,0,29067.6992,29071.0,4033,4085,19.0,-0.01,LONG,0,0,4033:4085:LONG:-1
1,0,29037.4004,29071.0,4079,4085,19.0,0.01,LONG,0,0,4079:4085:LONG:1
1,1,25851.0,25847.5996,14153,14175,19.0,-0.02,LONG,0,0,14153:14175:LONG:-2
1,1,25844.6992,25847.5996,14154,14175,19.0,-0.01,LONG,0,0,14154:14175:LONG:-1
1,1,25872.5996,25790.9004,14181,14188,19.0,-0.07,LONG,0,0,14181:14188:LONG:-7
1,3,29475.0996,29406.4004,34184,34360,19.0,-0.06,LONG,0,0,34184:34360:LONG:-6
1,0,29071.0,29056.5996,4085,4131,19.0,-0.0,SHORT,0,0,4085:4131:SHORT:0
1,0,29083.4004,29056.5996,4119,4131,19.0,0.0,SHORT,0,0,4119:4131:SHORT:0
1,0,29056.5996,29050.3008,4131,4135,19.0,-0.02,LONG,0,0,4131:4135:LONG:-2
1,3,29406.4004,29485.5,34360,34380,19.0,-0.06,SHORT,0,0,34360:34380:SHORT:-6
1,0,29050.3008,29104.8008,4135,4150,19.0,-0.05,SHORT,0,0,4135:4150:SHORT:-5
1,2,26890.0,26885.5,24238,24312,19.0,-0.02,LONG,0,0,24238:24312:LONG:-2
1,2,26878.1992,26885.5,24307,24312,19.0,-0.01,LONG,0,0,24307:24312:LONG:-1
1,2,26885.5,26899.8008,24312,24313,19.0,-0.02,SHORT,0,0,24312:24313:SHORT:-2
1,1,25790.0996,25865.3008,14189,14237,19.0,0.04,LONG,0,0,14189:14237:LONG:4
1,2,26899.8008,26897.8008,24313,24318,19.0,-0.02,LONG,0,0,24313:24318:LONG:-2
1,4,26703.0996,26628.1992,44311,44484,19.0,0.04,SHORT,0,0,44311:44484:SHORT:4
1,4,26536.3008,26628.1992,44349,44484,19.0,-0.08,SHORT,0,0,44349:44484:SHORT:-8
1,4,26628.1992,26642.5996,44484,44491,19.0,-0.0,LONG,0,0,44484:44491:LONG:0
1,3,29485.5,29384.5996,34380,34418,19.0,-0.08,LONG,0,0,34380:34418:LONG:-8
1,3,29384.5996,29406.4004,34418,34419,19.0,-0.03,SHORT,0,0,34418:34419:SHORT:-3
1,2,26897.8008,26862.0,24318,24349,19.0,0.01,SHORT,0,0,24318:24349:SHORT:1
1,2,26915.6992,26862.0,24325,24349,19.0,0.02,SHORT,0,0,24325:24349:SHORT:2
1,4,26642.5996,26547.5,44491,44511,19.0,0.05,SHORT,0,0,44491:44511:SHORT:5
1,4,26588.5996,26547.5,44510,44511,19.0,0.02,SHORT,0,0,44510:44511:SHORT:2
1,2,26862.0,26858.3008,24349,24352,19.0,-0.02,LONG,0,0,24349:24352:LONG:-2
1,2,26857.0,26858.3008,24350,24352,19.0,-0.01,LONG,0,0,24350:24352:LONG:-1
1,2,26858.3008,26837.5,24352,24363,19.0,0.0,SHORT,0,0,24352:24363:SHORT:0
1,3,29406.4004,29430.6992,34419,34458,19.0,0.0,LONG,0,0,34419:34458:LONG:0
1,3,29420.5,29430.6992,34446,34458,19.0,-0.01,LONG,0,0,34446:34458:LONG:-1
1,3,29430.6992,29460.1992,34458,34461,19.0,-0.03,SHORT,0,0,34458:34461:SHORT:-3
1,1,26326.4004,25915.5898,13572,14403,19.0,0.28,SHORT,0,0,13572:14403:SHORT:28
1,1,26323.6992,25915.5898,13616,14403,19.0,0.28,SHORT,0,0,13616:14403:SHORT:28
1,1,25726.5996,26018.3008,14342,14406,19.0,0.2,LONG,0,0,14342:14406:LONG:20
1,1,25749.4004,26018.3008,14373,14406,19.0,0.18,LONG,0,0,14373:14406:LONG:18
1,3,29460.1992,29408.3008,34461,34573,19.0,-0.05,LONG,0,0,34461:34573:LONG:-5
1,3,29548.3008,29408.3008,34466,34573,19.0,-0.1,LONG,0,0,34466:34573:LONG:-10
1,3,29408.3008,29402.5996,34573,34607,19.0,-0.01,SHORT,0,0,34573:34607:SHORT:-1
1,3,29414.3008,29402.5996,34604,34607,19.0,-0.01,SHORT,0,0,34604:34607:SHORT:-1
1,3,29402.5996,29396.6992,34607,34617,19.0,-0.02,LONG,0,0,34607:34617:LONG:-2
1,3,29396.6992,29399.0996,34617,34628,19.0,-0.02,SHORT,0,0,34617:34628:SHORT:-2
1,0,29104.8008,29143.4004,4150,4409,19.0,0.01,LONG,0,0,4150:4409:LONG:1
1,0,29092.5,29143.4004,4151,4409,19.0,0.02,LONG,0,0,4151:4409:LONG:2
1,1,26018.3008,25875.5996,14406,14496,19.0,0.09,SHORT,0,0,14406:14496:SHORT:9
1,3,29399.0996,29395.6992,34628,34656,19.0,-0.02,LONG,0,0,34628:34656:LONG:-2
1,1,25921.9004,25875.5996,14407,14496,19.0,0.02,SHORT,0,0,14407:14496:SHORT:2
1,3,29385.0,29395.6992,34629,34656,19.0,-0.01,LONG,0,0,34629:34656:LONG:-1
1,3,29395.6992,29406.4004,34656,34666,19.0,-0.02,SHORT,0,0,34656:34666:SHORT:-2
1,4,26547.5,26503.6992,44511,44748,19.0,-0.05,LONG,0,0,44511:44748:LONG:-5
1,4,26460.1992,26503.6992,44519,44748,19.0,0.02,LONG,0,0,44519:44748:LONG:2
1,3,29406.4004,29406.1992,34666,34694,19.0,-0.01,LONG,0,0,34666:34694:LONG:-1
1,3,29415.4004,29406.1992,34667,34694,19.0,-0.02,LONG,0,0,34667:34694:LONG:-2
1,4,26503.6992,26541.6992,44748,44782,19.0,-0.04,SHORT,0,0,44748:44782:SHORT:-4
1,3,29406.1992,29423.9004,34694,34719,19.0,-0.03,SHORT,0,0,34694:34719:SHORT:-3
1,3,29425.6992,29423.9004,34707,34719,19.0,-0.01,SHORT,0,0,34707:34719:SHORT:-1
1,0,29143.4004,29131.9004,4409,4498,19.0,-0.01,SHORT,0,0,4409:4498:SHORT:-1
1,0,29139.6992,29131.9004,4472,4498,19.0,-0.01,SHORT,0,0,4472:4498:SHORT:-1
1,3,29423.9004,29425.5996,34719,34739,19.0,-0.01,LONG,0,0,34719:34739:LONG:-1
1,1,25875.5996,25719.5,14496,14586,19.0,-0.13,LONG,0,0,14496:14586:LONG:-13
1,2,26837.5,29103.0312,24363,24667,19.0,1.59,LONG,0,0,24363:24667:LONG:159
1,2,26835.9004,29103.0312,24364,24667,19.0,1.59,LONG,0,0,24364:24667:LONG:159
1,3,29425.5996,29425.9004,34739,34756,19.0,-0.01,SHORT,0,0,34739:34756:SHORT:-1
1,4,26541.6992,26619.6992,44782,44876,19.0,0.04,LONG,0,0,44782:44876:LONG:4
1,4,26519.0,26619.6992,44786,44876,19.0,0.06,LONG,0,0,44786:44876:LONG:6
1,4,26619.6992,26583.5,44876,44877,19.0,0.01,SHORT,0,0,44876:44877:SHORT:1
1,3,29425.9004,29418.5,34756,34800,19.0,-0.02,LONG,0,0,34756:34800:LONG:-2
1,2,28185.3008,28484.6758,24668,24739,19.0,0.19,LONG,0,0,24668:24739:LONG:19
1,4,26583.5,26523.3008,44877,44944,19.0,-0.06,LONG,0,0,44877:44944:LONG:-6
1,4,26547.6992,26523.3008,44922,44944,19.0,-0.03,LONG,0,0,44922:44944:LONG:-3
1,2,28916.4004,28369.8008,24667,24798,19.0,-0.37,LONG,0,0,24667:24798:LONG:-37
1,3,29418.5,29451.8008,34800,34884,19.0,-0.04,SHORT,0,0,34800:34884:SHORT:-4
1,3,29427.1992,29451.8008,34810,34884,19.0,-0.03,SHORT,0,0,34810:34884:SHORT:-3
1,3,29451.8008,29451.8008,34884,34885,19.0,-0.01,LONG,0,0,34884:34885:LONG:-1
1,0,29131.9004,29165.5996,4498,4667,19.0,0.01,LONG,0,0,4498:4667:LONG:1
1,0,29084.5,29165.5996,4499,4667,19.0,0.04,LONG,0,0,4499:4667:LONG:4
1,1,25719.5,25250.0,14586,14749,19.0,0.33,SHORT,0,0,14586:14749:SHORT:33
1,3,29451.8008,29414.5,34885,34909,19.0,0.01,SHORT,0,0,34885:34909:SHORT:1
1,1,25665.6992,25250.0,14588,14749,19.0,0.29,SHORT,0,0,14588:14749:SHORT:29
1,3,29451.8008,29414.5,34886,34909,19.0,0.01,SHORT,0,0,34886:34909:SHORT:1
1,2,28369.8008,28090.0,24798,24841,19.0,0.17,SHORT,0,0,24798:24841:SHORT:17
1,4,26523.3008,26559.1992,44944,45010,19.0,-0.04,SHORT,0,0,44944:45010:SHORT:-4
1,4,26515.6992,26559.1992,44954,45010,19.0,-0.04,SHORT,0,0,44954:45010:SHORT:-4
1,1,25280.0996,25717.3281,14749,14772,19.0,0.31,LONG,0,0,14749:14772:LONG:31
1,1,25345.8008,25717.3281,14750,14772,19.0,0.26,LONG,0,0,14750:14772:LONG:26
1,0,29165.5996,29257.8008,4667,4698,19.0,-0.07,SHORT,0,0,4667:4698:SHORT:-7
1,0,29230.5,29257.8008,4687,4698,19.0,-0.03,SHORT,0,0,4687:4698:SHORT:-3
1,0,29257.8008,29304.0,4698,4701,19.0,0.02,LONG,0,0,4698:4701:LONG:2
1,0,29304.0,29259.4004,4701,4702,19.0,0.01,SHORT,0,0,4701:4702:SHORT:1
1,3,29414.5,29389.5996,34909,34945,19.0,-0.03,LONG,0,0,34909:34945:LONG:-3
1,3,29405.6992,29389.5996,34911,34945,19.0,-0.02,LONG,0,0,34911:34945:LONG:-2
1,4,26559.1992,26525.5996,45010,45033,19.0,-0.04,LONG,0,0,45010:45033:LONG:-4
1,3,29389.5996,29402.5996,34945,34956,19.0,-0.02,SHORT,0,0,34945:34956:SHORT:-2
1,3,29402.5996,29396.5,34956,34972,19.0,-0.02,LONG,0,0,34956:34972:LONG:-2
1,3,29396.5,29410.3008,34972,34980,19.0,-0.02,SHORT,0,0,34972:34980:SHORT:-2
1,4,26525.5996,26553.5,45033,45060,19.0,-0.03,SHORT,0,0,45033:45060:SHORT:-3
1,2,28090.0,28567.0,24841,24916,19.0,0.31,LONG,0,0,24841:24916:LONG:31
1,2,28411.0996,28567.0,24886,24916,19.0,0.09,LONG,0,0,24886:24916:LONG:9
1,3,29410.3008,29399.6992,34980,35003,19.0,-0.02,LONG,0,0,34980:35003:LONG:-2
1,3,29399.6992,29386.8008,35003,35012,19.0,-0.01,SHORT,0,0,35003:35012:SHORT:-1
1,3,29386.8008,29380.3008,35012,35033,19.0,-0.02,LONG,0,0,35012:35033:LONG:-2
1,3,29373.9004,29380.3008,35013,35033,19.0,-0.01,LONG,0,0,35013:35033:LONG:-1
1,3,29380.3008,29374.8008,35033,35051,19.0,-0.01,SHORT,0,0,35033:35051:SHORT:-1
1,4,26553.5,26539.9004,45060,45131,19.0,-0.02,LONG,0,0,45060:45131:LONG:-2
1,4,26567.8008,26539.9004,45070,45131,19.0,-0.03,LONG,0,0,45070:45131:LONG:-3
1,3,29374.8008,29372.5,35051,35060,19.0,-0.02,LONG,0,0,35051:35060:LONG:-2
1,3,29361.3008,29372.5,35057,35060,19.0,-0.01,LONG,0,0,35057:35060:LONG:-1
1,3,29372.5,29343.5996,35060,35065,19.0,0.0,SHORT,0,0,35060:35065:SHORT:0
1,3,29361.5996,29343.5996,35064,35065,19.0,-0.0,SHORT,0,0,35064:35065:SHORT:0
1,3,29343.5996,29420.0,35065,35080,19.0,0.04,LONG,0,0,35065:35080:LONG:4
1,3,29334.0996,29420.0,35066,35080,19.0,0.04,LONG,0,0,35066:35080:LONG:4
1,3,29420.0,29408.8008,35080,35081,19.0,-0.01,SHORT,0,0,35080:35081:SHORT:-1
1,3,29408.8008,29419.5996,35081,35097,19.0,-0.01,LONG,0,0,35081:35097:LONG:-1
1,4,26539.9004,26439.1992,45131,45204,19.0,0.06,SHORT,0,0,45131:45204:SHORT:6
1,4,26569.4004,26439.1992,45134,45204,19.0,0.08,SHORT,0,0,45134:45204:SHORT:8
1,0,29259.4004,29859.1934,4702,4897,19.0,0.38,LONG,0,0,4702:4897:LONG:38
1,0,29244.1992,29859.1934,4758,4897,19.0,0.39,LONG,0,0,4758:4897:LONG:39
1,4,26439.1992,26492.8008,45204,45228,19.0,0.02,LONG,0,0,45204:45228:LONG:2
1,4,26420.3008,26492.8008,45206,45228,19.0,0.04,LONG,0,0,45206:45228:LONG:4
1,3,29419.5996,29321.4004,35097,35165,19.0,0.05,SHORT,0,0,35097:35165:SHORT:5
1,3,29438.5,29321.4004,35100,35165,19.0,0.06,SHORT,0,0,35100:35165:SHORT:6
1,4,26492.8008,26429.0996,45228,45247,19.0,0.03,SHORT,0,0,45228:45247:SHORT:3
1,2,28567.0,28832.0996,24916,25139,19.0,-0.19,SHORT,0,0,24916:25139:SHORT:-19
1,2,28244.3008,28832.0996,24947,25139,19.0,-0.41,SHORT,0,0,24947:25139:SHORT:-41
1,1,26326.0996,25906.5,14910,15093,19.0,0.29,SHORT,0,0,14910:15093:SHORT:29
1,3,29321.4004,29480.1992,35165,35263,19.0,0.09,LONG,0,0,35165:35263:LONG:9
1,3,29209.3008,29480.1992,35185,35263,19.0,0.16,LONG,0,0,35185:35263:LONG:16
1,3,29480.1992,29553.4004,35263,35337,19.0,-0.06,SHORT,0,0,35263:35337:SHORT:-6
1,3,29386.8008,29553.4004,35305,35337,19.0,-0.12,SHORT,0,0,35305:35337:SHORT:-12
1,3,29553.4004,29631.0996,35337,35345,19.0,0.04,LONG,0,0,35337:35345:LONG:4
1,1,25906.5,26320.1992,15093,15189,19.0,0.29,LONG,0,0,15093:15189:LONG:29
1,1,26086.8008,26320.1992,15116,15189,19.0,0.16,LONG,0,0,15116:15189:LONG:16
1,2,28832.0996,28341.5,25139,25273,19.0,-0.34,LONG,0,0,25139:25273:LONG:-34
1,2,28759.0,28341.5,25140,25273,19.0,-0.29,LONG,0,0,25140:25273:LONG:-29
1,4,26429.0996,27133.9199,45247,45448,19.0,0.49,LONG,0,0,45247:45448:LONG:49
1,4,26496.3008,27133.9199,45248,45448,19.0,0.44,LONG,0,0,45248:45448:LONG:44
1,2,28341.5,28265.0,25273,25320,19.0,0.04,SHORT,0,0,25273:25320:SHORT:4
1,3,29631.0996,29462.4004,35345,35429,19.0,0.09,SHORT,0,0,35345:35429:SHORT:9
1,3,29637.9004,29462.4004,35347,35429,19.0,0.1,SHORT,0,0,35347:35429:SHORT:10
1,1,26320.1992,26310.6992,15189,15297,19.0,-0.01,SHORT,0,0,15189:15297:SHORT:-1
1,1,26310.6992,26464.9004,15297,15300,19.0,0.1,LONG,0,0,15297:15300:LONG:10
1,1,26392.1992,26464.9004,15298,15300,19.0,0.04,LONG,0,0,15298:15300:LONG:4
1,2,28265.0,28334.5996,25320,25387,19.0,0.03,LONG,0,0,25320:25387:LONG:3
1,0,29979.4004,29593.3008,5073,5279,19.0,-0.26,LONG,0,0,5073:5279:LONG:-26
1,0,30037.0996,29593.3008,5076,5279,19.0,-0.29,LONG,0,0,5076:5279:LONG:-29
1,0,29593.3008,29531.5,5279,5284,19.0,0.03,SHORT,0,0,5279:5284:SHORT:3
1,2,28334.5996,28312.5996,25387,25459,19.0,0.0,SHORT,0,0,25387:25459:SHORT:0
1,3,29462.4004,29372.3008,35429,35586,19.0,-0.07,LONG,0,0,35429:35586:LONG:-7
1,3,29426.0996,29372.3008,35541,35586,19.0,-0.05,LONG,0,0,35541:35586:LONG:-5
1,1,26464.9004,26459.4004,15300,15431,19.0,-0.01,SHORT,0,0,15300:15431:SHORT:-1
1,0,29531.5,29537.0,5284,5355,19.0,-0.01,LONG,0,0,5284:5355:LONG:-1
1,0,29537.0,29576.0996,5355,5361,19.0,-0.04,SHORT,0,0,5355:5361:SHORT:-4
1,0,29594.1992,29576.0996,5358,5361,19.0,-0.0,SHORT,0,0,5358:5361:SHORT:0
1,3,29372.3008,29421.3008,35586,35617,19.0,-0.05,SHORT,0,0,35586:35617:SHORT:-5
1,4,26969.3008,27186.8008,45633,45709,19.0,0.14,LONG,0,0,45633:45709:LONG:14
1,4,27399.0996,27186.8008,45644,45709,19.0,-0.16,LONG,0,0,45644:45709:LONG:-16
1,4,27186.8008,27316.5,45709,45716,19.0,-0.1,SHORT,0,0,45709:45716:SHORT:-10
1,4,27366.5996,27316.5,45713,45716,19.0,0.02,SHORT,0,0,45713:45716:SHORT:2
1,4,27316.5,27426.9004,45716,45718,19.0,0.06,LONG,0,0,45716:45718:LONG:6
1,1,26459.4004,26507.8008,15431,15549,19.0,0.02,LONG,0,0,15431:15549:LONG:2
1,1,26499.0,26507.8008,15433,15549,19.0,-0.01,LONG,0,0,15433:15549:LONG:-1
1,4,27426.9004,27185.5996,45718,45790,19.0,0.15,SHORT,0,0,45718:45790:SHORT:15
1,0,29576.0996,29406.1992,5361,5533,19.0,-0.12,LONG,0,0,5361:5533:LONG:-12
1,0,29475.0996,29406.1992,5384,5533,19.0,-0.06,LONG,0,0,5384:5533:LONG:-6
1,3,29421.3008,29168.1992,35617,35811,19.0,-0.18,LONG,0,0,35617:35811:LONG:-18
1,3,29439.4004,29168.1992,35629,35811,19.0,-0.19,LONG,0,0,35629:35811:LONG:-19
1,1,26507.8008,26628.1992,15549,15684,19.0,-0.1,SHORT,0,0,15549:15684:SHORT:-10
1,1,26628.1992,26642.5996,15684,15691,19.0,-0.0,LONG,0,0,15684:15691:LONG:0
1,3,29168.1992,29158.1992,35811,35852,19.0,-0.01,SHORT,0,0,35811:35852:SHORT:-1
1,3,29208.4004,29158.1992,35828,35852,19.0,0.02,SHORT,0,0,35828:35852:SHORT:2
1,0,29406.1992,29360.1992,5533,5618,19.0,0.02,SHORT,0,0,5533:5618:SHORT:2
1,0,29406.4004,29360.1992,5560,5618,19.0,0.02,SHORT,0,0,5560:5618:SHORT:2
1,1,26642.5996,26511.5996,15691,15711,19.0,0.08,SHORT,0,0,15691:15711:SHORT:8
1,1,26588.5996,26511.5996,15710,15711,19.0,0.04,SHORT,0,0,15710:15711:SHORT:4
1,0,29360.1992,29444.3008,5618,5638,19.0,0.04,LONG,0,0,5618:5638:LONG:4
1,0,29403.9004,29444.3008,5619,5638,19.0,0.01,LONG,0,0,5619:5638:LONG:1
1,2,28312.5996,29744.252,25459,25805,19.0,0.95,LONG,0,0,25459:25805:LONG:95
1,2,28337.1992,29744.252,25472,25805,19.0,0.93,LONG,0,0,25472:25805:LONG:93
1,0,29444.3008,29418.4004,5638,5646,19.0,0.0,SHORT,0,0,5638:5646:SHORT:0
1,0,29418.4004,29419.5996,5646,5658,19.0,-0.01,LONG,0,0,5646:5658:LONG:-1
1,0,29407.3008,29419.5996,5650,5658,19.0,-0.01,LONG,0,0,5650:5658:LONG:-1
1,3,29158.1992,29160.5996,35852,35952,19.0,-0.01,LONG,0,0,35852:35952:LONG:-1
1,4,27185.5996,27177.9004,45790,46040,19.0,-0.02,LONG,0,0,45790:46040:LONG:-2
1,4,27251.8008,27177.9004,45818,46040,19.0,-0.07,LONG,0,0,45818:46040:LONG:-7
1,0,29419.5996,29435.8008,5658,5790,19.0,-0.02,SHORT,0,0,5658:5790:SHORT:-2
1,0,29408.3008,29435.8008,5773,5790,19.0,-0.03,SHORT,0,0,5773:5790:SHORT:-3
1,0,29435.8008,29414.3008,5790,5804,19.0,-0.03,LONG,0,0,5790:5804:LONG:-3
1,2,29479.0,29526.4004,25826,25983,19.0,-0.04,SHORT,0,0,25826:25983:SHORT:-4
1,0,29414.3008,29383.6992,5804,5829,19.0,0.01,SHORT,0,0,5804:5829:SHORT:1
1,0,29402.5,29383.6992,5807,5829,19.0,-0.0,SHORT,0,0,5807:5829:SHORT:0
1,0,29383.6992,29395.6992,5829,5856,19.0,-0.01,LONG,0,0,5829:5856:LONG:-1
1,0,29395.6992,29405.9004,5856,5866,19.0,-0.02,SHORT,0,0,5856:5866:SHORT:-2
1,0,29405.9004,29406.0,5866,5894,19.0,-0.01,LONG,0,0,5866:5894:LONG:-1
1,0,29415.3008,29406.0,5867,5894,19.0,-0.02,LONG,0,0,5867:5894:LONG:-2
1,0,29406.0,29423.9004,5894,5919,19.0,-0.03,SHORT,0,0,5894:5919:SHORT:-3
1,0,29425.6992,29423.9004,5907,5919,19.0,-0.01,SHORT,0,0,5907:5919:SHORT:-1
1,0,29423.9004,29427.4004,5919,5926,19.0,-0.01,LONG,0,0,5919:5926:LONG:-1
1,0,29427.4004,29418.0996,5926,5956,19.0,-0.01,SHORT,0,0,5926:5956:SHORT:-1
1,0,29425.5996,29418.0996,5939,5956,19.0,-0.01,SHORT,0,0,5939:5956:SHORT:-1
1,4,27177.9004,26669.0488,46040,46310,19.0,0.34,SHORT,0,0,46040:46310:SHORT:34
1,0,29418.0996,29418.4004,5956,6000,19.0,-0.01,LONG,0,0,5956:6000:LONG:-1
1,0,29432.3008,29418.4004,5957,6000,19.0,-0.02,LONG,0,0,5957:6000:LONG:-2
1,3,29160.5996,27270.0996,35952,36284,19.0,1.22,SHORT,0,0,35952:36284:SHORT:122
1,3,29039.0996,27270.0996,35982,36284,19.0,1.14,SHORT,0,0,35982:36284:SHORT:114
1,1,26511.5996,26523.3008,15711,16144,19.0,-0.01,LONG,0,0,15711:16144:LONG:-1
1,1,26450.6992,26523.3008,15719,16144,19.0,0.04,LONG,0,0,15719:16144:LONG:4
1,2,29526.4004,29921.2656,25983,26227,19.0,0.24,LONG,0,0,25983:26227:LONG:24
1,4,26935.6992,26580.5,46048,46393,19.0,0.24,SHORT,0,0,46048:46393:SHORT:24
1,4,26580.5,26521.5996,46393,46397,19.0,-0.06,LONG,0,0,46393:46397:LONG:-6
1,4,26521.5996,26614.8008,46397,46398,19.0,-0.08,SHORT,0,0,46397:46398:SHORT:-8
1,0,29418.4004,29441.9004,6000,6081,19.0,-0.03,SHORT,0,0,6000:6081:SHORT:-3
1,0,29427.0996,29441.9004,6010,6081,19.0,-0.02,SHORT,0,0,6010:6081:SHORT:-2
1,0,29441.9004,29441.9004,6081,6082,19.0,-0.01,LONG,0,0,6081:6082:LONG:-1
1,0,29441.9004,29451.8008,6082,6084,19.0,-0.02,SHORT,0,0,6082:6084:SHORT:-2
1,0,29446.4004,29451.8008,6083,6084,19.0,-0.02,SHORT,0,0,6083:6084:SHORT:-2
1,0,29451.8008,29451.8008,6084,6085,19.0,-0.01,LONG,0,0,6084:6085:LONG:-1
1,4,26614.8008,26614.4004,46398,46411,19.0,-0.01,LONG,0,0,46398:46411:LONG:-1
1,2,29690.0,29876.5,26022,26251,19.0,0.11,LONG,0,0,26022:26251:LONG:11
1,4,26638.6992,26614.4004,46407,46411,19.0,-0.03,LONG,0,0,46407:46411:LONG:-3
1,0,29451.8008,29414.5,6085,6109,19.0,0.01,SHORT,0,0,6085:6109:SHORT:1
1,0,29451.8008,29414.5,6086,6109,19.0,0.01,SHORT,0,0,6086:6109:SHORT:1
1,2,29876.5,30016.4004,26251,26293,19.0,-0.1,SHORT,0,0,26251:26293:SHORT:-10
1,3,26925.1992,26471.1895,36299,36379,19.0,0.31,SHORT,0,0,36299:36379:SHORT:31
1,3,26209.0996,26521.9004,36366,36379,19.0,0.21,LONG,0,0,36366:36379:LONG:21
1,3,26215.0996,26521.9004,36367,36379,19.0,0.21,LONG,0,0,36367:36379:LONG:21
1,2,30016.4004,30156.5,26293,26304,19.0,0.08,LONG,0,0,26293:26304:LONG:8
