bar,open,high,low,close,volume,batched,isolated,cpu,abs_bi,abs_ic,abs_bc
0,88066.7,88174.6,88048.0,88155.1,5735.0,0.0,0.0,0.0,0.0,0.0,0.0
1,88146.7,88160.1,88081.7,88081.7,4816.0,0.0,0.0,0.0,0.0,0.0,0.0
2,88080.4,88080.4,87849.9,87850.0,10862.0,0.0,0.0,0.0,0.0,0.0,0.0
3,87857.1,87944.5,87780.2,87930.1,15390.0,0.0,0.0,0.0,0.0,0.0,0.0
4,87930.2,88039.6,87930.2,87991.6,4863.0,87635.6796875,88001.6953125,88001.703125,366.015625,0.0078125,366.0234375
5,87980.8,87980.8,87852.6,87856.9,2161.0,87524.8515625,87953.4296875,87953.4375,428.578125,0.0078125,428.5859375
6,87862.5,87869.1,87773.9,87797.8,3002.0,87407.6640625,87901.5546875,87901.5546875,493.890625,0.0,493.890625
7,87794.2,87794.2,87660.4,87672.7,7045.0,87201.8125,87825.2734375,87825.2734375,623.4609375,0.0,623.4609375
8,87672.6,87704.8,87569.3,87664.0,6992.0,87139.875,87771.515625,87771.515625,631.640625,0.0,631.640625
9,87657.2,87718.7,87621.5,87639.1,4116.0,87101.3828125,87727.375,87727.375,625.9921875,0.0,625.9921875
10,87649.7,87726.9,87580.2,87580.2,5538.0,86955.125,87678.3203125,87678.3203125,723.1953125,0.0,723.1953125
11,87583.2,87604.9,87412.0,87430.1,7937.0,86893.984375,87595.578125,87595.578125,701.59375,0.0,701.59375
12,87427.6,87504.4,87326.9,87504.4,28049.0,86892.6875,87565.1875,87565.1875,672.5,0.0,672.5
13,87505.9,87647.8,87477.7,87600.8,5425.0,86934.65625,87577.0546875,87577.0546875,642.3984375,0.0,642.3984375
14,87596.5,87649.2,87531.3,87564.6,5409.0,86996.5078125,87572.90625,87572.90625,576.3984375,0.0,576.3984375
15,87564.6,87669.2,87529.0,87648.0,5356.0,87124.0703125,87597.9375,87597.9375,473.8671875,0.0,473.8671875
16,87649.4,87731.5,87631.9,87721.9,8400.0,87142.546875,87639.2578125,87639.2578125,496.7109375,0.0,496.7109375
17,87708.6,87759.6,87682.4,87759.6,6562.0,87160.6640625,87679.375,87679.375,518.7109375,0.0,518.7109375
18,87750.7,87750.7,87519.8,87519.8,4150.0,87136.640625,87626.1796875,87626.1796875,489.5390625,0.0,489.5390625
19,87502.6,87590.1,87498.4,87562.6,3954.0,87222.2578125,87604.984375,87604.984375,382.7265625,0.0,382.7265625
20,87566.9,87578.4,87328.7,87343.5,11941.0,87287.5078125,87517.8203125,87517.8203125,230.3125,0.0,230.3125
21,87343.4,87344.0,87227.3,87256.3,12379.0,87306.0078125,87430.6484375,87430.6484375,124.640625,0.0,124.640625
22,87252.7,87420.8,87252.7,87392.1,3767.0,87351.0390625,87417.796875,87417.796875,66.7578125,0.0,66.7578125
23,87392.1,87404.4,87287.0,87371.4,6300.0,87323.359375,87402.328125,87402.328125,78.96875,0.0,78.96875
24,87372.5,87475.6,87339.6,87471.7,3668.0,87304.5703125,87425.453125,87425.453125,120.8828125,0.0,120.8828125
25,87471.1,87484.4,87403.9,87439.2,2831.0,87321.9765625,87430.0390625,87430.0390625,108.0625,0.0,108.0625
26,87436.2,87436.2,87315.9,87370.4,3545.0,87283.0546875,87410.15625,87410.15625,127.1015625,0.0,127.1015625
27,87363.6,87377.7,87303.3,87303.3,4063.0,87194.8671875,87374.5390625,87374.5390625,179.671875,0.0,179.671875
28,87303.2,87318.1,87204.0,87204.0,3420.0,87205.6484375,87317.6953125,87317.6953125,112.046875,0.0,112.046875
29,87200.9,87280.4,87200.9,87257.5,3839.0,87225.9296875,87297.6328125,87297.6328125,71.703125,0.0,71.703125
30,87263.5,87278.8,87211.2,87226.8,13526.0,87187.921875,87274.0234375,87274.0234375,86.1015625,0.0,86.1015625
31,87226.1,87258.0,87206.6,87206.6,2066.0,87126.9140625,87251.546875,87251.546875,124.6328125,0.0,124.6328125
32,87205.6,87205.6,87154.6,87173.2,5683.0,87159.9765625,87225.4296875,87225.4296875,65.453125,0.0,65.453125
33,87173.3,87298.7,87173.3,87286.8,7188.0,87195.6171875,87245.8828125,87245.8828125,50.265625,0.0,50.265625
34,87283.7,87286.9,87182.4,87186.8,7126.0,87157.4140625,87226.1875,87226.1875,68.7734375,0.0,68.7734375
35,87183.8,87183.8,87080.0,87080.0,7382.0,87142.6796875,87177.4609375,87177.4609375,34.78125,0.0,34.78125
36,87080.0,87113.9,86878.6,86895.9,34739.0,87059.5546875,87083.609375,87083.609375,24.0546875,0.0,24.0546875
37,86901.3,86939.1,86776.4,86781.0,17855.0,86983.234375,86982.7421875,86982.7421875,0.4921875,0.0,0.4921875
38,86790.1,86895.4,86767.0,86877.6,13092.0,86822.421875,86947.6953125,86947.6953125,125.2734375,0.0,125.2734375
39,86877.7,86894.4,86752.5,86799.2,5481.0,86685.2109375,86898.1953125,86898.1953125,212.984375,0.0,212.984375
40,86806.7,86985.6,86797.5,86985.6,5524.0,86660.2734375,86927.328125,86927.328125,267.0546875,0.0,267.0546875
41,86985.6,87091.2,86985.6,87037.7,6819.0,86630.5859375,86964.1171875,86964.1171875,333.53125,0.0,333.53125
42,87042.2,87085.2,87006.2,87022.0,9574.0,86546.125,86983.4140625,86983.4140625,437.2890625,0.0,437.2890625
43,87016.0,87059.1,86992.0,87055.7,4562.0,86498.75,87007.5078125,87007.5078125,508.7578125,0.0,508.7578125
44,87037.1,87118.4,87034.5,87034.5,4385.0,86478.6640625,87016.5078125,87016.5078125,537.84375,0.0,537.84375
45,87034.0,87079.4,86918.0,86918.1,5614.0,86370.34375,86983.703125,86983.703125,613.359375,0.0,613.359375
46,86922.3,86999.7,86852.1,86965.0,3934.0,86148.1953125,86977.46875,86977.46875,829.2734375,0.0,829.2734375
47,86973.7,87026.1,86973.7,87022.1,3649.0,85956.796875,86992.34375,86992.34375,1035.546875,0.0,1035.546875
48,87024.4,87024.4,86888.0,86937.6,4724.0,85846.5625,86974.09375,86974.09375,1127.53125,0.0,1127.53125
