bar,open,high,low,close,volume,batched,isolated,cpu,abs_bi,abs_ic,abs_bc
0,88066.7,88174.6,88048.0,88155.1,5735.0,66.3046875,126.6015625,126.6015625,60.296875,0.0,60.296875
1,88146.7,88160.1,88081.7,88081.7,4816.0,68.296875,78.3984375,78.3984375,10.1015625,0.0,10.1015625
2,88080.4,88080.4,87849.9,87850.0,10862.0,155.6015625,230.5,230.5,74.8984375,0.0,74.8984375
3,87857.1,87944.5,87780.2,87930.1,15390.0,-59.203125,164.296875,164.296875,223.5,0.0,223.5
4,87930.2,88039.6,87930.2,87991.6,4863.0,90.6953125,109.3984375,109.3984375,18.703125,0.0,18.703125
5,87980.8,87980.8,87852.6,87856.9,2161.0,72.6015625,128.1953125,128.1953125,55.59375,0.0,55.59375
6,87862.5,87869.1,87773.9,87797.8,3002.0,20.5,95.203125,95.203125,74.703125,0.0,74.703125
7,87794.2,87794.2,87660.4,87672.7,7045.0,178.703125,133.8046875,133.8046875,44.8984375,0.0,44.8984375
8,87672.6,87704.8,87569.3,87664.0,6992.0,-56.6015625,135.5,135.5,192.1015625,0.0,192.1015625
9,87657.2,87718.7,87621.5,87639.1,4116.0,-51.40625,97.203125,97.203125,148.609375,0.0,148.609375
10,87649.7,87726.9,87580.2,87580.2,5538.0,63.296875,146.6953125,146.6953125,83.3984375,0.0,83.3984375
11,87583.2,87604.9,87412.0,87430.1,7937.0,47.796875,192.8984375,192.8984375,145.1015625,0.0,145.1015625
12,87427.6,87504.4,87326.9,87504.4,28049.0,-85.0,177.5,177.5,262.5,0.0,262.5
13,87505.9,87647.8,87477.7,87600.8,5425.0,42.1015625,170.09375,170.09375,127.9921875,0.0,127.9921875
14,87596.5,87649.2,87531.3,87564.6,5409.0,-4.703125,117.90625,117.90625,122.609375,0.0,122.609375
15,87564.6,87669.2,87529.0,87648.0,5356.0,9.1015625,140.203125,140.203125,131.1015625,0.0,131.1015625
16,87649.4,87731.5,87631.9,87721.9,8400.0,178.5,99.6015625,99.6015625,78.8984375,0.0,78.8984375
17,87708.6,87759.6,87682.4,87759.6,6562.0,9.0,77.203125,77.203125,68.203125,0.0,68.203125
18,87750.7,87750.7,87519.8,87519.8,4150.0,-19.5,230.90625,230.90625,250.40625,0.0,250.40625
19,87502.6,87590.1,87498.4,87562.6,3954.0,-83.3046875,91.703125,91.703125,175.0078125,0.0,175.0078125
