timestamp,pct_batched_vs_isolated,pct_isolated_vs_cpu,pct_batched_vs_cpu
2025-11-23T19:51:45.905237,1.955593,5.114104,1.278103
2025-11-23T19:58:50.309187,82.558333,5.114104,5.114104
2025-11-23T20:02:15.296954,3.670873,5.114104,1.278103
2025-11-23T20:04:47.202306,3.670873,5.114104,1.278103
