bar,open,high,low,close,volume,batched,isolated,cpu,abs_bi,abs_ic,abs_bc
0,88066.7,88174.6,88048.0,88155.1,5735.0,0.0,0.0,0.0,0.0,0.0,0.0
1,88146.7,88160.1,88081.7,88081.7,4816.0,0.0,0.0,0.0,0.0,0.0,0.0
2,88080.4,88080.4,87849.9,87850.0,10862.0,0.0,0.0,0.0,0.0,0.0,0.0
3,87857.1,87944.5,87780.2,87930.1,15390.0,0.0,0.0,0.0,0.0,0.0,0.0
4,87930.2,88039.6,87930.2,87991.6,4863.0,87635.6796875,88001.6953125,88001.703125,366.015625,0.0078125,366.0234375
5,87980.8,87980.8,87852.6,87856.9,2161.0,87524.8984375,87942.0625,87942.0625,417.1640625,0.0,417.1640625
6,87862.5,87869.1,87773.9,87797.8,3002.0,87425.046875,87885.2734375,87885.2734375,460.2265625,0.0,460.2265625
7,87794.2,87794.2,87660.4,87672.7,7045.0,87281.890625,87849.8203125,87849.8125,567.9296875,0.0078125,567.921875
8,87672.6,87704.8,87569.3,87664.0,6992.0,87134.9375,87796.6015625,87796.6015625,661.6640625,0.0,661.6640625
9,87657.2,87718.7,87621.5,87639.1,4116.0,87061.3984375,87726.109375,87726.09375,664.7109375,0.015625,664.6953125
10,87649.7,87726.9,87580.2,87580.2,5538.0,86933.2734375,87670.765625,87670.765625,737.4921875,0.0,737.4921875
11,87583.2,87604.9,87412.0,87430.1,7937.0,86852.9609375,87597.2265625,87597.21875,744.265625,0.0078125,744.2578125
12,87427.6,87504.4,87326.9,87504.4,28049.0,86872.9609375,87563.5546875,87563.5625,690.59375,0.0078125,690.6015625
13,87505.9,87647.8,87477.7,87600.8,5425.0,86873.484375,87550.921875,87550.921875,677.4375,0.0,677.4375
14,87596.5,87649.2,87531.3,87564.6,5409.0,86892.6484375,87536.0234375,87536.015625,643.375,0.0078125,643.3671875
15,87564.6,87669.2,87529.0,87648.0,5356.0,87035.9609375,87549.578125,87549.578125,513.6171875,0.0,513.6171875
16,87649.4,87731.5,87631.9,87721.9,8400.0,87117.5234375,87607.9453125,87607.9375,490.421875,0.0078125,490.4140625
17,87708.6,87759.6,87682.4,87759.6,6562.0,87178.8828125,87658.9765625,87658.984375,480.09375,0.0078125,480.1015625
18,87750.7,87750.7,87519.8,87519.8,4150.0,87192.875,87642.78125,87642.7734375,449.90625,0.0078125,449.8984375
19,87502.6,87590.1,87498.4,87562.6,3954.0,87247.5390625,87642.3828125,87642.3828125,394.84375,0.0,394.84375
20,87566.9,87578.4,87328.7,87343.5,11941.0,87255.3046875,87581.4765625,87581.484375,326.171875,0.0078125,326.1796875
21,87343.4,87344.0,87227.3,87256.3,12379.0,87288.0,87488.359375,87488.359375,200.359375,0.0,200.359375
22,87252.7,87420.8,87252.7,87392.1,3767.0,87336.8359375,87414.8671875,87414.859375,78.03125,0.0078125,78.0234375
23,87392.1,87404.4,87287.0,87371.4,6300.0,87372.71875,87385.1796875,87385.171875,12.4609375,0.0078125,12.453125
24,87372.5,87475.6,87339.6,87471.7,3668.0,87347.421875,87367.0,87367.0,19.578125,0.0,19.578125
25,87471.1,87484.4,87403.9,87439.2,2831.0,87335.1796875,87386.140625,87386.140625,50.9609375,0.0,50.9609375
26,87436.2,87436.2,87315.9,87370.4,3545.0,87307.6171875,87408.9609375,87408.953125,101.34375,0.0078125,101.3359375
27,87363.6,87377.7,87303.3,87303.3,4063.0,87223.1015625,87391.203125,87391.203125,168.1015625,0.0,168.1015625
28,87303.2,87318.1,87204.0,87204.0,3420.0,87214.9375,87357.7109375,87357.7265625,142.7734375,0.015625,142.7890625
29,87200.9,87280.4,87200.9,87257.5,3839.0,87214.8359375,87314.875,87314.875,100.0390625,0.0,100.0390625
30,87263.5,87278.8,87211.2,87226.8,13526.0,87165.8671875,87272.3984375,87272.3984375,106.53125,0.0,106.53125
31,87226.1,87258.0,87206.6,87206.6,2066.0,87125.8046875,87239.640625,87239.640625,113.8359375,0.0,113.8359375
32,87205.6,87205.6,87154.6,87173.2,5683.0,87167.328125,87213.625,87213.625,46.296875,0.0,46.296875
33,87173.3,87298.7,87173.3,87286.8,7188.0,87175.265625,87230.1796875,87230.1875,54.9140625,0.0078125,54.921875
34,87283.7,87286.9,87182.4,87186.8,7126.0,87138.1640625,87216.0390625,87216.0390625,77.875,0.0,77.875
35,87183.8,87183.8,87080.0,87080.0,7382.0,87138.421875,87186.6796875,87186.6796875,48.2578125,0.0,48.2578125
36,87080.0,87113.9,86878.6,86895.9,34739.0,87116.1015625,87124.5390625,87124.546875,8.4375,0.0078125,8.4453125
37,86901.3,86939.1,86776.4,86781.0,17855.0,87037.0078125,87046.1015625,87046.1015625,9.09375,0.0,9.09375
38,86790.1,86895.4,86767.0,86877.6,13092.0,86883.78125,86964.265625,86964.2578125,80.484375,0.0078125,80.4765625
39,86877.7,86894.4,86752.5,86799.2,5481.0,86749.7421875,86886.7421875,86886.734375,137.0,0.0078125,136.9921875
40,86806.7,86985.6,86797.5,86985.6,5524.0,86649.1796875,86867.8671875,86867.859375,218.6875,0.0078125,218.6796875
41,86985.6,87091.2,86985.6,87037.7,6819.0,86584.7578125,86896.2265625,86896.2265625,311.46875,0.0,311.46875
42,87042.2,87085.2,87006.2,87022.0,9574.0,86494.0859375,86944.421875,86944.421875,450.3359375,0.0,450.3359375
43,87016.0,87059.1,86992.0,87055.7,4562.0,86474.7265625,86980.0390625,86980.0390625,505.3125,0.0,505.3125
44,87037.1,87118.4,87034.5,87034.5,4385.0,86480.265625,87027.1015625,87027.1015625,546.8359375,0.0,546.8359375
45,87034.0,87079.4,86918.0,86918.1,5614.0,86388.9296875,87013.6015625,87013.6015625,624.671875,0.0,624.671875
46,86922.3,86999.7,86852.1,86965.0,3934.0,86215.4609375,86999.0625,86999.0625,783.6015625,0.0,783.6015625
47,86973.7,87026.1,86973.7,87022.1,3649.0,86054.828125,86999.078125,86999.078125,944.25,0.0,944.25
48,87024.4,87024.4,86888.0,86937.6,4724.0,85899.2421875,86975.4609375,86975.453125,1076.21875,0.0078125,1076.2109375
